path	line	end	name	body_sha256
include/SOURCE/SPELLS.h	179	179	SPELL_GOLEM_DAMAGE_MULTIPLIER	93ca29f35f1b1ce0e6ead306df5a8e8b8d28accfcf50d74d117f65174a8328df
include/SOURCE/TOWNMGR.h	2	2	HOMM2_TOWNMGR_H	4febdbb6cebdae43c812cc7c182641daba047dadcfc2fdeeeeb01236fbc47882
include/SOURCE/VIEW.h	2	2	HOMM2_VIEW_H	1bcfeacd87974ac80b4086e0b789392dbf9842e9dfe60f1ab6f6f83616b0c70d
include/SOURCE/Viewwrld.h	2	2	HOMM2_VIEWWRLD_H	fc1709f290c702a423a3b46dea7eac66bb72b605c05cddeceda6efb834be17fd
include/SOURCE/Wsnetwin.h	2	2	HOMM2_WSNETWIN_H	c1141f2d44d15c3c15760ab9336591d4b55d01ab62ef910da54b5eb78618e73f
include/SOURCE/X_GLOBAL.h	2	2	HOMM2_X_GLOBAL_H	51f0502d53e9952e0114fb220a548203f9cb37a95da8c48c612861c756663a9c
include/SOURCE/advManager.h	2	2	HOMM2_SOURCE_ADVMANAGER_H	abb269bafd7328a28b2c30c001651e1cc8a4d5e069b1ad71efdc225eda3a66c8
include/SOURCE/army.h	2	2	HOMM2_SOURCE_ARMY_H	0850daf6a9e077761a8357f2b819c5983c17bbcfef69545efb671a7dc4eebfdf
include/SOURCE/armyGroup.h	2	2	HOMM2_SOURCE_ARMYGROUP_H	0f9532aba38904c8ad36b9dc8fce82e7dd45c921e6e60bd44aeac1828f47a88b
include/SOURCE/bankBox.h	2	2	HOMM2_SOURCE_BANKBOX_H	fd1b7bda07a5c265d57cbe3a8efd020bc1b222a0e515b953daa6e5a80c0ef1ec
include/SOURCE/combatManager.h	2	2	HOMM2_SOURCE_COMBATMANAGER_H	23415abce7f60d86243612e1fdca270d7f121619ad28ab64794d8261a2f8591e
include/SOURCE/combatTypes.h	2	2	HOMM2_SOURCE_COMBATTYPES_H	2d746a5abf635071c41a7991f75df09ed92b80bde56b1767618fe4572c0369f5
include/SOURCE/combatTypes.h	30	30	OppositeCombatSide	504522593b7b1dc49a2ae81738dadf06d215053d0077f5ad5c3ea913cc1d831d
include/SOURCE/combatTypes.h	53	53	CombatResultForSide	589a27eca6b4a96bfc6cf65ae4fe74013a377f1ce794fa655087b28cde3b2c54
include/SOURCE/combatTypes.h	54	54	OppositeCombatResult	4fb5768bba09a8190bee1a9f2aa6627147ad2e1a411c0fd5d75bdc4865418a10
include/SOURCE/combatTypes.h	55	55	CombatSideForResult	a7b94059536ac237c27b7cc37098a8c8afd3952dca5b815ac9ced14f08976f4b
include/SOURCE/combatTypes.h	78	78	OppositeArmyFacing	e2fa716e1ac6af3a2ffd391cc6ccd6936f71c94629fd3c6e4217b7e7cf9613aa
include/SOURCE/combatTypes.h	79	79	ArmyFacingForSide	7f6d57739fc117ce67044f6b2471254e7d1e3631c2fe386f7ddc5ea52f083618
include/SOURCE/combatTypes.h	80	80	ArmyFacingRearHexOffset	f4328734189895e8bc1dfdba4d2d8fd58b61982310476fbf62286e8b0ad8f56b
include/SOURCE/comwin.h	2	2	HOMM2_COMWIN_H	7f1e9d196b0019f39d75fb47de72f298849ec84d7a66f735802a60982504c0d5
include/SOURCE/dimPalette.h	2	2	HOMM2_SOURCE_DIMPALETTE_H	e422cb98242070fb2605dfb0bdce8181f660020359cc0ee85980cdda78540bc1
include/SOURCE/dpnetwin.h	2	2	HOMM2_DPNETWIN_H	7fce4c626e462c431f24758f99b10e6cd5d6560c7ad80dcbae4a66809ace8687
include/SOURCE/fileRequester.h	2	2	HOMM2_SOURCE_FILEREQUESTER_H	dd1536400a60ac43df7b6873f40ec57265530c8381215960b57dc17954ab689f
include/SOURCE/game.h	2	2	HOMM2_SOURCE_GAME_H	9ec8edd8fbc580e39e0feed6208ef9ef30d11f925baf03b90a98b2b8061a4a23
include/SOURCE/hero.h	2	2	HOMM2_SOURCE_HERO_H	e5045e769918d42bddec802db0f068bfd3b7bf5e67e34f607347d4a52c38b0d2
include/SOURCE/hexcell.h	2	2	HOMM2_SOURCE_HEXCELL_H	2cebc8a22b633133c7b29aaeb5d99f739efbaa5c649f25b3db96f9206647fe4c
include/SOURCE/highScoreManager.h	2	2	HOMM2_SOURCE_HIGHSCOREMANAGER_H	2e7c96d83917bdf1da6272660a3ec1b5c7e423b98b42e7ada8484ae0724f5e34
include/SOURCE/kbwin.h	2	2	HOMM2_KBWIN_H	aa2547e812f662b3a86b6a256f9ff1148b3e1f52d96a548f9ef514cb051de6b2
include/SOURCE/netwin.h	2	2	HOMM2_NETWIN_H	0eafab4a7dfbb199a721b79e2f7f7c399f45076ef6264d47d909f524b1997949
include/SOURCE/netwin_private.h	2	2	HOMM2_NETWIN_PRIVATE_H	0e9ffbea2eebb74b79420e253b1bfedc24f538d44ec69db92b63c313186d1f60
include/SOURCE/philAI.h	2	2	HOMM2_SOURCE_PHILAI_H	d138d4e105b517ef543c6b89bbb402862daa844e2e80fa9f46ca6e6827af16e2
include/SOURCE/playerData.h	2	2	HOMM2_SOURCE_PLAYERDATA_H	261d92851be5d7aec9b1c249dccafcb19b05130f745a29daa60cedf1d31fde9c
include/SOURCE/recruitUnit.h	2	2	HOMM2_SOURCE_RECRUITUNIT_H	e768ce998ef02d410e6f7e96feff3b44a177efbc7f46756eec66f9d314630e79
include/SOURCE/searchArray.h	2	2	HOMM2_SOURCE_SEARCHARRAY_H	4335505ea737a50fdd6c0db023b46ea1cf5a16eccd02f427eecde9cc420e0e90
include/SOURCE/strip.h	2	2	HOMM2_SOURCE_STRIP_H	53ff69ac00596b725cc1d57eb399266ffc7f85aa82d29bb7239570e4277d2db3
include/SOURCE/swapManager.h	2	2	HOMM2_SOURCE_SWAPMANAGER_H	c4ff371b7fdc37f53ef85dacd9635cb82fd7d50ec0a9a1645fc580bc64f3a660
include/SOURCE/town.h	2	2	HOMM2_SOURCE_TOWN_H	eeb5aec97b79c03250f0bca7e7131435af490f2dc2acfd57cf94e45a503b5134
include/SOURCE/townManager.h	2	2	HOMM2_SOURCE_TOWNMANAGER_H	ff784e1edcfda33fe3f4ef341925b9c4af52e9806a61016f01007f2f159ae065
include/SOURCE/townObject.h	2	2	HOMM2_SOURCE_TOWNOBJECT_H	03641e7149e9c02e3b35017115b315d99dc4f7245edc5ace82246fea6d745878
include/SOURCE/tradpost.h	2	2	HOMM2_TRADPOST_H	2647f6192f2b7851bb5fd48c338a62b66b5fb2bd6f1187157b0d88fcc491da4b
include/SOURCE/wingraph.h	2	2	HOMM2_WINGRAPH_H	c465b9830860309a51b6c4d4a6daf31c81e7e235e7bb6226d2703260908e71e0
include/SOURCE/x_arena.h	2	2	HOMM2_X_ARENA_H	5f9da015274f322557b715e4ab638486628377357324bdd0f325e34b2db248aa
include/va.h	2	2	HOMM2_VA_H	e39adb13f62e0394e95400e867677a46c8443ff377ae5d4cd14c81f26cbf325f
include/va.h	8	8	VA	add40f66f97db717311ae883056ce68c5ab85889093c6d958a7cf04784440cd5
include/va.h	9	9	VA_COMPGEN	75bbb8fa4cab5e444dfc53c0ec573c2558fef79977966106e0d2161fc3678ac9
include/va.h	15	15	DATA	dd38e3def69eb4e0bff3bdb4b4a40ee4dae8fd88e2851c22f87bd82831616752
include/va.h	16	16	DATA_COMPGEN	02110781a6c46dc8e377edc35aad60a126b1af81f916408e908e04d09ea837c7
include/va.h	17	17	DATA_COMPGEN_GUARD	ed3ba90d1f750452502a7369b395528b7dc53aada249c1371adf2c635487750c
include/va.h	24	25	VTBL	bc46f91bf18f31bbc7adb710bb41d10a1564e4ae09e045c97f6a9588865fbec1
include/va.h	26	27	VTBL2	1c90d9082478f3b4ce02bc6088a035cbf461c5fee7a0f8ed188a28a37e480aa2
include/va.h	28	28	OVERRIDE	73e149847731b586d97ccba44d8677225b046c95ccac41c6c0164b19190d22a8
include/va.h	29	29	SIZE	2c2b4affd158b3784040db9ac6e4efb366702b227509dbcd1efe5867386c8aa2
include/va.h	34	34	NEW_VA	709b367f6ce5921584662c57b937eabf8f970ead60a1eeb160f5aa8f40a59781
include/va.h	35	35	NEW_SIZE	18aec4722b3429560486fdfa063a72aef3dbb4869292122a89f795efa94d04d8
include/va.h	39	39	VA	9a0d17b23477c254880a1a04256310a3eaf158aed555d5b62ee78c5784c96a46
include/va.h	40	40	VA_COMPGEN	75bbb8fa4cab5e444dfc53c0ec573c2558fef79977966106e0d2161fc3678ac9
include/va.h	41	41	DATA	52e207aad98d607e276e9e3d8ad8eafc54cf5860aaa7e96936b1591ec8f2e0f5
include/va.h	42	42	DATA_COMPGEN	02110781a6c46dc8e377edc35aad60a126b1af81f916408e908e04d09ea837c7
include/va.h	43	43	DATA_COMPGEN_GUARD	ed3ba90d1f750452502a7369b395528b7dc53aada249c1371adf2c635487750c
include/va.h	44	44	VTBL	e19536e5a8a2ff358b1499c68c90c311b56deff1cbbbc663f5897ff221c45f23
include/va.h	45	45	VTBL2	fd2ebc5e28f0074bffc85bc3bca91795e5ee8a4aa144826720fe0615170541d5
include/va.h	46	46	OVERRIDE	34b86fccc58fd14380ead98f9d429dbe3eec2bca4addac506055ca58d6f1c223
include/va.h	48	48	SIZE	f6f1af66fbac2532cccf36118efeb58ae8eebb79e3dc9d9e4001f1c2560cc713
include/va.h	50	50	NEW_VA	ab30d12abf77269bf37a5dfe162b1bdfc4a5c74988c252ad2b78bef04a042e56
include/va.h	51	51	NEW_SIZE	18aec4722b3429560486fdfa063a72aef3dbb4869292122a89f795efa94d04d8
src/BASE/BUTTON.cpp	103	106	SET_WIDGET_MESSAGE	f2251e824f97673a602adebd9b51266aa66672f42e7028d387f4df4491d5bdd3
src/BASE/Blur.cpp	30	36	BLUR_TAP_SUM	d8e9becfdd955d7e485e8b37f2dd788d6fd3ff945d11bbe9dbabf2cb55938c8f
src/BASE/Bzip.cpp	14	14	True	47c7bd1bb57602f26d9c8402b52164a422a81f4b06fc5002682eef92c6b58adc
src/BASE/Bzip.cpp	15	15	False	643c59cc5fdc6645d474a93be33eb1a1228708bd09c2db43882bff7cab28cf11
src/BASE/Bzip.cpp	16	20	ERROR_IF_EOF	399bac97c6ecd93c854cd4f50351ebddece4bdae9be799cdae7d1fdec103bb40
src/BASE/Bzip.cpp	21	25	ERROR_IF_NOT_ZERO	85d3bc32a4a9269c755c706913d4f0c9cb2b61741d11f75ed43065278053992d
src/BASE/Bzip.cpp	26	30	ERROR_IF_MINUS_ONE	4cd4fee541f243d2d081356460e70054b61f006cc088c8122eb9477a10415d76
src/BASE/Bzip.cpp	32	32	TWO_TO_THE	d41f229117cc2ffb54e4ac6c67e2f9d1a46c1a587329375dee8ed4aea392bd3a
src/BASE/Bzip.cpp	33	33	MAX_BITS_OUTSTANDING	222beeaa71690d0203e96bf2ef0449beb7beae4c7d0419db83167d896b6084bb
src/BASE/Bzip.cpp	34	34	smallB	6592bd028a5b7ffedd69edd2ce1d448135179b49314728c57757108f1a0a057f
src/BASE/Bzip.cpp	35	35	smallF	ee771a2b699e53f1b0916b999adf87d4634cc09e64dd3ae04477fd2eddb6eb9b
src/BASE/Bzip.cpp	47	47	BASIS	3470b8a829d3704673211b9371de8219b5eafd5dc88159691818dd543cc67d69
src/BASE/Bzip.cpp	48	48	MODEL_2_3	96d6204d48f874d032b4d03bc204e017c0b7cf7af1d1b7deb4571833c03545cc
src/BASE/Bzip.cpp	49	49	MODEL_4_7	00cb22f6f21a685a32ce22b390d05d23ea56d0b567c226cb3952cc02fdf70bc6
src/BASE/Bzip.cpp	50	50	MODEL_8_15	3419414590058afece40b50ff4bbda7864487afaef4258e7000a9577fabeb150
src/BASE/Bzip.cpp	51	51	MODEL_16_31	593cc7fbca1713930017dd2d8f399c7ee876094760942f11f5389629cf451f4a
src/BASE/Bzip.cpp	52	52	MODEL_32_63	6bf31d7a50e954365603edcfcf6c3208de882721e7b64afe9d4426d15f9bff73
src/BASE/Bzip.cpp	53	53	MODEL_64_127	2b157fe100f94434eb3237182a5590e207049bb59dda24f23e541bdda41f297d
src/BASE/Bzip.cpp	54	54	MODEL_128_255	f5a285184f79b7a69cb8a0dd49d9e13d769bdcfde6fa5e9cd1e2e77f13941eb5
src/BASE/Bzip.cpp	57	57	VAL_RUNA	32645e3c819c0e8f4915d1f2721ca74567fcae4a1b73055fa95b4d30f7d89250
src/BASE/Bzip.cpp	58	58	VAL_RUNB	b38d649800c41ea410b72fa0028b3a6e97f0de91347f29c9fc74d45eae5e4560
src/BASE/Bzip.cpp	59	59	VAL_ONE	ec44187a60a575762f89775b0df2e6d978556df6975473986ef0a1dc07de481b
src/BASE/Bzip.cpp	60	60	VAL_2_3	7f022b1a60962fc8baae775d41cb36a8687c7ad79266bb0aa560a81f5edfa797
src/BASE/Bzip.cpp	61	61	VAL_4_7	c059794832568be2dd8b65d7cb81cffa61e288343e8a37f15306c365ad0bfbd4
src/BASE/Bzip.cpp	62	62	VAL_8_15	1ebd3a26ed76c3bba55581f03f812d8b784174cca131fa0a60a61670ed7404ae
src/BASE/Bzip.cpp	63	63	VAL_16_31	d4e30362172e86d8b69764d4aa204e46b8eae622c5f36671de0ec4728f168dab
src/BASE/Bzip.cpp	64	64	VAL_32_63	0087ccb3a1db5c63b27a54e00298c0d8bde20a92529e453cfc875b05137cef1a
src/BASE/Bzip.cpp	65	65	VAL_64_127	22b074ab5b68ae620eae8a074b73714ed89d82e2cecb558d312d0e5452e19673
src/BASE/Bzip.cpp	66	66	VAL_128_255	44c0fd16dcd24e4d58ceddc0e175bb8002b5d165792bbfd7a3e5089db2337a88
src/BASE/Bzip.cpp	67	67	VAL_EOB	8f722b545c90ec3fb9a3004613339c4c1537d64bdc55a60b5a325e546a20b2d4
src/BASE/Bzip.cpp	68	68	RUNA	c3fa64bfc4ae37d43bdcaf02a515e5071da09994be6a01fc30fab2595b4360dc
src/BASE/Bzip.cpp	69	69	RUNB	2c217c893a5bf5ee8752eac52a7ee762d4ec181adcddacd502feccbad116f26a
src/BASE/Bzip.cpp	70	70	EOB	53c2a382b8a9e5d3c59a7e16e4ac288857f9abacae8cfb0e9d8969ae944c3ff6
src/BASE/Bzip.cpp	71	71	INVALID	8e900a590fdf4275b20253a232b7fd5fc58ed7e3a3418aa8bc9ca6f63fc95677
src/BASE/Bzip.cpp	73	73	NUM_FULLGT_UNROLLINGS	edffed6a53cab62f01a85b37d69fb5505ea036897170cb2e07943d0305c1ec4f
src/BASE/Bzip.cpp	74	74	MAX_DENORM_OFFSET	6a87590d01367fedb4853c3def89e56fa2bcda0af61e1d7571b50d24e82d69d5
src/BASE/Bzip.cpp	130	130	MY_EOF	9383c7b7108085844629c1f33861d7c961ae6557d69e3ead4020e48cae6e562e
src/BASE/Bzip.cpp	131	134	UPDATE_CRC	c6380b160e5431863659ea25b24fecfe5db04de92040d43022d4de2e892e5bde
src/BASE/Bzip.cpp	136	136	IF_THEN_ELSE	3f8ffd2416a917383641a9e8b05c66385770aeff4a873bf725c19d2051dfaff8
src/BASE/Bzip.cpp	137	137	GETFIRST	9f5f17428bc2cf79012e0ad1ceee4632da1b2e9ce9f51326302f56dea81b516a
src/BASE/Bzip.cpp	138	138	GETREST	98ef2d7f436a045f0f956f402cc61dab2018938e73fadff0a0b03548f933fe20
src/BASE/Bzip.cpp	139	139	SETALL	5c0f415853af720e100d652cb599bb2f7c688b1c646c34a3908f4e74864f78c8
src/BASE/Bzip.cpp	140	140	GETFIRST16	a36e0889d297ccbc0a434732e5f9323141c17a2e8a31031a7b7d9689ce736d63
src/BASE/Bzip.cpp	141	141	GETREST16	a1b14789a3e35af58689965a1b8bd926e842f72b55b2998cfa8396f78f786484
src/BASE/Bzip.cpp	1042	1042	ISORT_BELOW	1e1358c2a69a1952812f8c778083eb4697a7d59891b548e70f6c4ec558f43711
src/BASE/Bzip.cpp	1043	1043	RC	19bb20432ae5597091e68ca5111746158195ff98ae00d41db992a7a92bdcd1b5
src/BASE/Bzip.cpp	1044	1051	SWAP	117ea251b08bc8e35fb5d1ac322cb866bf3b97d49673f3f48ab553cc49ba099d
src/BASE/Bzip.cpp	1376	1376	SPOT_BASIS_STEP	819d5c098db5809e3e61ccbc4e58d6297d2969cf5019f31489e49e8f38dac826
src/BASE/INPUTMGR.cpp	22	22	EncodeScanCode	e539f5b2cb74e8c630a585c5a6b3801322b8b521389ba467025e16dd4f203301
src/BASE/MOUSEMGR.cpp	17	17	MOUSE_CURSOR_MASK_SHIFT	7f760fb307514ebaec45a9716a77184888f06d5828d6a271257fa24a4c86034e
src/BASE/MOUSEMGR.cpp	18	18	MOUSE_MANAGER_SOURCE_FILE	c266067a258427b568feb7e625b540ee538b57ccb73b35938c583487b0e78305
src/BASE/MOUSEMGR.cpp	19	19	MOUSE_MANAGER_NAME	e8c727977fb4209b2d1d052b2b0326071e9a63c0a4ac358f7cab92407bed648e
src/BASE/MOUSEMGR.cpp	20	20	MOUSE_MANAGER_ADVENTURE_ICON	667dac933953348e55b37e04dc0fdff61c200bb8b08cbb9d2ab68bf8420dacd7
src/BASE/MOUSEMGR.cpp	21	21	MOUSE_MANAGER_SPELL_ICON	39c1f994563c7b0eb60d94cb19031177c5570b2c1c92f553d248637bc90f98d5
src/BASE/MOUSEMGR.cpp	22	22	MOUSE_MANAGER_COMBAT_ICON	79e44ff5dbc3095ac4f829c4af192bc2338f654f6033fb0da467747fa0af4588
src/BASE/MOUSEMGR.cpp	23	23	MOUSE_MANAGER_ADVENTURE_BITMAP	4a9d590d05440300e398098e1a2fe0f452374bd63488e1f308c1fa78142abdcd
src/BASE/MOUSEMGR.cpp	24	24	MOUSE_MANAGER_SPELL_BITMAP	880d7eb092868343ca3df7cd8231037e506b60fa8b3358aba979202bc2c66cf1
src/BASE/MOUSEMGR.cpp	25	25	MOUSE_MANAGER_COMBAT_BITMAP	fdec402ce10b938d6c34e5258fcfae13408c08bee43778f588f4e4e052cd63b1
src/BASE/Misc.cpp	1	1	HOMM2_MISC_INLINE_ICONENTRY	217bc462a50b69fa2de39785711fe85d9e9255baa8ba657f2b4ebba70a851c0a
src/BASE/Misc.cpp	14	14	MISC_REGISTRY_KEY	89c517f4c7cc6eacaa98ad2847aaebb53c28fa03c88a65c8ed35fce66ddb3853
src/BASE/TEXTWDGT.cpp	74	77	SET_WIDGET_MESSAGE	f2251e824f97673a602adebd9b51266aa66672f42e7028d387f4df4491d5bdd3
src/BASE/WINMGR.cpp	63	63	DATA	dd38e3def69eb4e0bff3bdb4b4a40ee4dae8fd88e2851c22f87bd82831616752
src/BASE/WINMGR.cpp	65	65	DATA	52e207aad98d607e276e9e3d8ad8eafc54cf5860aaa7e96936b1591ec8f2e0f5
src/BASE/soundmgr.cpp	47	47	NORMALIZED_VOLUME_MAX	2d3e0b2a9678f499efceac31b476b52bc9ec496f3656daa4928b2b248848d380
src/SOURCE/ADVMGR.cpp	963	963	ADVMGR_ENVIRONMENT_VOLUME	624c01129c704a29e89c54f36c6bf78c1e6ec2293d60a937acb7ea1a4ddb2d91
src/SOURCE/ADVMGR.cpp	964	965	ADVMGR_RADAR_LEFT_FLOAT	c3709277603a13b2450d7a1f9f717cb344672ff21002bdad6f2ac0f34c940d56
src/SOURCE/ADVMGR.cpp	966	967	ADVMGR_RADAR_TOP_FLOAT	5b06720c6df4b19418301e6bc2d740d40074db482742ee5a4d53779e9f226b01
src/SOURCE/ADVMGR.cpp	968	969	ADVMGR_LOCATOR_SCROLL_BASE_Y_DOUBLE	50fa810e8a743cdb8fcb756de77a28a1c171d60fd510f2f958614743d0937926
src/SOURCE/ADVMGR.cpp	970	971	ADVMGR_LOCATOR_HERO_SCROLL_SPAN_DOUBLE	d5e6eb29fb1a9f5e46dddd94a4cddc1c1d1102c941297bfde73e9ab2a2816a87
src/SOURCE/ADVMGR.cpp	972	973	ADVMGR_LOCATOR_TOWN_SCROLL_SPAN_DOUBLE	ea54b2f586b54573b2593d72446b9cde8d49ae120f291bee84875da0e0b60be9
src/SOURCE/ADVMGR.cpp	974	974	ADVMGR_REMOTE_PAYLOAD	a69a6874877abd647f98cc2674acdafab1ff3007ff4aa0051f2cd272e8da1fc5
src/SOURCE/ADVMGR.cpp	978	978	ADVMGR_VISIBILITY_AT	a06e51ea4f4332ff8fabc4fce09b7ce79fc26b59596117912aa36b11c8313b92
src/SOURCE/AI.cpp	18	18	COMBAT_AI_QUANTITY_ESTIMATE	747fbdcb6d2e1f814e933b3a1d6afe0b995aafdc7bb0b4964478c23c002f366e
src/SOURCE/AI.cpp	19	19	COMBAT_AI_TOWN_STRENGTH_MODIFIER	1aeda0c75cd8f033294c6386d412e4ec1c1f45366cd980cb1d82578562b6d007
src/SOURCE/AI.cpp	20	20	COMBAT_AI_BASE_RETREAT_CHANCE	0fe150ec0054bdc2851077bac40d8e6da183157805643bd8e21386a03c4b6244
src/SOURCE/AI.cpp	21	21	COMBAT_AI_MAX_RETREAT_CHANCE_COMPARE	164edf29d71768abd2bd5f8aa5f21f234075c5b54305bab58164202b0ed960bb
src/SOURCE/AI.cpp	22	22	COMBAT_AI_MAX_RETREAT_CHANCE	c6a5132d29183fe78bb3b4a6f81cf4f580b511416fa108b76b5ab074f30af8ef
src/SOURCE/AI.cpp	23	23	COMBAT_AI_HIGH_ARTIFACT_RETREAT_BONUS	4688064f837507ff65cb505c68b5bd380fd6df3024438cc5fe725ca50aae4d9b
src/SOURCE/AI.cpp	24	25	COMBAT_AI_MEDIUM_ARTIFACT_RETREAT_BONUS	45dde838b1f4962e110b415920ad67df25b9bdd386a785c79ace25de58716c90
src/SOURCE/AI.cpp	26	27	COMBAT_AI_LOW_ARTIFACT_RETREAT_BONUS	07fe86fa6a870c74eda6f7dac17c73d7507bcbeba2fa35bf1010e556176698c7
src/SOURCE/AI.cpp	28	29	COMBAT_AI_STRENGTH_30000_RETREAT_PENALTY	b1750754c9ed6e25fc947fcb6cf7b1d828f11092a09fa8ac0a6e2c1fedd2d03f
src/SOURCE/AI.cpp	30	30	COMBAT_AI_STRENGTH_15000_RETREAT_PENALTY	701abbe11efd7bffb72020d09e4509de3b863a6829df2d2269467b0c286ac311
src/SOURCE/AI.cpp	31	31	COMBAT_AI_STRENGTH_5000_RETREAT_PENALTY	56b0ed983d347cf009179662b16247af9a8d0eb2ef99bcfa44dc39c2761a1bff
src/SOURCE/AI.cpp	32	33	COMBAT_AI_STRENGTH_2500_RETREAT_PENALTY	1a4cd77e245d8024f657b97649efeb259941c74e4b69ee1b99261b25d93a6666
src/SOURCE/AI.cpp	34	34	COMBAT_AI_DIFFICULTY_RETREAT_STEP	8dfec30d903e318acdac03887db623ba2cfa6b9c4c2f6bcfead77f8042574d29
src/SOURCE/AI.cpp	35	35	COMBAT_AI_MAX_EXPERIENCE_BONUS_COMPARE	bb75e53706d29e64df07d0c2e4ddfdb2a7bcac94ddcc468fb9fb87eb66a58076
src/SOURCE/AI.cpp	36	36	COMBAT_AI_MAX_EXPERIENCE_BONUS	c0a949257577d84b13bec22df135601bad6a95693039b63095e00e5a3111e40b
src/SOURCE/AI.cpp	37	37	COMBAT_AI_ATTACKER_RETREAT_PENALTY	323b3bd3433be17f1d8fdfc96a05b2a0507cdcfcc87f8dcae0a26dbcedc29082
src/SOURCE/AI.cpp	38	38	COMBAT_AI_TOWER_LEVEL_SCALE	5d1acc4112a81b97d7cc51205c956dd4a855d95f12a4da059b37d6f9e40cad2c
src/SOURCE/AI.cpp	39	39	COMBAT_AI_TOWER_BASE_SCALE	c7078f78d2e1c8d6a3686bdbc7b6dc1d02734396dca45ae298148b3507955c22
src/SOURCE/AI.cpp	40	40	COMBAT_AI_LICH_PRIORITY_MULTIPLIER	1973c44098d5b7ce5f36d9e4ce52ccbff06136f9b7889d148ee70a59d0c43989
src/SOURCE/AI.cpp	41	41	COMBAT_AI_LICH_HIT_POINT_SCALE	d909fe5a3e6bf50d8ad7296c4ad9f716d260b063df49a209623979d21f0bf362
src/SOURCE/AI.cpp	42	43	COMBAT_AI_MIN_LICH_DAMAGE_SCORE	5d9528f1ba8b558a407a69b1385c0becd6e0375c01bdc02e723d6e95a1a5790c
src/SOURCE/ARMY.cpp	29	29	ARMY_HASTE_WALK_DURATION_SCALE	0e550bc559637beaf4af1596352cb4730ec383f40218f5f06be6d15ac1edb1ab
src/SOURCE/ARMY.cpp	30	30	ARMY_SLOW_WALK_DURATION_SCALE	96b362b825abe5072e9cc3702911426542ce49e093cc44b0b234d818a9f2f0c6
src/SOURCE/ARMY.cpp	31	32	ARMY_PROJECTILE_PI	9a394ce960b5c9357361b7535afbccf197df49aff2f09eea10622dce9eac2175
src/SOURCE/ARMY.cpp	33	33	ARMY_SHOOT_UP_MIN_ANGLE	688e0069f463d1b48e585d6999010279d76df594ae5dec416be6cacccc2b0ef8
src/SOURCE/ARMY.cpp	34	34	ARMY_SHOOT_FORWARD_MIN_ANGLE	3ce29690858fcc75bcc0b0ca577c2cc6f6aff0e594d460175f774c0a7976e8ac
src/SOURCE/ARMY.cpp	35	35	ARMY_SPELL_CHANCE_NONE	de1cd107ed7f40cbf529d29bdf68405a6300c52e642aaa1312af8dab3b90a7bb
src/SOURCE/ARMY.cpp	36	36	ARMY_SPELL_CHANCE_DWARF	a553b3b4354b2a7748a511ecae5034012bc2f99d304e5dde745cb7ac180b0bb3
src/SOURCE/ARMY.cpp	37	37	ARMY_SPELL_CHANCE_ALWAYS	9f532bd92fa8ef82848c1dbf88bb7338af4654630aa16d0b84529a1e5fd52820
src/SOURCE/ARMY.cpp	38	38	ARMY_SPELL_CHANCE_PERCENT	a1c4a95508547c40a19067e9648132903102ed8ff00755c0a128fc081a9949e5
src/SOURCE/ARMY.cpp	39	39	ARMY_RANGER_ATTACK_DURATION_SCALE	e091d14e41760309ea22a1499ac22f4e5275889da943443d7153973bebaa63d3
src/SOURCE/ARMY.cpp	40	40	ARMY_DURATION_BASE_SCALE	b068f32c8e2fdc8b7b7064d2ed85d211526edd3df1f74e03bfb00c7c42b9c51c
src/SOURCE/ARMY.cpp	41	41	ARMY_ATTACK_DURATION_SPEED_SCALE	82f8de68f8a326b17551daf29d548df703a1b66cccd98b82c479272d399fa959
src/SOURCE/ARMY.cpp	42	43	ARMY_WALK_DURATION_SPEED_SCALE	21e0aa7089971e7b834cb15e2c1e2f3f8e13d5273da99289b1273b572063fb3f
src/SOURCE/ARMY.cpp	158	158	PROJECTILE_HALF_TURN_DEGREES_FLOAT	3357af9ddf93682a0688ca4cc4cc4fed21b842df26bb4daa070f03260491152c
src/SOURCE/ARMY.cpp	159	159	PROJECTILE_DIRECTION_MIDPOINT_DIVISOR	9eb8c20c9a43cbf643979fa421fb239690aa5a817798a1e2b3ac5d9e5ccdbf39
src/SOURCE/ARMY.cpp	160	160	DAMAGE_DOUBLE_MULTIPLIER	4ac8f3e01920dfdf4b2acd1a8dcc6cde072abd4d7ce1726bfe5507feacc4ab0f
src/SOURCE/ARMY.cpp	161	161	DAMAGE_HALF_DIVISOR	67c8acf95e2028db2a803499a253d028c309ced02985e98f132daaecdcce3408
src/SOURCE/ARMY.cpp	162	162	DAMAGE_ROUNDING_OFFSET	da6d98b611a4aa910aff50a6bac086c87f34c3d6e6fb21074da7f701acc7dc7b
src/SOURCE/CMBTMGR.cpp	33	33	COMBAT_CATAPULT_HORIZONTAL_STEP_DIVISOR	67027bc9258fb75747719bcc24bf230673ebbba94b001bcf729fb9f587edcad6
src/SOURCE/CMBTMGR.cpp	34	34	COMBAT_CATAPULT_VERTICAL_STEP_DIVISOR	f80c6c4f5933c8539e5a1bec6b6242a1310c134ebd4cb16b52df2b14257ef723
src/SOURCE/CMBTMGR.cpp	35	36	COMBAT_CATAPULT_DISTANCE_ARC_SCALE	308492618746ac2207fc1388e359f4e7e2c8438d48566e24632e0934018cf22c
