path	line	end	name	body_sha256
src/SOURCE/CMBTMGR.cpp	37	37	COMBAT_CATAPULT_TARGET_ARC_SCALE	38d4d33189a15248d9abaa9b294ad3dbcedcf5533d675c230f5514fde314822e
src/SOURCE/CMBTMGR.cpp	38	38	COMBAT_MISSILE_DEGREES_PER_RADIAN	ed25a508d27de947ae18a8217def7381dd7b0c56b192a469c6b47d9d18df6b51
src/SOURCE/CMBTMGR.cpp	39	39	COMBAT_MISSILE_PI	13ac34d4cc38cb02955e3939748a9b29a0d8268d421d88197f1aae8cc1f0a029
src/SOURCE/CMBTMGR.cpp	40	40	COMBAT_MISSILE_DIRECTION_AVERAGE_DIVISOR	b8c5d6354c5faedde8b9bf696f3d6fc1540c5d7f060b16f3107a47bee12ad1cb
src/SOURCE/CMBTMGR.cpp	41	41	COMBAT_CREATURE_VANISH_DURATION	04a09e552de7fbfaa9979e67586826990dd7a1f8d9b0ac775bd39fc677b54879
src/SOURCE/COMMAND.cpp	29	29	COMBAT_NECROMANCY_LEVEL_FACTOR	925916b8084da957ddf5f8dc1aff147b1778e6c4a23e1ef8b97081f353d33b61
src/SOURCE/COMMAND.cpp	30	30	COMBAT_SURRENDER_QUILL_FACTOR	6497cefb82767d929cf8204c25913d443dc4e99d352e464c17cd3d3a4702034d
src/SOURCE/COMMAND.cpp	31	31	COMBAT_SURRENDER_BASE_FACTOR	ab427162c98e8cf6bfeda00cdc979a51ce698959b2263f3df986027a01653631
src/SOURCE/COMMAND.cpp	32	33	COMBAT_SURRENDER_DIPLOMACY_FACTOR	5dfe1aee3e856556152502f3e80452551fcafb82a1946129fcc0704b218e3a6b
src/SOURCE/COMMAND.cpp	34	34	COMBAT_IDLE_ROLL_DIVISOR	424a24c3cc7d348d6aa686b93371bf6a301d14b1ff6de0d40d6730c9bceaebc6
src/SOURCE/COMMAND.cpp	35	35	COMBAT_STAND_DELAY_BASE_FACTOR	a63d9d9faf73baaf6619938970a41adf7ddddedc0d4444b04d8cff0762539016
src/SOURCE/COMMAND.cpp	36	36	COMBAT_STAND_DELAY_RANDOM_FACTOR	e42cf65f8934d39cf95e6fb8d71b1a7f7d72d7c8f6aaf1303605c04b054b0e76
src/SOURCE/COMMAND.cpp	37	37	COMBAT_CYCLE_TIMER_FACTOR	df62db085223c1618b8f22e48453ef017858768da01bac823ecc1d49820db242
src/SOURCE/COMMAND.cpp	38	38	COMBAT_SOUND_POLL_DELAY	c3d7e5d98139efd5ce3effc6d5809b9c8c8737e70b51c09bd34de4d2c3722852
src/SOURCE/COMMAND.cpp	39	39	COMBAT_DIRECTION_SLOPE_STEEPEST	a635b7f1d12c95f10d4a18458a321c0b7e3ed2d801e62c3feac52b8ce2de4128
src/SOURCE/COMMAND.cpp	40	40	COMBAT_DIRECTION_SLOPE_STEEP	a076e33cf4a8d8cc570457d9e046528ddadda2a6e3ef20886b34b033cfa34340
src/SOURCE/COMMAND.cpp	41	41	COMBAT_DIRECTION_SLOPE_DIAGONAL	d91647a51575844baf2ed7e27dd6aff25c8f3c7d0b0d8742f04fb83164f14edb
src/SOURCE/COMMAND.cpp	42	42	COMBAT_DIRECTION_SLOPE_SHALLOW	1810a464960a4b4603caca2f22c338f9ecdb246573c0243039127ef77666dfdc
src/SOURCE/COMMAND.cpp	43	43	COMBAT_DIRECTION_SLOPE_SHALLOWEST	f4d2d0f62d4c9c5246933494879bcab4682395b9fd258713aa8402b05910ae4f
src/SOURCE/CURSOR.cpp	54	54	SLOW_TURN_DELAY_SCALE	cd3f627757f535e25f226c5d6bcb75b66d6fb949980e0b1b4460aca5754e251a
src/SOURCE/EVENTS.cpp	42	43	GENERIC_SITE_SIREN_ARMY_REMAINDER	14e117387fdfa81db98c5f6e1644bc768873f5f66b1e0b4e3313e951f97f08d7
src/SOURCE/EVENTS.cpp	44	44	MONSTER_NECROMANCY_FRACTION	0561de0e8b59bcac83a33dc3ce381084af2700dcca19fb40b7c486cd4064dbf5
src/SOURCE/EVENTS.cpp	45	45	MONSTER_AI_JOIN_COST_FRACTION	2c2d03ae43458948c74e771dd2c73e4087f90220c7e84efbfcd97b44da5dbff6
src/SOURCE/EVENTS.cpp	335	335	TRADING_POST_EFFICIENCY	478f79ae204f0e03fb55713988255fa17dd14a9af44e2cb9288f0420b5ff4975
src/SOURCE/EVENTS.cpp	337	337	EVENTS_REMOTE_MESSAGE	44ac28ed0efb36ce37bd607a26ccdfd44db0d69e26fa1d19ff84354f03823663
src/SOURCE/EVENTS.cpp	338	339	EVENTS_REMOTE_COMBAT	922098ecb63284796b23b157d78a552b14e4cb75a572c9da3c4d80ba35e8258a
src/SOURCE/EVENTS.cpp	340	341	EVENTS_REMOTE_HERO	1dc7a0583eff431b2433895034d1e68ad93804741265adb444892253273e76e1
src/SOURCE/EVENTS.cpp	342	342	EVENTS_HERO_BUFFER	87dc0b121b1fd739c1b218eb6f33057c5f0ebea2c26258030f131b29209cf643
src/SOURCE/FLY.cpp	16	17	ARMY_VAMPIRE_FLIGHT_DURATION_SCALE	87502ee71299dfbc754f9853d90eefe50f0a0efa1d6fce577eee237c49d8918f
src/SOURCE/GAME.cpp	49	49	GAME_SCORE_EXTRA_LARGE_DAY_SCALE	c386dd4f6b42f91ad573df51166dfc9d4ed0ddc1803cfb641cd6960d8f085d5f
src/SOURCE/GAME.cpp	50	51	GAME_SCORE_LARGE_DAY_SCALE	b83d5518f49e7a55f70cab9872cc8f7efb0fe1800029f54525b15b3e3c17f212
src/SOURCE/GAME.cpp	52	52	GAME_SCORE_MEDIUM_DAY_SCALE	bf2389261ce013cf0bc2face4da6e68804e17bd4f9a198938bd3dd4df4de0ac2
src/SOURCE/GAME.cpp	53	53	GAME_SCORE_SMALL_DAY_SCALE	2f559635ad72243dcecbfd8a4a87190f8614142aa80a94bf63ce05d730b4ba3d
src/SOURCE/GAME.cpp	54	54	GAME_VIEW_ARMY_FRAME_DELAY_SCALE	bf75c15750ba2aa8aa8c868ba4af1a8ec7a0ca887d1cce106f08f95dcdb443f4
src/SOURCE/GAME.cpp	55	56	GAME_ULTIMATE_ARTIFACT_TWO_THIRDS	fe1b7117408daefa00cd28f52fe95bb52949be0008ffd8e5db711cf98c05da17
src/SOURCE/GAME.cpp	323	323	SCORE_SECOND_TIER_FACTOR	47761e802fa9cee793a49a10e3bc7be858edc754c3e2fb315cda0c60b006c4f2
src/SOURCE/GAME.cpp	324	324	SCORE_SECOND_TIER_BASE_DEDUCTION	46e43ee91477a5f23cfeb9dd0111a777446903de1845769dda00a6092ad78e98
src/SOURCE/GAME.cpp	325	325	SCORE_THIRD_TIER_FACTOR	7069b36278a59d58d9a059ab809aea2194f802cee88863e7adfdb602ac0e3dab
src/SOURCE/GAME.cpp	326	326	SCORE_THIRD_TIER_BASE_DEDUCTION	bfe62755832f1e041ecfd3b83af882617269fa8a6c705f70cdc891f9caf22263
src/SOURCE/GAME.cpp	327	327	SCORE_FINAL_TIER_FACTOR	e09b469d766ed44058e283e528eb3cac395e4fa168bf19a06b19f6f619676fdd
src/SOURCE/GAME.cpp	657	657	GAME_HANDICAP_MODERATE_RESOURCE_FACTOR	c6ff0abd3407dc9f3dbda07557a692db16b7ebb8f15750b66f15d07cb1bf04eb
src/SOURCE/GAME.cpp	658	658	GAME_HANDICAP_SEVERE_RESOURCE_FACTOR	7d3b45a75b588276d508e7b6e61ddc6b94f7a7fbb175a10daa32aa379c49542d
src/SOURCE/GAME.cpp	659	659	GAME_HANDICAP_MODERATE_DAILY_PENALTY	5d8eb68beb528a0fa1c8b7792b72a045c336fd810eb903b0ebc8a7d573b23ee5
src/SOURCE/GAME.cpp	660	660	GAME_HANDICAP_SEVERE_DAILY_PENALTY	e32c86f643eefc3721d97263c2f8b65463732f49cb16fd57d83e8da2acbc5ae1
src/SOURCE/GAME.cpp	661	661	GAME_DIFFICULTY_EASY_GOLD_FACTOR	eedc8dedd61aa169a490a88e3e192378ba80f7e7a31b7fa0d1555fa86e2d1ebd
src/SOURCE/GAME.cpp	662	662	GAME_DIFFICULTY_NORMAL_GOLD_FACTOR	adb4148808183ffa11a68e384f667f4716177b647dd5637427884b728e20fdf2
src/SOURCE/GAME.cpp	663	663	GAME_DIFFICULTY_HARD_GOLD_FACTOR	d2bdd42f7ccc09061c0641107b3884e46a4d4418b1d015227af5cd9a94e7a827
src/SOURCE/GAME.cpp	664	664	GAME_DIFFICULTY_EXPERT_GOLD_FACTOR	3869a0303fbdfa84af7301573243f03d42af1cb58ff8a42c61cf7b27d7de4845
src/SOURCE/GAME.cpp	665	665	GAME_DIFFICULTY_IMPOSSIBLE_GOLD_FACTOR	be0a45b90c64fa39944208bf0b108308b388b51cb972ab9d95c583f720109f68
src/SOURCE/GAME.cpp	666	666	WEEKLY_HARD_GROWTH_FACTOR	738ad11c92c7c946fd293572cb7424884fb0636eae14bdfd494bea9e0b286444
src/SOURCE/GAME.cpp	667	667	WEEKLY_EXPERT_GROWTH_FACTOR	2171a0fe09c9d6e08f120ec821dc3ea13c9241058e83b86ee890ad6a1e52e1a2
src/SOURCE/GAME.cpp	668	668	WEEKLY_IMPOSSIBLE_GROWTH_FACTOR	ec2add2a54d84b4947f1a4de87fa566592c0f52b9ed0b09bdb13b1eaa13d45e7
src/SOURCE/GAME.cpp	675	675	WORLDMAP	54cb1d2b256c1df4a9647b262be280b620dd9c2f38d1c4feaf80b88869221af3
src/SOURCE/GAME.cpp	6525	6525	done	ad09c811aed855ba4b3fc97a6a02d82207a35df592278255b9d6f9b3b61a3cbf
src/SOURCE/GAME.cpp	6526	6526	fileData	8a8b5d4651972d6ec3faca01a17a3d9f4fcfcab1579d827515c158b42979c934
src/SOURCE/GAME.cpp	6527	6527	fileSize	b194e8782bd4fe7c58292ace84eb52b07edd58d548d40380d034c870a8ae9356
src/SOURCE/GAME.cpp	6528	6528	result	a0e8a872874d1f39dc234f5fa56c9948b98204a911bbf0a30009b62cd07eacd8
src/SOURCE/GAME.cpp	6529	6529	fileCrc	6d1a1c14262aab2be70b064d9cd81e7d2eefff3b55098fb5c7a0c3c86437b45e
src/SOURCE/GAME.cpp	6530	6530	acknowledged	a849c4c4d510da6843b870ad85b21c673d08ef660ea233c1dab905480dcf42db
src/SOURCE/GAME.cpp	6531	6531	reply	30a295b2ffd72ceb2b6e61c1f45fe2616c3759c407446cbd2dd91022b3ec4da9
src/SOURCE/GAME.cpp	6532	6532	transmitCrc	c173f19973becb71c7228637df28266af2e793c85b4fa8d54d124e6c33f9b769
src/SOURCE/GAME.cpp	6533	6533	packetsInBatch	8bc467588f58c007abc36b68bd0987315398700caaef432c06c22f25a714433d
src/SOURCE/GAME.cpp	6534	6534	header	bfff5b1dd81dcbf81049872408e0695cf65d6a309a9922c72e8dda36915d84ba
src/SOURCE/GAME.cpp	6535	6535	batch	28a31568f8c10c3ce7a7f6b18953f1b24bb5b00fa8dfbdd3255e23764f06a17c
src/SOURCE/GAME.cpp	6536	6536	file	b59ee1737433d2319e2eda087ac82bfbfc28394517c88d70be7b8227d53d0ce2
src/SOURCE/GAME.cpp	6537	6537	oldTrack	f2000066cbd8937af80fc46556e6762887b8bfc2222ef701ff49d6992d705f00
src/SOURCE/GAME.cpp	6538	6538	packetCount	0990b1bab52d8ed689dd93655964152c6c4c1170316c2b9c46bda66f5344ba9c
src/SOURCE/GAME.cpp	6539	6539	packet	bc23660fe59d4865f837520c8733ffdacc3c359fdc0f1bb38178d59dcc6e7f4f
src/SOURCE/GAME.cpp	6540	6540	filename	1e7b28057cb59c0d351440e308dd318fde1016cd84b18af2087378db4b5168a3
src/SOURCE/GAME.cpp	6541	6541	samplesReady	fe04f55ec16377ef33e729b111bcf299f46cb24fe87426ef4987d15bcf8a24bc
src/SOURCE/GAME.cpp	6542	6542	success	22a2b3eb3f4e49a4a125193481b11e7d7ddfdfe24d61b0cbbf706b9b327792c1
src/SOURCE/GAME.cpp	6797	6797	packetStart	06dcd6ac6f3d84c936d78c9025d5c25dd1d181ff6226eecce6c31f605bf33126
src/SOURCE/GAME.cpp	6798	6798	lastPacketTime	33f576f30e344ea4a8a00571589e2c136cfc715f9ca5031912e781dc9e1ed4fc
src/SOURCE/GAME.cpp	6799	6799	result	a0e8a872874d1f39dc234f5fa56c9948b98204a911bbf0a30009b62cd07eacd8
src/SOURCE/GAME.cpp	6800	6800	packet	500d86426476cd12ce02effc75b0cc8e41b50d4b896cc25e577f41830c0b0b8c
src/SOURCE/GAME.cpp	6801	6801	ackBuffer	091d72790f0d429014476ce4b23a0b5cd347b42339b399910af2cc204b3d1fbc
src/SOURCE/GAME.cpp	6802	6802	finished	fc4c3a568a01b3350104343a80bdf4b9f0f16957fba28250505094cfc216e744
src/SOURCE/GAME.cpp	6803	6803	computedCrc	e2f397a346dcad696a9d30f29d24f32f2c60290e050d4f6997e05c6db9151c39
src/SOURCE/GAME.cpp	6804	6804	oldTrack	f2000066cbd8937af80fc46556e6762887b8bfc2222ef701ff49d6992d705f00
src/SOURCE/GAME.cpp	6805	6805	index	c6837b9546752132365474ecf1c99d930fbaad533f3ddcfb2bfc39f36b44d429
src/SOURCE/GAME.cpp	6806	6806	incomingData	3c1d72c166b0ca0389ee8c499378876973778fc1665dc4661dffbcf64697787b
src/SOURCE/GAME.cpp	6807	6807	file	71a51589d12188aab9cce091e438e443f1af9a7f20b2432e7794bdca6fdfaf78
src/SOURCE/GAME.cpp	6808	6808	filename	1e7b28057cb59c0d351440e308dd318fde1016cd84b18af2087378db4b5168a3
src/SOURCE/GAME.cpp	6809	6809	samplesReady	942ad3327cf166b5e86f02e3aad7ecfd6a88e7875a62bf68581a57285793d5e8
src/SOURCE/GAME.cpp	6810	6810	success	22a2b3eb3f4e49a4a125193481b11e7d7ddfdfe24d61b0cbbf706b9b327792c1
src/SOURCE/HERO.cpp	32	32	HERO_EXPERIENCE_GROWTH_FACTOR	a78e094e27e1e6dd281c2cc4b1f2416cba9df58e87e863912397245161171d41
src/SOURCE/KB.cpp	5682	5682	GROUND_REPEAT_2	ac13c06b40219541771e0f63f7cbc875422443cb3b07100c6da6a1c965751f87
src/SOURCE/KB.cpp	5683	5683	GROUND_REPEAT_4	236f27c8d42642cddb20ee5838cfe19d071d149a4b5f5b406e7a8e763c2e4979
src/SOURCE/KB.cpp	5684	5684	GROUND_REPEAT_8	eb5ae07a0356ef738c190786cfbaa0e9f5eff0891c431201950034525ed4f7ce
src/SOURCE/KB.cpp	5685	5685	GROUND_REPEAT_16	ba809579faa9aabcf725176aa8e3dc82a101d9ee302ce3d8d67e3e6410be76bd
src/SOURCE/KB.cpp	5686	5686	GROUND_REPEAT_32	a93a3abaa30f1f892b920be5911122c8d75e32010256520127b8aa23120fbb73
src/SOURCE/KB.cpp	5687	5690	GROUND_SHAPE_STANDARD_FRAME_SET	25a9d239c7c76b87b8d560a7398c72f8da3ab5e5929b5e76fbd23ce7cf9628ac
src/SOURCE/Overview.cpp	271	271	OVERVIEW_SCROLL_KNOB_RANGE_FLOAT	0d6bf8e788beed772a401099c0bf8596cf69506b5de04784cd3e09a08a4fae86
src/SOURCE/Overview.cpp	272	272	OVERVIEW_SCROLL_MIN_Y_FLOAT	96a02fef237c9a54313612ded511f8c8133d46b86a09e0dcf6d2b681a03e89f2
src/SOURCE/Overview.cpp	273	274	OVERVIEW_SCROLL_ROUNDING_OFFSET	8e0ff70d7c49a7e6992b0ad3f685a2e73932143c3f70b9a48d6b6f98f41b591a
src/SOURCE/Overview.cpp	276	277	OVERVIEW_TEXT_WIDGET	2ea136a58933688f02d8d164c30d86083708ceafda79b83ea0b71ec4957929ed
src/SOURCE/Overview.cpp	278	279	OVERVIEW_ICON_WIDGET	e69e01191f23bb0690ade83a66c71d4fb01a2d4a0b7f925bc2a975e38805b55f
src/SOURCE/PHILAI.cpp	29	30	AI_SECONDARY_SKILL_FIGHT_SCALE	8da145852eb5604d87b64334e08908718881ccb8cee25911146f76144cb8b46b
src/SOURCE/PHILAI.cpp	31	32	AI_SECONDARY_SKILL_BASE_FACTOR	8c2e18540d1f35e7355be16417f86a293fcc13d903cc5c0656804dc5fc1616c3
src/SOURCE/PHILAI.cpp	33	33	AI_SECONDARY_SKILL_NAVIGATION_FACTOR	b8d7f46fd74fda4e05b946f4256ee4d7de302d213f835cd8962b07d5868cfd6c
src/SOURCE/PHILAI.cpp	34	34	AI_SECONDARY_SKILL_ARCHERY_SHARE	78e308f30bf855cf0bfcb605b1b0d16acc0143be0902386d2f1518df01de03b9
src/SOURCE/PHILAI.cpp	35	36	AI_SECONDARY_SKILL_ARCHERY_BASE	b023ec8a9a892749a025cba47abfedd571408e15239a1741f47286f90a8ca706
src/SOURCE/PHILAI.cpp	37	37	AI_GENERIC_SITE_ARENA_VALUE	36e6137b8e06759475cf70228607c69dffa10d5774b6efd5f7cddde60f002c11
src/SOURCE/PHILAI.cpp	38	39	AI_GENERIC_SITE_MERMAID_VALUE	553aa997954fb7341134319893ad469049c9f6a2beafcca0d1e68404a70b4c64
src/SOURCE/PHILAI.cpp	40	40	AI_GENERIC_SITE_DAY_VALUE	ec4136278ce7d2b630ae3bc94ed2bf74a72072234aa49ba2d220a8a6d6d08d2e
src/SOURCE/PHILAI.cpp	41	41	AI_MINIMUM_FIGHT_VALUE	23d8675266debe7ad3514d464938e3f0f64f73f14b087f822219aef75ffe1930
src/SOURCE/PHILAI.cpp	42	42	AI_FRAME_THROTTLE_TICKS	5f726e4db7efbc32bc7dffb7ab056607f2d16a936cefbc8599fac454af659f31
src/SOURCE/PHILAI.cpp	43	43	AI_MINIMUM_TURN_MOBILITY	ea268da11c1aca6e3f8d5f9b036412a8ae94a2790617ec9883cb4da5431776f2
src/SOURCE/PHILAI.cpp	44	44	AI_MINIMUM_SITE_MOBILITY	087396ecdc9ac540199954d131721c1293287de09af23aeeb20768bc11865312
src/SOURCE/PHILAI.cpp	45	45	AI_HERO_PURCHASE_GOLD_FLOOR	760800149798f153505a3b02da1fb39c11d57268af108696e166789cf6af9629
src/SOURCE/PHILAI.cpp	46	46	AI_BERSERK_THRESHOLD	1ce943a269c9d33d0e98295e9a65392e8c674f9136312e3ca43a19e206bc38b8
src/SOURCE/PHILAI.cpp	47	47	AI_ZERO_FLOAT	d599525533dcc04a9a301a0ea2b1284722c0260f1bb18af66e43b52692058f64
src/SOURCE/PHILAI.cpp	48	48	AI_RELOAD_BASE	6bd2b2d11e95a292e7f0e67ba4bdba1ebb33d40ab7798591e95992ca19e3ba1f
src/SOURCE/PHILAI.cpp	49	49	AI_RELOAD_NUMERATOR	0782f3688d474414956e7b57074926487398f16a9afb3d9809601de266759479
src/SOURCE/PHILAI.cpp	50	51	AI_EASY_STRENGTH_FACTOR	31988444cda9dbcbd2210f120098b1e63f414a3684625cd56d5876d9ca5a2772
src/SOURCE/PHILAI.cpp	52	52	AI_BERSERK_FACTOR	09fa187aba15e928ae61f9952a167ae35ce2012b3b89316a741059a20ae69de9
src/SOURCE/PHILAI.cpp	53	53	AI_HERO_VALUE_SCALE	a294d5b035c60aa5294bedb7c8ad62700224a6d0df09cf8ac59b60ecdf872956
src/SOURCE/PHILAI.cpp	54	54	AI_HERO_VALUE_BASE	9a4705b30cb4c1c6f6c63fbae4b992f36d1b27caae0af7d79a559848dcdbdcd0
src/SOURCE/PHILAI.cpp	55	56	AI_ARTIFACT_POOL_DIVISOR	06f67226c967de37b4912a9d013d42da77e3013576df179e3ac0ce1081475bc2
src/SOURCE/PHILAI.cpp	57	58	AI_BATTLE_TOWN_DEFENDER_FACTOR	ecb7e9411fd32d8c58567fbdb06b35f76d7ad056ec7bade0d7a46f629b2e4e9e
src/SOURCE/PHILAI.cpp	59	60	AI_BATTLE_DIFFICULTY_STEP	7c484fc5116500921fb904eab2a9ac2c7f5da4bbb78384181910099376a9fc4e
src/SOURCE/PHILAI.cpp	61	61	AI_BATTLE_BASE_STRENGTH_FACTOR	c35878d6dbdc07df70895465d25d0094437953d835539b749631be5f6d884605
src/SOURCE/PHILAI.cpp	62	63	AI_BATTLE_EASY_STRENGTH_FACTOR	ae4e553abea3534bdf97f9c13c34d0ee823bc9a6a308cd1efca8e967693a7ed3
src/SOURCE/PHILAI.cpp	64	65	AI_BATTLE_HUMAN_DEFENDER_FACTOR	015b631994770e09f30b95ad95661c149e50052a67ca7fc83e67ed582e692a00
src/SOURCE/PHILAI.cpp	66	67	AI_BATTLE_MINIMUM_STRENGTH	498e28fe7cdbe12249b9f9d33f74c119c61588a90ce2557bf5620a88a4bf6422
src/SOURCE/PHILAI.cpp	68	68	AI_BATTLE_FULL_CHANCE	fe19875f2e7832917edf9a27e93d237ee30a544d6c645618dff611121650de53
src/SOURCE/PHILAI.cpp	69	70	AI_BATTLE_LARGE_STRENGTH	b660d3a9ce9069c6f3e5342844948bb08f406cb7e9e7ad13848eaa50dcce7c98
src/SOURCE/PHILAI.cpp	71	71	AI_BATTLE_NORMAL_POWER	910725a3b9cf047060908f605352c6be204929c2a43a11b86b73c13bbaf4324a
src/SOURCE/PHILAI.cpp	72	72	AI_BATTLE_LARGE_POWER	9ff5161b82741baaa3511b6d4006c60a1f3ce8100246d7c2a02bff6f5b685a02
src/SOURCE/PHILAI.cpp	73	73	AI_BATTLE_ZERO_CHANCE	ac5b3c5aff52a6573d8b2512eef9f0dafcca2244d02732a72f3966e48ff669a4
src/SOURCE/PHILAI.cpp	74	74	AI_BATTLE_LOW_CHANCE	b2614e296c7edefd75832a8607a7b972805da1411f82d6791a978aa162a36494
src/SOURCE/PHILAI.cpp	75	76	AI_BATTLE_LOW_PENALTY	473dc494ab44a87b6c045d2aa43bbcf14a6d4400dde12429002e8a0f71a69682
src/SOURCE/PHILAI.cpp	77	77	AI_BATTLE_MEDIUM_CHANCE	9fd2c9d6c15440b2944cd3fcd6dc52681b7745d079df4ac6d78a3de514ba465d
src/SOURCE/PHILAI.cpp	78	78	AI_BATTLE_MEDIUM_PENALTY	307f0501cc2187a6def7c0c80b6ef63611482b0f025254212b4ad883931d4ef2
src/SOURCE/PHILAI.cpp	79	79	AI_BATTLE_HIGH_CHANCE	c9cd779b0c1b0bbb944f7b349a938b337af8d1817db8005ec3789934329eb2cf
src/SOURCE/PHILAI.cpp	80	80	AI_BATTLE_HIGH_PENALTY	a3f31cab1e8561bc41cf9b9d843927f24183c68a2d6e8ad57e467f51d4e02a2d
src/SOURCE/PHILAI.cpp	81	81	AI_BATTLE_TOP_CHANCE	7559f63ba64f145f5ccec28a05945f074d4a1571ab6c723bace68bf1b2b129ab
src/SOURCE/PHILAI.cpp	82	82	AI_BATTLE_TOP_PENALTY	81b2622aaa495710e10501e90514a16e35ebd1a21159f07aafefbceea8d5101a
src/SOURCE/PHILAI.cpp	83	84	AI_BATTLE_LOSS_FACTOR_BASE	bb106b208f7a74486162ce7ceaf356b96013d11c8de576c651b8c7fd5ea71d2e
src/SOURCE/PHILAI.cpp	85	85	AI_BATTLE_PLAYER_FACTOR_BASE	c7cb65f2dc26f646dfa96181cf3e555231dce8e2c46fb3bd512e42ca38406f62
src/SOURCE/PHILAI.cpp	86	86	AI_BATTLE_HERO_EXPERIENCE_FACTOR	b2beca938aed964320aa740c3bd94023c1d4fda179cbaaa76954903192f3ba2a
src/SOURCE/PHILAI.cpp	87	88	AI_BATTLE_PERCENT_SCALE	6970d62df08c15912d9f50510eff52625df4765cb906b6ca8afd68ca7a6dbfd4
src/SOURCE/PHILAI.cpp	89	89	AI_QUICK_COMBAT_EXPERIENCE_DIFFICULTY_STEP	9d666ceb4462158f189c035df2731988d259c42c3da3d3b5268c929e7f966405
src/SOURCE/PHILAI.cpp	90	91	AI_QUICK_COMBAT_WIN_BONUS_THRESHOLD	b7bcfea11a8fb29eed0906d2016deafe5d8b2931b9bb784a07843bf20dd73f46
src/SOURCE/PHILAI.cpp	92	93	AI_QUICK_COMBAT_WIN_BONUS	c3e21dfb6b262df37ca02dbd1c6641131f045df4b5012a2e5b751a7181345bb0
src/SOURCE/PHILAI.cpp	94	94	AI_QUICK_COMBAT_HIGH_WIN_CHANCE	c02aaf2c5c34df15a4fe460741b9eb97e0e28a965ca0399a5191393302238b93
src/SOURCE/PHILAI.cpp	95	95	AI_QUICK_COMBAT_MINIMUM_CASUALTY	6c60de6532815b18c599d06b2a62c6f9937b2606bb83bd5e64a8ee6af718e41b
src/SOURCE/PHILAI.cpp	96	96	AI_QUICK_COMBAT_CASUALTY_CAP_CHANCE	c3b872407dd1a82eb9a52852ec497110d654b4508e2e535267f97952e2316742
src/SOURCE/PHILAI.cpp	97	97	AI_QUICK_COMBAT_CASUALTY_DIVISOR	dff02265228b6fbe737a9489874aca2caf8d3a789e1ebe41062361adf1ddc7e6
src/SOURCE/PHILAI.cpp	98	98	AI_QUICK_COMBAT_DAMAGE_PENALTY_LOW	17a94c2b14db1ba77502910103ac33f7c8470977b2550dff15c68d282f053bf7
src/SOURCE/PHILAI.cpp	99	100	AI_QUICK_COMBAT_DAMAGE_PENALTY_HIGH	ad54352dd19d6ef83ffd14d8ba593fff0d68ead07af57560a0faa9931d3e5221
src/SOURCE/PHILAI.cpp	101	101	AI_QUICK_COMBAT_DAMAGE_PENALTY	133a224b88254a7fad60ef2972f900e0540562c3efa4e5aa1112fe8676d7daa3
src/SOURCE/PHILAI.cpp	102	102	AI_QUICK_COMBAT_DEFEAT_THRESHOLD	55df3e71baf27a6e4493ea06737878a815d7d532c95c1b6c82fb89ab6893fe0a
src/SOURCE/PHILAI.cpp	103	104	AI_QUICK_COMBAT_NECROMANCY_THRESHOLD	7ec4ae1d729a8623c2946fd599dfd4cb6a01f5dae5e3a2aa9633579453d96437
src/SOURCE/PHILAI.cpp	105	105	AI_QUICK_COMBAT_NECROMANCY_FACTOR	1f31d45cdc0b5760bc851b84942fe4c9fc683f2a6db181d1d1975588eb4d36e7
src/SOURCE/PHILAI.cpp	106	106	AI_TOWN_DEFENSE_THRESHOLD	bbf40341e16e6943220cbcd9ddcfe826517a30a59015bc45f92fd0c410b394f7
src/SOURCE/PHILAI.cpp	107	108	AI_TOWN_ARCHER_OVERWHELMING_FACTOR	f93eda7980cf880c24c483bd8d491b650ac60d4f752201a5309a1bd9f0999ffa
src/SOURCE/PHILAI.cpp	109	110	AI_TOWN_ARCHER_ADVANTAGE_FACTOR	0b7e74f9beae88904fb82fc89e74e1a108b30cec28bc63d88c77ff30e2800719
src/SOURCE/PHILAI.cpp	111	112	AI_UPGRADE_EXISTING_STACK_FACTOR	52eb9f89bdcda9ed875a96aee36642670dcabe3c47d306d7c873b2187269de28
src/SOURCE/PHILAI.cpp	113	113	AI_HERO_INTERACTION_ALPHA_SHARE	6709734f873a74b41f8ba46910b0bd17b74c578ec2e47f324e68426e2cc117ef
src/SOURCE/PHILAI.cpp	114	114	AI_HERO_INTERACTION_TARGET_SHARE	cf7131e9759ddf9f58ec5bcb8a1d20b12bd385c743973128abd2c224a99eaa95
src/SOURCE/PHILAI.cpp	115	115	AI_HERO_INTERACTION_MINIMUM_TRANSFER	02ec5cd03750c2de0babbf695ae42b42da2b6b77908bda145c3c4f4c7e603737
src/SOURCE/PHILAI.cpp	116	116	AI_HERO_INTERACTION_VALUE_FACTOR	d97af0045d74a811b1da424534828ca9af24e6a7e09aa686c5a8976631082ecc
src/SOURCE/PHILAI.cpp	117	117	AI_PURCHASE_RANDOM_DIVISOR	32d6a992874d012c019ec704350dbdf175f5412e726850e9f4876aeb7a605fba
src/SOURCE/PHILAI.cpp	118	118	AI_CREATURE_BALANCE_BASE	66b11a689c230e3619257d7316ba639c525537b398cb0c97f69a12b35f1eab30
src/SOURCE/PHILAI.cpp	119	120	AI_CREATURE_VISITING_HERO_FACTOR	94514ff6f5fb0c2397d31ee56cb3823816ac4743217e356372a8aeaddbf30c1f
