# Explicit reviewed allocations plus complete candidate-COFF topology groups.
name	object	rva	size	storage	alignment	section_offset	scope	provenance
?iMaxSession@@3HA	SOURCE\dpnetwin.c	0x125060	0x4	bss	0x4	0x1c	external	candidate-coff-reloc-bijection
?iSessionToTry@@3HA	SOURCE\dpnetwin.c	0x125088	0x8	bss	0x8	0x20	external	candidate-coff-reloc-bijection
?lSessions@@3PAJA	SOURCE\dpnetwin.c	0x125090	0x28	bss	0x8	0x28	external	candidate-coff-reloc-bijection
?giHostAcceptStatus@@3HA	SOURCE\dpnetwin.c	0x125064	0x4	bss	0x8	0x50	external	candidate-coff-reloc-bijection
?rcTemp@@3UtagRECT@@A	SOURCE\kbwin.c	0x124c10	0x10	bss	0x8	0x0	external	candidate-coff-reloc-bijection
?lTemp@@3JA	SOURCE\kbwin.c	0x124c30	0x4	bss	0x8	0x10	external	candidate-coff-reloc-bijection
?iMainWinScreenHeight@@3HA	SOURCE\kbwin.c	0x124c20	0x4	bss	0x4	0x14	external	candidate-coff-reloc-bijection
?iTempX@@3HA	SOURCE\kbwin.c	0x124c28	0x4	bss	0x8	0x18	external	candidate-coff-reloc-bijection
?iTempY@@3HA	SOURCE\kbwin.c	0x124c2c	0x4	bss	0x4	0x1c	external	candidate-coff-reloc-bijection
?hInstApp@@3PAXA	SOURCE\kbwin.c	0x124c08	0x8	bss	0x8	0x20	external	candidate-coff-reloc-bijection
?bProcessMessage@@3PAEA	SOURCE\kbwin.c	0x124c38	0x400	bss	0x8	0x28	external	candidate-coff-reloc-bijection
?hmnuCurrent@@3PAXA	SOURCE\kbwin.c	0x124c24	0x4	bss	0x8	0x428	external	candidate-coff-reloc-bijection
?iMainWinScreenWidth@@3HA	SOURCE\kbwin.c	0x125038	0x4	bss	0x4	0x42c	external	candidate-coff-reloc-bijection
?szAppName@@3PADA	SOURCE\kbwin.c	0xef4c8	0x10	data	0x8	0x0	local	candidate-coff-reloc-bijection
?szTitle@@3PADA	SOURCE\kbwin.c	0xef4d8	0x20	data	0x8	0x10	local	candidate-coff-reloc-bijection
?hwndApp@@3PAXA	SOURCE\kbwin.c	0xef4f8	0x4	data	0x8	0x30	local	candidate-coff-reloc-bijection
?hmnuApp@@3PAXA	SOURCE\kbwin.c	0xef4fc	0x4	data	0x4	0x34	local	candidate-coff-reloc-bijection
?gEventHandle@@3PAXA	SOURCE\kbwin.c	0xef500	0x4	data	0x8	0x38	local	candidate-coff-reloc-bijection
?lLastGTimerTickCount@@3JA	SOURCE\kbwin.c	0xef588	0x4	data	0x4	0x3c	local	candidate-coff-reloc-bijection
?lLastCycleColorsTickCount@@3JA	SOURCE\kbwin.c	0xef58c	0x4	data	0x8	0x40	local	candidate-coff-reloc-bijection
?bRestartMusic@@3HA	SOURCE\kbwin.c	0xef590	0x4	data	0x4	0x44	local	candidate-coff-reloc-bijection
?iLastMusic@@3HA	SOURCE\kbwin.c	0xef594	0x4	data	0x8	0x48	local	candidate-coff-reloc-bijection
?lLastGetMessage@@3JA	SOURCE\kbwin.c	0xef5b8	0x4	data	0x4	0x4c	local	candidate-coff-reloc-bijection
?lLastAilServe@@3JA	SOURCE\kbwin.c	0xef5bc	0x4	data	0x8	0x50	local	candidate-coff-reloc-bijection
?gbNoDialogMenusOn@@3HA	SOURCE\kbwin.c	0xef5dc	0x4	data	0x4	0x54	local	candidate-coff-reloc-bijection
$SG33270	SOURCE\kbwin.c	0xef504	0xc	data	0x8	0x58	local	candidate-coff-reloc-bijection
$SG33273	SOURCE\kbwin.c	0xef510	0x20	data	0x4	0x64	local	candidate-coff-reloc-bijection
$SG33274	SOURCE\kbwin.c	0xef530	0x28	data	0x4	0x84	local	candidate-coff-reloc-bijection
$SG33275	SOURCE\kbwin.c	0xef558	0x10	data	0x4	0xac	local	candidate-coff-reloc-bijection
$SG33294	SOURCE\kbwin.c	0xef568	0xc	data	0x4	0xbc	local	candidate-coff-reloc-bijection
$SG33296	SOURCE\kbwin.c	0xef574	0xc	data	0x8	0xc8	local	candidate-coff-reloc-bijection
$SG33306	SOURCE\kbwin.c	0xef580	0x8	data	0x4	0xd4	local	candidate-coff-reloc-bijection
$SG33370	SOURCE\kbwin.c	0xef598	0x20	data	0x4	0xdc	local	candidate-coff-reloc-bijection
$SG33433	SOURCE\kbwin.c	0xef5c0	0x8	data	0x4	0xfc	local	candidate-coff-reloc-bijection
$SG33435	SOURCE\kbwin.c	0xef5c8	0x13	data	0x4	0x104	local	candidate-coff-reloc-bijection
?fTradingPostEfficiency@@3MA	SOURCE\tradpost.c	0x133184	0x4	bss	0x4	0x0	external	candidate-coff-reloc-bijection
?bLeftDenominated@@3HA	SOURCE\tradpost.c	0x133194	0x4	bss	0x4	0x4	external	candidate-coff-reloc-bijection
?leftResource@@3HA	SOURCE\tradpost.c	0x133178	0x4	bss	0x4	0x8	external	candidate-coff-reloc-bijection
?iMaxUnitsToTrade@@3HA	SOURCE\tradpost.c	0x1331a0	0x4	bss	0x4	0xc	external	candidate-coff-reloc-bijection
?tpX@@3HA	SOURCE\tradpost.c	0x133188	0x4	bss	0x4	0x10	external	candidate-coff-reloc-bijection
?tpY@@3HA	SOURCE\tradpost.c	0x13318c	0x4	bss	0x4	0x14	external	candidate-coff-reloc-bijection
?bTradeMade@@3HA	SOURCE\tradpost.c	0x133180	0x4	bss	0x4	0x18	external	candidate-coff-reloc-bijection
?qtyToTrade@@3HA	SOURCE\tradpost.c	0x133174	0x4	bss	0x4	0x1c	external	candidate-coff-reloc-bijection
?iTradeRatio@@3HA	SOURCE\tradpost.c	0x13317c	0x4	bss	0x4	0x20	external	candidate-coff-reloc-bijection
?rightResource@@3HA	SOURCE\tradpost.c	0x13319c	0x4	bss	0x4	0x24	external	candidate-coff-reloc-bijection
?maxUnitsToTrade@@3HA	SOURCE\tradpost.c	0x1331a4	0x4	bss	0x4	0x28	external	candidate-coff-reloc-bijection
?bIsMarketPlace@@3HA	SOURCE\tradpost.c	0x133190	0x4	bss	0x4	0x2c	external	candidate-coff-reloc-bijection
?tpWindow@@3PAVheroWindow@@A	SOURCE\tradpost.c	0x133198	0x4	bss	0x4	0x30	external	candidate-coff-reloc-bijection
?tradeKnob@@3PAViconWidget@@A	SOURCE\tradpost.c	0x133170	0x4	bss	0x4	0x34	external	candidate-coff-reloc-bijection
?coreRatio@@3PAGA	SOURCE\tradpost.c	0x11d9d0	0x10	data	0x8	0x0	local	candidate-coff-section-translation
$SG32930	SOURCE\tradpost.c	0x11d9e0	0x10	data	0x8	0x10	local	candidate-coff-section-translation
$SG32934	SOURCE\tradpost.c	0x11d9f0	0x10	data	0x8	0x20	local	candidate-coff-section-translation
$SG32950	SOURCE\tradpost.c	0x11da00	0x8	data	0x8	0x30	local	candidate-coff-section-translation
$SG32951	SOURCE\tradpost.c	0x11da08	0x8	data	0x8	0x38	local	candidate-coff-section-translation
$SG32952	SOURCE\tradpost.c	0x11da10	0x8	data	0x8	0x40	local	candidate-coff-section-translation
$SG32953	SOURCE\tradpost.c	0x11da18	0x8	data	0x8	0x48	local	candidate-coff-section-translation
$SG32954	SOURCE\tradpost.c	0x11da20	0xc	data	0x8	0x50	local	candidate-coff-section-translation
$SG32955	SOURCE\tradpost.c	0x11da2c	0x10	data	0x4	0x5c	local	candidate-coff-section-translation
$SG32956	SOURCE\tradpost.c	0x11da3c	0x34	data	0x4	0x6c	local	candidate-coff-section-translation
$SG32959	SOURCE\tradpost.c	0x11da70	0xc	data	0x8	0xa0	local	candidate-coff-section-translation
$SG32960	SOURCE\tradpost.c	0x11da7c	0x10	data	0x4	0xac	local	candidate-coff-section-translation
$SG32961	SOURCE\tradpost.c	0x11da8c	0x80	data	0x4	0xbc	local	candidate-coff-section-translation
$SG32963	SOURCE\tradpost.c	0x11db0c	0xc	data	0x4	0x13c	local	candidate-coff-section-translation
$SG32964	SOURCE\tradpost.c	0x11db18	0x10	data	0x8	0x148	local	candidate-coff-section-translation
$SG32965	SOURCE\tradpost.c	0x11db28	0x7c	data	0x8	0x158	local	candidate-coff-section-translation
$SG32981	SOURCE\tradpost.c	0x11dba4	0x4	data	0x4	0x1d4	local	candidate-coff-section-translation
$SG32983	SOURCE\tradpost.c	0x11dba8	0x4	data	0x8	0x1d8	local	candidate-coff-section-translation
$SG32986	SOURCE\tradpost.c	0x11dbac	0x4	data	0x4	0x1dc	local	candidate-coff-section-translation
$SG32988	SOURCE\tradpost.c	0x11dbb0	0x4	data	0x8	0x1e0	local	candidate-coff-section-translation
$SG32993	SOURCE\tradpost.c	0x11dbb4	0x4	data	0x4	0x1e4	local	candidate-coff-section-translation
$SG32997	SOURCE\tradpost.c	0x11dbb8	0x4	data	0x8	0x1e8	local	candidate-coff-section-translation
$SG33000	SOURCE\tradpost.c	0x11dbbc	0x4	data	0x4	0x1ec	local	candidate-coff-section-translation
$SG33002	SOURCE\tradpost.c	0x11dbc0	0x8	data	0x8	0x1f0	local	candidate-coff-section-translation
$SG33004	SOURCE\tradpost.c	0x11dbc8	0x1	data	0x8	0x1f8	local	candidate-coff-section-translation
$T33103	SOURCE\tradpost.c	0xeb950	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
$T33104	SOURCE\tradpost.c	0xeb958	0x8	rdata	0x8	0x8	local	candidate-coff-section-translation
$SG33101	SOURCE\x_arena.c	0x11dbcc	0x10	data	0x4	0x0	local	candidate-coff-section-translation
$SG33105	SOURCE\x_arena.c	0x11dbdc	0xdc	data	0x4	0x10	local	candidate-coff-section-translation
$SG33111	SOURCE\x_arena.c	0x11dcb8	0x10	data	0x4	0xec	local	candidate-coff-section-translation
$SG33115	SOURCE\x_arena.c	0x11dcc8	0x10	data	0x4	0xfc	local	candidate-coff-section-translation
$SG33161	SOURCE\x_arena.c	0x11dcd8	0xd	data	0x4	0x10c	local	candidate-coff-section-translation
?cdTestTrackData@@3PAUsCDTest_Track_Data@@A	SOURCE\x_cdtest.c	0xf5188	0x158	data	0x4	-	external	reviewed-required-initialized-storage
