# Explicit reviewed allocations plus complete candidate-COFF topology groups.
name	object	rva	size	storage	alignment	section_offset	scope	provenance
_gFYDimLen2$S617	BASE\iconf2by.c	0x13814c	0x4	bss	0x4	0x44	local	candidate-coff-section-translation
??_7listBoxWidget@@6B@	BASE\listbox.c	0xebac0	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
?ps@@3UtagPAINTSTRUCT@@A	BASE\miscwin.c	0x138080	0x40	bss	0x8	0x0	external	candidate-coff-section-translation
??_C@_0BE@OAJC@UpdateWindow?5Failed?$AA@	BASE\miscwin.c	0x120cd8	0x14	data	0x4	0x0	external	candidate-coff-reloc-bijection
??_C@_0BG@DGIP@InvalidateRect?5Failed?$AA@	BASE\miscwin.c	0x120cc0	0x16	data	0x4	0x14	external	candidate-coff-reloc-bijection
?digitalDriverNames@@3PAPADA	BASE\soundmgr.c	0x11f018	0x38	data	0x4	-	external	reviewed-required-initialized-storage
?SCS@@3PAUSampleChannelStruct@@A	BASE\soundmgr.c	0x11f050	0x30	data	0x4	-	external	reviewed-required-initialized-storage
?CDPreviousPosition@@3PAY0P@DA	BASE\soundmgr.c	0x11f080	0x384	data	0x4	-	external	reviewed-required-initialized-storage
?CDWaiting@@3HA	BASE\soundmgr.c	0x11f404	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?CDPlaying@@3HA	BASE\soundmgr.c	0x11f408	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?iCalibrateLoop@@3HA	BASE\soundmgr.c	0x11f40c	0x4	data	0x4	-	external	reviewed-required-initialized-storage
??_7soundManager@@6B@	BASE\soundmgr.c	0xeba20	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
?monAnimDrawFrame@@3PAEA	SOURCE\ADVMGR.c	0xf5e38	0xf	data	0x4	-	external	reviewed-required-initialized-storage
_environmentVolumes$S38631	SOURCE\ADVMGR.c	0xeb660	0x20	rdata	0x8	0x0	local	candidate-coff-section-translation
$T42370	SOURCE\ADVMGR.c	0xeb680	0x4	rdata	0x8	0x20	local	candidate-coff-section-translation
$T42371	SOURCE\ADVMGR.c	0xeb684	0x4	rdata	0x4	0x24	local	candidate-coff-section-translation
$T42372	SOURCE\ADVMGR.c	0xeb688	0x4	rdata	0x8	0x28	local	candidate-coff-section-translation
$T42373	SOURCE\ADVMGR.c	0xeb68c	0x4	rdata	0x4	0x2c	local	candidate-coff-section-translation
$T42443	SOURCE\ADVMGR.c	0xeb690	0x4	rdata	0x8	0x30	local	candidate-coff-section-translation
$T42444	SOURCE\ADVMGR.c	0xeb694	0x4	rdata	0x4	0x34	local	candidate-coff-section-translation
$T42445	SOURCE\ADVMGR.c	0xeb698	0x8	rdata	0x8	0x38	local	candidate-coff-section-translation
$T42454	SOURCE\ADVMGR.c	0xeb6a0	0x8	rdata	0x8	0x40	local	candidate-coff-section-translation
$T42455	SOURCE\ADVMGR.c	0xeb6a8	0x8	rdata	0x8	0x48	local	candidate-coff-section-translation
$T42461	SOURCE\ADVMGR.c	0xeb6b0	0x8	rdata	0x8	0x50	local	candidate-coff-section-translation
$T42678	SOURCE\ADVMGR.c	0xeb6b8	0x8	rdata	0x8	0x58	local	candidate-coff-section-translation
$T42679	SOURCE\ADVMGR.c	0xeb6c0	0x8	rdata	0x8	0x60	local	candidate-coff-section-translation
??_7advManager@@6B@	SOURCE\ADVMGR.c	0xeb6c8	0xc	rdata	0x8	0x68	external	candidate-coff-section-translation
$T6632	SOURCE\AI.c	0xeb960	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
$T6634	SOURCE\AI.c	0xeb968	0x8	rdata	0x8	0x8	local	candidate-coff-section-translation
$T6635	SOURCE\AI.c	0xeb970	0x8	rdata	0x8	0x10	local	candidate-coff-section-translation
$T6636	SOURCE\AI.c	0xeb978	0x8	rdata	0x8	0x18	local	candidate-coff-section-translation
$T6637	SOURCE\AI.c	0xeb980	0x8	rdata	0x8	0x20	local	candidate-coff-section-translation
$T6638	SOURCE\AI.c	0xeb988	0x8	rdata	0x8	0x28	local	candidate-coff-section-translation
$T6639	SOURCE\AI.c	0xeb990	0x8	rdata	0x8	0x30	local	candidate-coff-section-translation
$T6640	SOURCE\AI.c	0xeb998	0x8	rdata	0x8	0x38	local	candidate-coff-section-translation
$T6641	SOURCE\AI.c	0xeb9a0	0x8	rdata	0x8	0x40	local	candidate-coff-section-translation
$T6642	SOURCE\AI.c	0xeb9a8	0x8	rdata	0x8	0x48	local	candidate-coff-section-translation
$T6643	SOURCE\AI.c	0xeb9b0	0x8	rdata	0x8	0x50	local	candidate-coff-section-translation
$T6644	SOURCE\AI.c	0xeb9b8	0x8	rdata	0x8	0x58	local	candidate-coff-section-translation
$T6650	SOURCE\AI.c	0xeb9c0	0x8	rdata	0x8	0x60	local	candidate-coff-section-translation
$T6651	SOURCE\AI.c	0xeb9c8	0x8	rdata	0x8	0x68	local	candidate-coff-section-translation
$T6652	SOURCE\AI.c	0xeb9d0	0x8	rdata	0x8	0x70	local	candidate-coff-section-translation
$T6653	SOURCE\AI.c	0xeb9d8	0x4	rdata	0x8	0x78	local	candidate-coff-section-translation
$T6657	SOURCE\AI.c	0xeb9dc	0x4	rdata	0x4	0x7c	local	candidate-coff-section-translation
$T6658	SOURCE\AI.c	0xeb9e0	0x4	rdata	0x8	0x80	local	candidate-coff-section-translation
?gbGenieHalf@@3HA	SOURCE\ARMY.c	0x127eb4	0x4	bss	0x4	0x0	external	candidate-coff-section-translation
$T38083	SOURCE\ARMY.c	0xeb5e0	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
$T38084	SOURCE\ARMY.c	0xeb5e8	0x8	rdata	0x8	0x8	local	candidate-coff-section-translation
$T38085	SOURCE\ARMY.c	0xeb5f0	0x4	rdata	0x8	0x10	local	candidate-coff-section-translation
$T38086	SOURCE\ARMY.c	0xeb5f4	0x4	rdata	0x4	0x14	local	candidate-coff-section-translation
$T38087	SOURCE\ARMY.c	0xeb5f8	0x4	rdata	0x8	0x18	local	candidate-coff-section-translation
$T38088	SOURCE\ARMY.c	0xeb5fc	0x4	rdata	0x4	0x1c	local	candidate-coff-section-translation
$T38113	SOURCE\ARMY.c	0xeb600	0x4	rdata	0x8	0x20	local	candidate-coff-section-translation
$T38114	SOURCE\ARMY.c	0xeb604	0x4	rdata	0x4	0x24	local	candidate-coff-section-translation
$T38116	SOURCE\ARMY.c	0xeb608	0x8	rdata	0x8	0x28	local	candidate-coff-section-translation
$T38117	SOURCE\ARMY.c	0xeb610	0x8	rdata	0x8	0x30	local	candidate-coff-section-translation
$T38149	SOURCE\ARMY.c	0xeb618	0x8	rdata	0x8	0x38	local	candidate-coff-section-translation
$T38150	SOURCE\ARMY.c	0xeb620	0x8	rdata	0x8	0x40	local	candidate-coff-section-translation
$T38152	SOURCE\ARMY.c	0xeb628	0x4	rdata	0x8	0x48	local	candidate-coff-section-translation
$T38153	SOURCE\ARMY.c	0xeb62c	0x4	rdata	0x4	0x4c	local	candidate-coff-section-translation
$T38156	SOURCE\ARMY.c	0xeb630	0x8	rdata	0x8	0x50	local	candidate-coff-section-translation
$T38157	SOURCE\ARMY.c	0xeb638	0x8	rdata	0x8	0x58	local	candidate-coff-section-translation
$T38158	SOURCE\ARMY.c	0xeb640	0x8	rdata	0x8	0x60	local	candidate-coff-section-translation
$T38159	SOURCE\ARMY.c	0xeb648	0x8	rdata	0x8	0x68	local	candidate-coff-section-translation
$T2430	SOURCE\ARMYGRP.c	0xeb858	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
$T2432	SOURCE\ARMYGRP.c	0xeb860	0x8	rdata	0x8	0x8	local	candidate-coff-section-translation
$T2433	SOURCE\ARMYGRP.c	0xeb868	0x8	rdata	0x8	0x10	local	candidate-coff-section-translation
?bCPrefsChanged@@3HA	SOURCE\CMBTMGR.c	0x128590	0x4	bss	0x4	0x0	external	candidate-coff-reloc-bijection
?CSPanel@@3PAVheroWindow@@A	SOURCE\CMBTMGR.c	0x12858c	0x4	bss	0x4	0x4	external	candidate-coff-reloc-bijection
?bMouseWasVis@@3HA	SOURCE\CMBTMGR.c	0x128588	0x4	bss	0x4	0x8	external	candidate-coff-reloc-bijection
?wallHex@@3PAEA	SOURCE\CMBTMGR.c	0xf8c1c	0x4	data	0x4	-	external	reviewed-required-initialized-storage
??_7combatManager@@6B@	SOURCE\CMBTMGR.c	0xeb898	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
$T37497	SOURCE\CMBTMGR.c	0xeb8a8	0x8	rdata	0x8	0x10	local	candidate-coff-section-translation
$T37498	SOURCE\CMBTMGR.c	0xeb8b0	0x8	rdata	0x8	0x18	local	candidate-coff-section-translation
$T37499	SOURCE\CMBTMGR.c	0xeb8b8	0x8	rdata	0x8	0x20	local	candidate-coff-section-translation
$T37500	SOURCE\CMBTMGR.c	0xeb8c0	0x4	rdata	0x8	0x28	local	candidate-coff-section-translation
$T37501	SOURCE\CMBTMGR.c	0xeb8c4	0x4	rdata	0x4	0x2c	local	candidate-coff-section-translation
$T37503	SOURCE\CMBTMGR.c	0xeb8c8	0x4	rdata	0x8	0x30	local	candidate-coff-section-translation
$T37519	SOURCE\CMBTMGR.c	0xeb8cc	0x4	rdata	0x4	0x34	local	candidate-coff-section-translation
$T37520	SOURCE\CMBTMGR.c	0xeb8d0	0x4	rdata	0x8	0x38	local	candidate-coff-section-translation
$T37521	SOURCE\CMBTMGR.c	0xeb8d4	0x4	rdata	0x4	0x3c	local	candidate-coff-section-translation
$T37522	SOURCE\CMBTMGR.c	0xeb8d8	0x4	rdata	0x8	0x40	local	candidate-coff-section-translation
$T37523	SOURCE\CMBTMGR.c	0xeb8dc	0x4	rdata	0x4	0x44	local	candidate-coff-section-translation
$T37524	SOURCE\CMBTMGR.c	0xeb8e0	0x4	rdata	0x8	0x48	local	candidate-coff-section-translation
$T37525	SOURCE\CMBTMGR.c	0xeb8e4	0x4	rdata	0x4	0x4c	local	candidate-coff-section-translation
$T37526	SOURCE\CMBTMGR.c	0xeb8e8	0x4	rdata	0x8	0x50	local	candidate-coff-section-translation
$T37527	SOURCE\CMBTMGR.c	0xeb8ec	0x4	rdata	0x4	0x54	local	candidate-coff-section-translation
$T37528	SOURCE\CMBTMGR.c	0xeb8f0	0x4	rdata	0x8	0x58	local	candidate-coff-section-translation
$T37531	SOURCE\CMBTMGR.c	0xeb8f4	0x4	rdata	0x4	0x5c	local	candidate-coff-section-translation
$T37548	SOURCE\CMBTMGR.c	0xeb8f8	0x8	rdata	0x8	0x60	local	candidate-coff-section-translation
$T37549	SOURCE\CMBTMGR.c	0xeb900	0x8	rdata	0x8	0x68	local	candidate-coff-section-translation
$T37550	SOURCE\CMBTMGR.c	0xeb908	0x4	rdata	0x8	0x70	local	candidate-coff-section-translation
$T37551	SOURCE\CMBTMGR.c	0xeb90c	0x4	rdata	0x4	0x74	local	candidate-coff-section-translation
$T37899	SOURCE\COMMAND.c	0xeb208	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
$T37902	SOURCE\COMMAND.c	0xeb210	0x8	rdata	0x8	0x8	local	candidate-coff-section-translation
$T37903	SOURCE\COMMAND.c	0xeb218	0x8	rdata	0x8	0x10	local	candidate-coff-section-translation
$T37904	SOURCE\COMMAND.c	0xeb220	0x8	rdata	0x8	0x18	local	candidate-coff-section-translation
$T37905	SOURCE\COMMAND.c	0xeb228	0x8	rdata	0x8	0x20	local	candidate-coff-section-translation
$T37906	SOURCE\COMMAND.c	0xeb230	0x8	rdata	0x8	0x28	local	candidate-coff-section-translation
$T37974	SOURCE\COMMAND.c	0xeb238	0x8	rdata	0x8	0x30	local	candidate-coff-section-translation
$T37989	SOURCE\COMMAND.c	0xeb240	0x8	rdata	0x8	0x38	local	candidate-coff-section-translation
$T37990	SOURCE\COMMAND.c	0xeb248	0x8	rdata	0x8	0x40	local	candidate-coff-section-translation
$T37991	SOURCE\COMMAND.c	0xeb250	0x8	rdata	0x8	0x48	local	candidate-coff-section-translation
$T37993	SOURCE\COMMAND.c	0xeb258	0x4	rdata	0x8	0x50	local	candidate-coff-section-translation
$T37994	SOURCE\COMMAND.c	0xeb25c	0x4	rdata	0x4	0x54	local	candidate-coff-section-translation
$T37995	SOURCE\COMMAND.c	0xeb260	0x8	rdata	0x8	0x58	local	candidate-coff-section-translation
$T37996	SOURCE\COMMAND.c	0xeb268	0x4	rdata	0x8	0x60	local	candidate-coff-section-translation
?S1cursorFrameCount@@3HA	SOURCE\CURSOR.c	0x124bc4	0x4	bss	0x8	0x0	external	candidate-coff-reloc-bijection
?S1cursorBaseFrame@@3HA	SOURCE\CURSOR.c	0x124bcc	0x4	bss	0x4	0x4	external	candidate-coff-reloc-bijection
?sMapChangeLastFew@@3PAUSMapChange@@A	SOURCE\CURSOR.c	0x124bd8	0x2c	bss	0x8	0x8	external	candidate-coff-reloc-bijection
?S1cursorDirection@@3HA	SOURCE\CURSOR.c	0x124bd0	0x4	bss	0x4	0x34	external	candidate-coff-reloc-bijection
?S1cursorCycle@@3HA	SOURCE\CURSOR.c	0x124bc0	0x4	bss	0x8	0x38	external	candidate-coff-reloc-bijection
?S1cursorTurning@@3HA	SOURCE\CURSOR.c	0x124bc8	0x4	bss	0x4	0x3c	external	candidate-coff-reloc-bijection
_s_groupLineBase$S36202	SOURCE\CURSOR.c	0xee1dc	0x4	data	0x8	0x0	local	candidate-coff-reloc-bijection
?bMoveSoundMade@@3HA	SOURCE\CURSOR.c	0xee020	0x4	data	0x4	0x4	local	candidate-coff-reloc-bijection
?giPixelsPerStep@@3PAHA	SOURCE\CURSOR.c	0xee028	0x18	data	0x8	0x8	local	candidate-coff-reloc-bijection
?giStepDelay@@3PAHA	SOURCE\CURSOR.c	0xee040	0x14	data	0x8	0x20	local	candidate-coff-reloc-bijection
?hOldWalkSample@@3PAU_SAMPLE@@A	SOURCE\CURSOR.c	0xee054	0x4	data	0x4	0x34	local	candidate-coff-reloc-bijection
?hNewWalkSample@@3PAU_SAMPLE@@A	SOURCE\CURSOR.c	0xee058	0x4	data	0x8	0x38	local	candidate-coff-reloc-bijection
?EveryOther@@3HA	SOURCE\CURSOR.c	0xee05c	0x4	data	0x4	0x3c	local	candidate-coff-reloc-bijection
?startVals@@3PAHA	SOURCE\CURSOR.c	0xee060	0xc	data	0x8	0x40	local	candidate-coff-reloc-bijection
$SG36392	SOURCE\CURSOR.c	0xee06c	0x10	data	0x4	0x4c	local	candidate-coff-reloc-bijection
$SG36594	SOURCE\CURSOR.c	0xee07c	0x10	data	0x4	0x5c	local	candidate-coff-reloc-bijection
$SG36597	SOURCE\CURSOR.c	0xee08c	0xa8	data	0x4	0x6c	local	candidate-coff-reloc-bijection
$SG36605	SOURCE\CURSOR.c	0xee134	0xc	data	0x4	0x114	local	candidate-coff-reloc-bijection
$SG36607	SOURCE\CURSOR.c	0xee140	0x14	data	0x8	0x120	local	candidate-coff-reloc-bijection
$SG36609	SOURCE\CURSOR.c	0xee154	0x10	data	0x4	0x134	local	candidate-coff-reloc-bijection
$SG36611	SOURCE\CURSOR.c	0xee164	0x10	data	0x4	0x144	local	candidate-coff-reloc-bijection
$SG36613	SOURCE\CURSOR.c	0xee174	0x10	data	0x4	0x154	local	candidate-coff-reloc-bijection
$SG36615	SOURCE\CURSOR.c	0xee184	0x10	data	0x4	0x164	local	candidate-coff-reloc-bijection
$SG36617	SOURCE\CURSOR.c	0xee194	0xc	data	0x4	0x174	local	candidate-coff-reloc-bijection
$SG36621	SOURCE\CURSOR.c	0xee1a0	0x10	data	0x8	0x180	local	candidate-coff-reloc-bijection
$SG36623	SOURCE\CURSOR.c	0xee1b0	0xc	data	0x8	0x190	local	candidate-coff-reloc-bijection
$SG36624	SOURCE\CURSOR.c	0xee1bc	0x18	data	0x4	0x19c	local	candidate-coff-reloc-bijection
$SG36638	SOURCE\CURSOR.c	0xee1d4	0x4	data	0x4	0x1b4	local	candidate-coff-reloc-bijection
$SG36645	SOURCE\CURSOR.c	0xee1d8	0x4	data	0x8	0x1b8	local	candidate-coff-reloc-bijection
$SG36657	SOURCE\CURSOR.c	0xee1e0	0x2c	data	0x4	0x1bc	local	candidate-coff-reloc-bijection
$SG36664	SOURCE\CURSOR.c	0xee20c	0x2c	data	0x8	0x1e8	local	candidate-coff-reloc-bijection
$SG36715	SOURCE\CURSOR.c	0xee238	0x10	data	0x4	0x214	local	candidate-coff-reloc-bijection
$T36731	SOURCE\CURSOR.c	0xeb078	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
?iCampaignTrackType@@3HA	SOURCE\Campaign.c	0x127ea8	0x4	bss	0x4	0x0	external	candidate-coff-reloc-bijection
?bCampaignViewOnly@@3HA	SOURCE\Campaign.c	0x127eac	0x4	bss	0x4	0x4	external	candidate-coff-reloc-bijection
?iCurViewSide@@3HA	SOURCE\Campaign.c	0x127ea4	0x4	bss	0x4	0x8	external	candidate-coff-reloc-bijection
?iCurViewMap@@3HA	SOURCE\Campaign.c	0x127eb0	0x4	bss	0x4	0xc	external	candidate-coff-reloc-bijection
?trackXY@@3PAY1N@1FA	SOURCE\Campaign.c	0xf4f28	0x68	data	0x4	-	external	reviewed-required-initialized-storage
?casWin@@3PAVheroWindow@@A	SOURCE\Castle.c	0x125040	0x8	bss	0x8	0x0	external	candidate-coff-section-translation
?castleSlotsUse@@3PAEA	SOURCE\Castle.c	0x125048	0x12	bss	0x8	0x8	external	candidate-coff-section-translation
?castleSlotsBase@@3PAEA	SOURCE\Castle.c	0xef5e0	0x14	data	0x8	0x0	local	candidate-coff-section-translation
$SG4984	SOURCE\Castle.c	0xef5f4	0xc	data	0x4	0x14	local	candidate-coff-section-translation
$SG4992	SOURCE\Castle.c	0xef600	0x18	data	0x8	0x20	local	candidate-coff-section-translation
$SG5007	SOURCE\Castle.c	0xef618	0x10	data	0x8	0x38	local	candidate-coff-section-translation
$SG5010	SOURCE\Castle.c	0xef628	0x4	data	0x8	0x48	local	candidate-coff-section-translation
$SG5014	SOURCE\Castle.c	0xef62c	0x4	data	0x4	0x4c	local	candidate-coff-section-translation
$SG5015	SOURCE\Castle.c	0xef630	0x4	data	0x8	0x50	local	candidate-coff-section-translation
$SG5019	SOURCE\Castle.c	0xef634	0x4	data	0x4	0x54	local	candidate-coff-section-translation
$SG5039	SOURCE\Castle.c	0xef638	0x10	data	0x8	0x58	local	candidate-coff-section-translation
$SG5054	SOURCE\Castle.c	0xef648	0x10	data	0x8	0x68	local	candidate-coff-section-translation
$SG5068	SOURCE\Castle.c	0xef658	0x10	data	0x8	0x78	local	candidate-coff-section-translation
$SG5073	SOURCE\Castle.c	0xef668	0x10	data	0x8	0x88	local	candidate-coff-section-translation
$SG5121	SOURCE\Castle.c	0xef678	0x30	data	0x8	0x98	local	candidate-coff-section-translation
$SG5161	SOURCE\Castle.c	0xef6a8	0xa4	data	0x8	0xc8	local	candidate-coff-section-translation
$SG5165	SOURCE\Castle.c	0xef74c	0x7a	data	0x4	0x16c	local	candidate-coff-section-translation
$T40367	SOURCE\EVENTS.c	0xeb918	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
$T40396	SOURCE\EVENTS.c	0xeb920	0x8	rdata	0x8	0x8	local	candidate-coff-section-translation
$T40438	SOURCE\EVENTS.c	0xeb928	0x8	rdata	0x8	0x10	local	candidate-coff-section-translation
$T40444	SOURCE\EVENTS.c	0xeb930	0x8	rdata	0x8	0x18	local	candidate-coff-section-translation
$T40445	SOURCE\EVENTS.c	0xeb938	0x8	rdata	0x8	0x20	local	candidate-coff-section-translation
$T40450	SOURCE\EVENTS.c	0xeb940	0x8	rdata	0x8	0x28	local	candidate-coff-section-translation
$T40451	SOURCE\EVENTS.c	0xeb948	0x8	rdata	0x8	0x30	local	candidate-coff-section-translation
$T35151	SOURCE\FLY.c	0xeb910	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
$T44011	SOURCE\GAME.c	0xeb6e0	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
$T44055	SOURCE\GAME.c	0xeb6e8	0x8	rdata	0x8	0x8	local	candidate-coff-section-translation
$T44056	SOURCE\GAME.c	0xeb6f0	0x8	rdata	0x8	0x10	local	candidate-coff-section-translation
$T44130	SOURCE\GAME.c	0xeb6f8	0x8	rdata	0x8	0x18	local	candidate-coff-section-translation
$T44134	SOURCE\GAME.c	0xeb700	0x8	rdata	0x8	0x20	local	candidate-coff-section-translation
$T44135	SOURCE\GAME.c	0xeb708	0x8	rdata	0x8	0x28	local	candidate-coff-section-translation
$T44136	SOURCE\GAME.c	0xeb710	0x8	rdata	0x8	0x30	local	candidate-coff-section-translation
$T44137	SOURCE\GAME.c	0xeb718	0x8	rdata	0x8	0x38	local	candidate-coff-section-translation
$T44138	SOURCE\GAME.c	0xeb720	0x8	rdata	0x8	0x40	local	candidate-coff-section-translation
$T44139	SOURCE\GAME.c	0xeb728	0x8	rdata	0x8	0x48	local	candidate-coff-section-translation
$T44197	SOURCE\GAME.c	0xeb730	0x8	rdata	0x8	0x50	local	candidate-coff-section-translation
$T44198	SOURCE\GAME.c	0xeb738	0x8	rdata	0x8	0x58	local	candidate-coff-section-translation
$T44199	SOURCE\GAME.c	0xeb740	0x8	rdata	0x8	0x60	local	candidate-coff-section-translation
$T44283	SOURCE\GAME.c	0xeb748	0x8	rdata	0x8	0x68	local	candidate-coff-section-translation
$T44284	SOURCE\GAME.c	0xeb750	0x8	rdata	0x8	0x70	local	candidate-coff-section-translation
$T44285	SOURCE\GAME.c	0xeb758	0x8	rdata	0x8	0x78	local	candidate-coff-section-translation
$T44286	SOURCE\GAME.c	0xeb760	0x8	rdata	0x8	0x80	local	candidate-coff-section-translation
$T44287	SOURCE\GAME.c	0xeb768	0x8	rdata	0x8	0x88	local	candidate-coff-section-translation
$T44288	SOURCE\GAME.c	0xeb770	0x8	rdata	0x8	0x90	local	candidate-coff-section-translation
$T44289	SOURCE\GAME.c	0xeb778	0x8	rdata	0x8	0x98	local	candidate-coff-section-translation
$T44290	SOURCE\GAME.c	0xeb780	0x8	rdata	0x8	0xa0	local	candidate-coff-section-translation
$T44292	SOURCE\GAME.c	0xeb788	0x8	rdata	0x8	0xa8	local	candidate-coff-section-translation
$T44293	SOURCE\GAME.c	0xeb790	0x8	rdata	0x8	0xb0	local	candidate-coff-section-translation
?iOrigHeroViewID@@3HA	SOURCE\HERO.c	0x1280dc	0x4	bss	0x4	0x0	external	candidate-coff-section-translation
?gbNoDismiss@@3HA	SOURCE\HERO.c	0x1280e0	0x4	bss	0x4	0x4	external	candidate-coff-section-translation
$T9257	SOURCE\HERO.c	0xeb6d8	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
$SG33278	SOURCE\HISCORE.c	0xf8114	0xc	data	0x4	0x0	local	candidate-coff-section-translation
$SG33281	SOURCE\HISCORE.c	0xf8120	0xc	data	0x4	0xc	local	candidate-coff-section-translation
$SG33283	SOURCE\HISCORE.c	0xf812c	0x14	data	0x4	0x18	local	candidate-coff-section-translation
$SG33328	SOURCE\HISCORE.c	0xf8140	0x8	data	0x4	0x2c	local	candidate-coff-section-translation
$SG33329	SOURCE\HISCORE.c	0xf8148	0x10	data	0x4	0x34	local	candidate-coff-section-translation
$SG33331	SOURCE\HISCORE.c	0xf8158	0x8	data	0x4	0x44	local	candidate-coff-section-translation
$SG33332	SOURCE\HISCORE.c	0xf8160	0x10	data	0x4	0x4c	local	candidate-coff-section-translation
$SG33334	SOURCE\HISCORE.c	0xf8170	0xc	data	0x4	0x5c	local	candidate-coff-section-translation
$SG33347	SOURCE\HISCORE.c	0xf817c	0x4	data	0x4	0x68	local	candidate-coff-section-translation
$SG33352	SOURCE\HISCORE.c	0xf8180	0x4	data	0x4	0x6c	local	candidate-coff-section-translation
$SG33355	SOURCE\HISCORE.c	0xf8184	0xc	data	0x4	0x70	local	candidate-coff-section-translation
$SG33356	SOURCE\HISCORE.c	0xf8190	0x4	data	0x4	0x7c	local	candidate-coff-section-translation
$SG33358	SOURCE\HISCORE.c	0xf8194	0x4	data	0x4	0x80	local	candidate-coff-section-translation
$SG33361	SOURCE\HISCORE.c	0xf8198	0x4	data	0x4	0x84	local	candidate-coff-section-translation
$SG33363	SOURCE\HISCORE.c	0xf819c	0x4	data	0x4	0x88	local	candidate-coff-section-translation
$SG33364	SOURCE\HISCORE.c	0xf81a0	0x4	data	0x4	0x8c	local	candidate-coff-section-translation
$SG33365	SOURCE\HISCORE.c	0xf81a4	0x4	data	0x4	0x90	local	candidate-coff-section-translation
$SG33367	SOURCE\HISCORE.c	0xf81a8	0x3	data	0x4	0x94	local	candidate-coff-section-translation
??_7highScoreManager@@6B@	SOURCE\HISCORE.c	0xeb838	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
?gConfig@@3UconfigStruct@@A	SOURCE\KB.c	0x128d20	0x1a0	bss	0x4	-	external	reviewed-public-owner-extent
?giGroundToTerrain@@3PAEA	SOURCE\KB.c	0xf8c58	0x1b0	data	0x4	-	external	reviewed-required-initialized-storage
?giGroundShape@@3PAEA	SOURCE\KB.c	0xf8e08	0x1b0	data	0x4	-	external	reviewed-required-initialized-storage
?gColorTableTan@@3PAEA	SOURCE\KB.c	0xf8fb8	0x100	data	0x4	-	external	reviewed-required-initialized-storage
?gColorTableGray@@3PAEA	SOURCE\KB.c	0xf90b8	0x100	data	0x4	-	external	reviewed-required-initialized-storage
?gColorTableYellow@@3PAEA	SOURCE\KB.c	0xf91b8	0x100	data	0x4	-	external	reviewed-required-initialized-storage
?gColorTableScenWin@@3PAEA	SOURCE\KB.c	0xf92b8	0x100	data	0x4	-	external	reviewed-required-initialized-storage
?gColorTableDarkGray@@3PAEA	SOURCE\KB.c	0xf93b8	0x100	data	0x4	-	external	reviewed-required-initialized-storage
?gColorTableRed@@3PAEA	SOURCE\KB.c	0xf94b8	0x100	data	0x4	-	external	reviewed-required-initialized-storage
?gColorTableDarkBrown@@3PAEA	SOURCE\KB.c	0xf95b8	0x100	data	0x4	-	external	reviewed-required-initialized-storage
?gMapColors@@3PAEA	SOURCE\KB.c	0xf96e0	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gObjectColors@@3PAEA	SOURCE\KB.c	0xf96f0	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gOwnerColors@@3PAEA	SOURCE\KB.c	0xf9700	0x8	data	0x4	-	external	reviewed-required-initialized-storage
?gTilesetFiles@@3PAPADA	SOURCE\KB.c	0xf9708	0x100	data	0x4	-	external	reviewed-required-initialized-storage
?bPuzzleDraw@@3PAEA	SOURCE\KB.c	0xf9808	0x40	data	0x4	-	external	reviewed-required-initialized-storage
?uDimPal@@3PAY13BAA@EA	SOURCE\KB.c	0xf9848	0xc00	data	0x4	-	external	reviewed-required-initialized-storage
?gColorTableLighten@@3PAEA	SOURCE\KB.c	0xfa448	0x100	data	0x4	-	external	reviewed-required-initialized-storage
?gColorTableNoCycle@@3PAEA	SOURCE\KB.c	0xfa548	0x100	data	0x4	-	external	reviewed-required-initialized-storage
?giMapSizes@@3PAEA	SOURCE\KB.c	0xfa688	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?cEvilTranslate@@3PAY01PADA	SOURCE\KB.c	0xfa690	0x128	data	0x4	-	external	reviewed-required-initialized-storage
?gfCombatSpeedMod@@3PAMA	SOURCE\KB.c	0xfa958	0xc	data	0x4	-	external	reviewed-required-initialized-storage
?gCombatFxNames@@3PAPADA	SOURCE\KB.c	0xfa990	0x80	data	0x4	-	external	reviewed-required-initialized-storage
?horseFrameFlip@@3PAFA	SOURCE\KB.c	0xfaa10	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?boatFrameFlip@@3PAFA	SOURCE\KB.c	0xfaa30	0x20	data	0x4	-	external	reviewed-required-initialized-storage
