domain	owner	storage	start	size	kind	identity	provenance
text	SOURCE/COMMAND	text	0x2bd5d	0x5de	function	?ProcessCombatMsg@combatManager@@QAEHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2c33b	0x38	jump-table	0x2c33b	build/gen/jump_tables.csv
text	SOURCE/COMMAND	text	0x2c373	0x97	function	?ProcessCombatMsg@combatManager@@QAEHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2c40a	0x70	function	?IsNegationSphereInEffect@combatManager@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2c47a	0x205	function	?ResetRound@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2c67f	0x280	function	?CheckWin@combatManager@@QAEHPAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2c8ff	0x51a	function	?GetCommand@combatManager@@QAEHH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2ce19	0x2a6	function	?RightClick@combatManager@@QAEHH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2d0bf	0x36b	function	?DoCommand@combatManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2d42a	0x2c	jump-table	0x2d42a	build/gen/jump_tables.csv
text	SOURCE/COMMAND	text	0x2d456	0x1c	function	?DoCommand@combatManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2d472	0x57b	function	?WinCombatHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2d9ed	0x110	function	?ClearWinLoseBottom@combatManager@@QAEXPAVheroWindow@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2dafd	0x29a	function	?ShowWinLoseArtifact@combatManager@@QAEXPAVheroWindow@@H@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2dd97	0x232	function	?ShowSkeletons@combatManager@@QAEXPAVheroWindow@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2dfc9	0x2f6	function	?ShowEagleEyeSpell@combatManager@@QAEXPAVheroWindow@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2e2bf	0x9cc	function	?ShowDeadArmies@combatManager@@QAEXPAVheroWindow@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2ec8b	0xba9	function	?DoVictory@combatManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2f834	0x3bc	function	?DoLoseWindow@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2fbf0	0x43d	function	?DoSurrender@combatManager@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x3002d	0xdc	function	?CheckChangeSelector@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x30109	0xea	function	?CheckCastleAttack@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x301f3	0xdd	function	?CheckGetAIMove@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x302d0	0x18f	function	?GetControl@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x3045f	0xd7	function	?ResetMouse@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x30536	0x599	function	?ProcessNextAction@combatManager@@QAEHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x30acf	0x20	jump-table	0x30acf	build/gen/jump_tables.csv
text	SOURCE/COMMAND	text	0x30aef	0xa2	function	?ProcessNextAction@combatManager@@QAEHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x30b91	0x237	function	?ResetCyclingCreatures@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x30dc8	0xf9	function	?ResetCycleTimers@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x30ec1	0x53	function	?InCombatArea@@YIHHH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x30f14	0x9d9	function	?CycleCombatScreen@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x318ed	0x3b	function	?SetCombatViewArmySmallLevel@combatManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x31928	0xe3	function	?SetCombatGrid@combatManager@@QAEXHHH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x31a0b	0x3ab	function	?AddArmy@combatManager@@QAEXHHHHHH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x31db6	0x169	function	?SetupSmallView@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x31f1f	0x304	function	?ViewBallista@combatManager@@QAEXH@Z	retained-or-recovered-procedure
text	-	text	0x32223	0xd	padding	-	retail-padding-bytes
text	SOURCE/STRIP	text	0x32230	0x27e	function	??0strip@@QAE@HHHKHPAVarmyGroup@@HHH@Z	retained-or-recovered-procedure
text	SOURCE/STRIP	text	0x324ae	0x144	function	??1strip@@QAE@XZ	retained-or-recovered-procedure
text	SOURCE/STRIP	text	0x325f2	0x40	function	?Draw@strip@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/STRIP	text	0x32632	0x3d3	function	?DrawIcons@strip@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/STRIP	text	0x32a05	0x33	function	?DrawFrame@strip@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/STRIP	text	0x32a38	0xb2	function	??0bankBox@@QAE@HHPAVplayerData@@@Z	retained-or-recovered-procedure
text	SOURCE/STRIP	text	0x32aea	0x43	function	??1bankBox@@QAE@XZ	retained-or-recovered-procedure
text	SOURCE/STRIP	text	0x32b2d	0xcd	function	?Update@bankBox@@QAEXH@Z	retained-or-recovered-procedure
text	-	text	0x32bfa	0x6	padding	-	retail-padding-bytes
text	SOURCE/TOWN	text	0x32c00	0x65	function	??0town@@QAE@XZ	retained-or-recovered-procedure
text	SOURCE/TOWN	text	0x32c65	0x54	function	?HasGarrison@town@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/TOWN	text	0x32cb9	0x111	function	?GiveSpells@town@@QAEXPAVhero@@@Z	retained-or-recovered-procedure
text	SOURCE/TOWN	text	0x32dca	0xaa	function	?XformToCastle@town@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWN	text	0x32e74	0xe0	function	?View@town@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/TOWN	text	0x32f54	0x14d	function	?Deallocate@town@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWN	text	0x330a1	0x23e	function	?BuildBuilding@town@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/TOWN	text	0x332df	0x36	function	?CanBuildDock@town@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/TOWN	text	0x33315	0x9f	function	?CalcNumLevelArchers@town@@QAEXPAH0@Z	retained-or-recovered-procedure
text	-	text	0x333b4	0xc	padding	-	retail-padding-bytes
text	SOURCE/Viewwrld	text	0x333c0	0x267	function	?ViewWorld@advManager@@QAEXHHH@Z	retained-or-recovered-procedure
text	SOURCE/Viewwrld	text	0x33627	0x5a	function	?VWCleanup@advManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/Viewwrld	text	0x33681	0x253	function	?VWInit@advManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/Viewwrld	text	0x338d4	0x23a	function	?VWCompleteDraw@advManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/Viewwrld	text	0x33b0e	0x58	jump-table	0x33b0e	build/gen/jump_tables.csv
text	SOURCE/Viewwrld	text	0x33b66	0x10b4	function	?VWCompleteDraw@advManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/Viewwrld	text	0x34c1a	0x5e2	function	?ViewWorldDialogHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	-	text	0x351fc	0x4	padding	-	retail-padding-bytes
text	SOURCE/NOOPT	text	0x35200	0x35	function	?DelayTil@@YIXPAH@Z	retained-or-recovered-procedure
text	SOURCE/NOOPT	text	0x35235	0x25	function	?DelayMilli@@YIXJ@Z	retained-or-recovered-procedure
text	SOURCE/NOOPT	text	0x3525a	0x33	function	?DelayTilMilli@@YIXJ@Z	retained-or-recovered-procedure
text	-	text	0x3528d	0x3	padding	-	retail-padding-bytes
text	SOURCE/wingraph	text	0x35290	0x55	function	?DDRestoreDisplayMode@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x352e5	0x46	function	?DDQueryNewPalette@@YIHXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x3532b	0x94	function	?CreatePrimary@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x353bf	0xe3	function	?SetupClipper@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x354a2	0x15f	function	?DDInitGraphics@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x35601	0x530	function	?DDAppPaint@@YIHPAX0@Z	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x35b31	0x13c	function	?DDInitializePalette@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x35c6d	0xaf	function	?DDSetPalette@@YIHXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x35d1c	0x133	function	?DDCreateSurface@@YIPAUIDirectDrawSurface@@KKH@Z	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x35e4f	0x52c	function	?DDSD@@YIXHPADH@Z	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x3637b	0x28	jump-table	0x3637b	build/gen/jump_tables.csv
text	SOURCE/wingraph	text	0x363a3	0x7e	function	?DDSD@@YIXHPADH@Z	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x36421	0x118	function	?DDUpdatePalette@@YIXPAC@Z	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x36539	0x177	function	?DDCleanUpWinGraphics@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x366b0	0x305	function	?DDSetFullScreenStatus@@YIXH@Z	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x369b5	0x89	function	?WGQueryNewPalette@@YIHXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x36a3e	0x151	function	?WGInitGraphics@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x36b8f	0x1e7	function	?WGUpdatePalette@@YIXPAC@Z	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x36d76	0x1d5	function	?WGInitializePalette@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x36f4b	0x1c4	function	?WGAppPaint@@YIHPAX0@Z	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x3710f	0x78	function	?WGCleanUpWinGraphics@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x37187	0x80	function	?ConnectToDLLs@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x37207	0x29	function	?DisconnectDLLs@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x37230	0x2c	function	?RestoreDisplayMode@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x3725c	0x2e	function	?SetPalette@@YIHXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x3728a	0x7e	function	?GetGraphicsInfo@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x37308	0xa0	function	?InitGraphics@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x373a8	0x46	function	?AppPaint@@YIHPAX0@Z	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x373ee	0x2c	function	?InitializePalette@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x3741a	0x38	function	?UpdatePalette@@YIXPAC@Z	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x37452	0x31	function	?CleanUpWinGraphics@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x37483	0xe1	function	?SetFullScreenStatus@@YIXH@Z	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x37564	0x31	function	?QueryNewPalette@@YIHXZ	retained-or-recovered-procedure
text	SOURCE/wingraph	text	0x37595	0x21a	function	?SetGraphicsType@@YIHH@Z	retained-or-recovered-procedure
text	-	text	0x377af	0x1	padding	-	retail-padding-bytes
text	SOURCE/X_GLOBAL	text	0x377b0	0x1a	function	_$E4	retained-or-recovered-procedure
text	SOURCE/X_GLOBAL	text	0x377ca	0x1d	function	_$E3	retained-or-recovered-procedure
text	SOURCE/X_GLOBAL	text	0x377e7	0x1a	function	_$E2	retained-or-recovered-procedure
text	SOURCE/X_GLOBAL	text	0x37801	0x1a	function	_$E1	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3781b	0x1b5	function	?ResetHeroRVs@@YIXHHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x379d0	0x180	function	?CheckDoMain@@YIXHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x37b50	0x10	function	?ShowStatus@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x37b60	0x55	function	??0philAI@@QAE@XZ	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x37bb5	0xac	function	?DoAllHeroInteractions@philAI@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x37c61	0x37e	function	?CheckForCreatureUpgrades@philAI@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x37fdf	0x4be	function	?CheckBuyStuff@philAI@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3849d	0x2e8	function	?GoodAdjacent@philAI@@QAEHPAH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x38785	0x4b8	function	?CheckReload@philAI@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x38c3d	0x302	function	?CheckBerserk@philAI@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x38f3f	0x71	function	?DimensionDoorTo@philAI@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x38fb0	0x3f9	function	?DoAnywhereDDoorTownGate@philAI@@QAEHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x393a9	0x158	function	?DoDimensionDoor@philAI@@QAEHPAVhero@@@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x39501	0xb7	function	?SetupRelativeHeroStrengths@philAI@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x395b8	0x79	function	?ValidateHero@@YIXPAVhero@@@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x39631	0xcad	function	?DoAI@philAI@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3a2de	0x4b	function	?GetGameAIVars@philAI@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3a329	0xe2b	function	?GetTurnAIVars@philAI@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3b154	0x5f4	function	?GetBestBHC@philAI@@QAEXHAAUBHC@@@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3b748	0x11d	function	?DetermineHeroToMove@philAI@@QAEPAVhero@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3b865	0xe7d	function	?DetermineTargetPosition@philAI@@QAEHAAH0H0@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3c6e2	0x791	function	?ProbableOutcomeOfBattle@philAI@@QAEXPAVarmyGroup@@PAVhero@@010HHHAAMAAH3333@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3ce73	0x1e	function	?GetOddsOfWinning@philAI@@QAEMH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3ce91	0x6c3	function	?ValueOfBuyingBuilding@philAI@@QAEXPAVtown@@HAAHAAM@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3d554	0x40	jump-table	0x3d554	build/gen/jump_tables.csv
text	SOURCE/PHILAI	text	0x3d594	0x123	function	?ValueOfBuyingBuilding@philAI@@QAEXPAVtown@@HAAHAAM@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3d6b7	0x19b	function	?GetBestBuilding@philAI@@QAEXPAVtown@@AAUBHC@@AAM@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3d852	0x306	function	?ValueOfBuyingCreature@philAI@@QAEXPAVtown@@HAAHHAAM@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3db58	0x35b	function	?GetBestCreature@philAI@@QAEXPAVtown@@AAUBHC@@AAM@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3deb3	0x48	function	?CreaturesToBuy@philAI@@QAEHPAVtown@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3defb	0x5f	function	?CreaturesToBuy@philAI@@QAEHHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3df5a	0x9c	function	?MaxBuyableCreatures@philAI@@QAEHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3dff6	0x2b2	function	?ValueOfBuyingHero@philAI@@QAEXPAVtown@@PAVhero@@AAHAAM@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3e2a8	0x1b1	function	?GetBestHero@philAI@@QAEXPAVtown@@AAUBHC@@AAM@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3e459	0x65	function	?LikelihoodOfEnemyAttacking@philAI@@QAEXPAVtown@@PAVhero@@AAM2AAH332@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3e4be	0x1a	function	?MeanRVOfUnexploredTerritory@philAI@@QAEHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3e4d8	0x1d8	function	?GetGameAttentionValue@philAI@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3e6b0	0xf2	function	?GetTurnAttentionValue@philAI@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3e7a2	0xa6	function	?RVConversion@philAI@@QAEHQAH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3e848	0xd0	function	?TurnsToBuy@philAI@@QAEMQAH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3e918	0x62d	function	?RVOfPosition@philAI@@QAEHHHHHHHHHHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3ef45	0xaf9	function	?StrategicValueOfPosition@philAI@@QAEHHHHHPAHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3fa3e	0x14e	function	?ValueOfTown@philAI@@QAEHPAVtown@@@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3fb8c	0x180	function	?TurnCostResource@philAI@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3fd0c	0x175	function	?TurnValueOfObelisk@philAI@@QAEMH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3fe81	0x51	function	?FutureDeflator@philAI@@QAEMQAH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x3fed2	0xbf8	function	?FightValueOfStack@philAI@@QAEHPAVarmyGroup@@PAVhero@@HHHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x40aca	0x1e7	function	?EvaluateOneTimeCreaturePurchase@philAI@@QAEXHHHAAH00@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x40cb1	0x768	function	?QuickCombat@philAI@@QAEHPAVarmyGroup@@PAVhero@@01HHAAM2@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x41419	0x422	function	?HeroInteractionAtHero@philAI@@QAEXPAVhero@@0HPAH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x4183b	0x882	function	?HeroInteractionAtTown@philAI@@QAEXPAVhero@@PAVtown@@HPAH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x420bd	0x4ba	function	?RedistributeTroops@philAI@@QAEXPAVarmyGroup@@0HHHHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x42577	0x39	function	?ChooseGoldOrExperience@philAI@@QAEHHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x425b0	0xc7	function	?ChooseEvaluateBattle@philAI@@QAEXPAVarmyGroup@@PAVhero@@01HHHAAH2@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x42677	0xfa	function	?ChooseToFightForArtifact@philAI@@QAEHHHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x42771	0x53	function	?NetValueOfArtifact@philAI@@QAEHHHHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x427c4	0x1d	function	?ChooseToPayRansomOnHero@philAI@@QAEHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x427e1	0xd7	function	?BuildBuilding@philAI@@QAEXPAVtown@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x428b8	0x328	function	?BuildHero@philAI@@QAEXPAVtown@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x42be0	0x2cd	function	?BuildCreature@philAI@@QAEXPAVtown@@HH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x42ead	0x15a	function	?CanBuyBHC@philAI@@QAEHAAUBHC@@@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x43007	0x164	function	?CombatMonsterEvent@philAI@@QAEHPAVhero@@HPAHPAVmapCell@@@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x4316b	0x217	function	?FightEvent@philAI@@QAEHPAVhero@@PAVmapCell@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x43382	0x10	jump-table	0x43382	build/gen/jump_tables.csv
text	SOURCE/PHILAI	text	0x43392	0xa9	function	?FightEvent@philAI@@QAEHPAVhero@@PAVmapCell@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x4343b	0x10	jump-table	0x4343b	build/gen/jump_tables.csv
text	SOURCE/PHILAI	text	0x4344b	0x9e	function	?FightEvent@philAI@@QAEHPAVhero@@PAVmapCell@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x434e9	0x10	jump-table	0x434e9	build/gen/jump_tables.csv
text	SOURCE/PHILAI	text	0x434f9	0x163	function	?FightEvent@philAI@@QAEHPAVhero@@PAVmapCell@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x4365c	0x10	jump-table	0x4365c	build/gen/jump_tables.csv
text	SOURCE/PHILAI	text	0x4366c	0xb5	function	?FightEvent@philAI@@QAEHPAVhero@@PAVmapCell@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x43721	0x10	jump-table	0x43721	build/gen/jump_tables.csv
text	SOURCE/PHILAI	text	0x43731	0xb2	function	?FightEvent@philAI@@QAEHPAVhero@@PAVmapCell@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x437e3	0x10	jump-table	0x437e3	build/gen/jump_tables.csv
text	SOURCE/PHILAI	text	0x437f3	0x4f	function	?FightEvent@philAI@@QAEHPAVhero@@PAVmapCell@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x43842	0x73	function	?DamageGroup@philAI@@QAEHPAVarmyGroup@@PAVhero@@1M@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x438b5	0xcb	function	?IncrementHourGlass@philAI@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x43980	0x227	function	?TownEvent@philAI@@QAEXPAVmapCell@@PAVhero@@HH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x43ba7	0xad	function	?ComputeUpgradeValue@philAI@@QAEHHH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x43c54	0x24a	function	?ComputeValueOfSS@philAI@@QAEHPAVhero@@HH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x43e9e	0x10	jump-table	0x43e9e	build/gen/jump_tables.csv
text	SOURCE/PHILAI	text	0x43eae	0x17	function	?ComputeValueOfSS@philAI@@QAEHPAVhero@@HH@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x43ec5	0x59	function	?ComputeValueOfFreeSS@philAI@@QAEHPAVhero@@H@Z	retained-or-recovered-procedure
text	SOURCE/PHILAI	text	0x43f1e	0xa6	function	?ManaRefreshValue@philAI@@QAEHPAVhero@@H@Z	retained-or-recovered-procedure
