# Compiler/linker allocations without a source DATA() definition.
name	object	rva	size	storage	alignment	section_ordinal	section_offset	scope	provenance
$SG36923	SOURCE\Campaign.c	0xf5000	0x4	data	0x8	2	0xd8	local	candidate-coff-reloc-bijection
$SG36925	SOURCE\Campaign.c	0xf5004	0x4	data	0x4	2	0xdc	local	candidate-coff-reloc-bijection
$SG36927	SOURCE\Campaign.c	0xf5008	0x4	data	0x8	2	0xe0	local	candidate-coff-reloc-bijection
$SG36930	SOURCE\Campaign.c	0xf500c	0x4	data	0x4	2	0xe4	local	candidate-coff-reloc-bijection
$SG36932	SOURCE\Campaign.c	0xf5010	0x4	data	0x8	2	0xe8	local	candidate-coff-reloc-bijection
$SG36934	SOURCE\Campaign.c	0xf5014	0x4	data	0x4	2	0xec	local	candidate-coff-reloc-bijection
$SG36937	SOURCE\Campaign.c	0xf5018	0x4	data	0x8	2	0xf0	local	candidate-coff-reloc-bijection
$SG36939	SOURCE\Campaign.c	0xf501c	0x4	data	0x4	2	0xf4	local	candidate-coff-reloc-bijection
$SG36940	SOURCE\Campaign.c	0xf5020	0x4	data	0x8	2	0xf8	local	candidate-coff-reloc-bijection
$SG36941	SOURCE\Campaign.c	0xf5024	0x4	data	0x4	2	0xfc	local	candidate-coff-reloc-bijection
$SG36946	SOURCE\Campaign.c	0xf5028	0x4	data	0x8	2	0x100	local	candidate-coff-reloc-bijection
$SG36959	SOURCE\Campaign.c	0xf502c	0x8	data	0x4	2	0x104	local	candidate-coff-reloc-bijection
$SG36966	SOURCE\Campaign.c	0xf5044	0xc	data	0x4	2	0x10c	local	candidate-coff-reloc-bijection
$SG36968	SOURCE\Campaign.c	0xf5088	0x10	data	0x8	2	0x118	local	candidate-coff-reloc-bijection
$SG36970	SOURCE\Campaign.c	0xf5098	0x10	data	0x8	2	0x128	local	candidate-coff-reloc-bijection
$SG36972	SOURCE\Campaign.c	0xf50a8	0xc	data	0x8	2	0x138	local	candidate-coff-reloc-bijection
$SG36974	SOURCE\Campaign.c	0xf5050	0x10	data	0x4	2	0x144	local	candidate-coff-reloc-bijection
$SG36976	SOURCE\Campaign.c	0xf506c	0x10	data	0x4	2	0x154	local	candidate-coff-reloc-bijection
$SG36978	SOURCE\Campaign.c	0xf5060	0xc	data	0x4	2	0x164	local	candidate-coff-reloc-bijection
$SG36980	SOURCE\Campaign.c	0xf507c	0xc	data	0x8	2	0x170	local	candidate-coff-reloc-bijection
$SG36982	SOURCE\Campaign.c	0xf5034	0x10	data	0x4	2	0x17c	local	candidate-coff-reloc-bijection
$SG36984	SOURCE\Campaign.c	0xf50b4	0x4	data	0x4	2	0x18c	local	candidate-coff-reloc-bijection
$SG36987	SOURCE\Campaign.c	0xf50b8	0x10	data	0x8	2	0x190	local	candidate-coff-reloc-bijection
$SG36989	SOURCE\Campaign.c	0xf50c8	0x4	data	0x8	2	0x1a0	local	candidate-coff-reloc-bijection
$SG36991	SOURCE\Campaign.c	0xf50cc	0x8	data	0x4	2	0x1a4	local	candidate-coff-reloc-bijection
$SG36993	SOURCE\Campaign.c	0xf50d4	0x8	data	0x4	2	0x1ac	local	candidate-coff-reloc-bijection
$SG36995	SOURCE\Campaign.c	0xf50dc	0x10	data	0x4	2	0x1b4	local	candidate-coff-reloc-bijection
$SG36996	SOURCE\Campaign.c	0xf50ec	0x8	data	0x4	2	0x1c4	local	candidate-coff-reloc-bijection
$SG36998	SOURCE\Campaign.c	0xf50f4	0xc	data	0x4	2	0x1cc	local	candidate-coff-reloc-bijection
$SG36999	SOURCE\Campaign.c	0xf5100	0x8	data	0x8	2	0x1d8	local	candidate-coff-reloc-bijection
$SG37001	SOURCE\Campaign.c	0xf5108	0x4	data	0x8	2	0x1e0	local	candidate-coff-reloc-bijection
$SG37051	SOURCE\Campaign.c	0xf510c	0x4c	data	0x4	2	0x1e4	local	candidate-coff-reloc-bijection
$SG37076	SOURCE\Campaign.c	0xf5158	0x10	data	0x8	2	0x230	local	candidate-coff-reloc-bijection
$SG37078	SOURCE\Campaign.c	0xf5168	0x10	data	0x8	2	0x240	local	candidate-coff-reloc-bijection
$SG37080	SOURCE\Campaign.c	0xf5178	0xd	data	0x8	2	0x250	local	candidate-coff-reloc-bijection
$SG5950	SOURCE\Castle.c	0xef5f4	0xc	data	0x4	2	0x14	local	candidate-coff-section-translation
$SG5958	SOURCE\Castle.c	0xef600	0x18	data	0x8	2	0x20	local	candidate-coff-section-translation
$SG5973	SOURCE\Castle.c	0xef618	0x10	data	0x8	2	0x38	local	candidate-coff-section-translation
$SG5976	SOURCE\Castle.c	0xef628	0x4	data	0x8	2	0x48	local	candidate-coff-section-translation
$SG5980	SOURCE\Castle.c	0xef62c	0x4	data	0x4	2	0x4c	local	candidate-coff-section-translation
$SG5981	SOURCE\Castle.c	0xef630	0x4	data	0x8	2	0x50	local	candidate-coff-section-translation
$SG5985	SOURCE\Castle.c	0xef634	0x4	data	0x4	2	0x54	local	candidate-coff-section-translation
$SG6005	SOURCE\Castle.c	0xef638	0x10	data	0x8	2	0x58	local	candidate-coff-section-translation
$SG6020	SOURCE\Castle.c	0xef648	0x10	data	0x8	2	0x68	local	candidate-coff-section-translation
$SG6034	SOURCE\Castle.c	0xef658	0x10	data	0x8	2	0x78	local	candidate-coff-section-translation
$SG6039	SOURCE\Castle.c	0xef668	0x10	data	0x8	2	0x88	local	candidate-coff-section-translation
$SG6090	SOURCE\Castle.c	0xef678	0x30	data	0x8	2	0x98	local	candidate-coff-section-translation
$SG6130	SOURCE\Castle.c	0xef6a8	0xa4	data	0x8	2	0xc8	local	candidate-coff-section-translation
$SG6134	SOURCE\Castle.c	0xef74c	0x7a	data	0x4	2	0x16c	local	candidate-coff-section-translation
$SG36564	SOURCE\DRAWING.c	0xed22c	0x8	data	0x4	2	0x8	local	candidate-coff-reloc-bijection
$SG36571	SOURCE\DRAWING.c	0xed234	0x4	data	0x4	2	0x10	local	candidate-coff-reloc-bijection
$SG36572	SOURCE\DRAWING.c	0xed238	0x4	data	0x4	2	0x14	local	candidate-coff-reloc-bijection
$SG36573	SOURCE\DRAWING.c	0xed23c	0x4	data	0x4	2	0x18	local	candidate-coff-reloc-bijection
$SG36578	SOURCE\DRAWING.c	0xed240	0x4	data	0x4	2	0x1c	local	candidate-coff-reloc-bijection
$SG36595	SOURCE\DRAWING.c	0xed244	0x4	data	0x4	2	0x20	local	candidate-coff-reloc-bijection
$SG36600	SOURCE\DRAWING.c	0xed248	0x4	data	0x4	2	0x24	local	candidate-coff-reloc-bijection
$SG36604	SOURCE\DRAWING.c	0xed24c	0x4	data	0x4	2	0x28	local	candidate-coff-reloc-bijection
$SG36607	SOURCE\DRAWING.c	0xed250	0x4	data	0x4	2	0x2c	local	candidate-coff-reloc-bijection
$SG36609	SOURCE\DRAWING.c	0xed254	0x4	data	0x4	2	0x30	local	candidate-coff-reloc-bijection
$SG36647	SOURCE\DRAWING.c	0xed258	0x4	data	0x4	2	0x34	local	candidate-coff-reloc-bijection
$SG36757	SOURCE\DRAWING.c	0xed260	0x10	data	0x4	2	0x38	local	candidate-coff-reloc-bijection
$SG36759	SOURCE\DRAWING.c	0xed270	0x10	data	0x4	2	0x48	local	candidate-coff-reloc-bijection
$SG36763	SOURCE\DRAWING.c	0xed280	0x10	data	0x4	2	0x58	local	candidate-coff-reloc-bijection
$SG37000	SOURCE\DRAWING.c	0xed294	0x4	data	0x4	2	0x68	local	candidate-coff-reloc-bijection
$SG37002	SOURCE\DRAWING.c	0xed298	0x4	data	0x4	2	0x6c	local	candidate-coff-reloc-bijection
$SG37004	SOURCE\DRAWING.c	0xed29c	0x4	data	0x4	2	0x70	local	candidate-coff-reloc-bijection
$SG37007	SOURCE\DRAWING.c	0xed2a0	0x8	data	0x4	2	0x74	local	candidate-coff-reloc-bijection
$SG37030	SOURCE\DRAWING.c	0xed2a8	0x3	data	0x4	2	0x7c	local	candidate-coff-reloc-bijection
?sourceLineBase@?1??DoNetCombat@advManager@@QAEHPAD@Z@4FA	SOURCE\EVENTS.c	0x11c9b4	0x4	data	0x4	2	0x8	local	aligned-relocation-addend
?sourceLineBase@?1??DoCombat@advManager@@QAEHHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHHH@Z@4FA	SOURCE\EVENTS.c	0x11ca94	0x4	data	0x4	2	0xc	local	candidate-coff-reloc-bijection
?sourceLineBase@?1??SendHeroTownData@advManager@@QAEXHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHHHHHH@Z@4FA	SOURCE\EVENTS.c	0x11cbac	0x4	data	0x4	2	0x10	local	aligned-relocation-addend
?sourceLineBase@?1??ReceiveHeroTownData@advManager@@QAEXPADPAH11PAPAVhero@@PAPAVarmyGroup@@PAPAVtown@@23111PAC55@Z@4FA	SOURCE\EVENTS.c	0x11cc08	0x4	data	0x4	2	0x14	local	aligned-relocation-addend
$SG39348	SOURCE\EVENTS.c	0x117620	0xb8	data	0x4	2	0x1c	local	unique-literal-payload
$SG39350	SOURCE\EVENTS.c	0x1176d8	0xb8	data	0x4	2	0xd4	local	unique-literal-payload
$SG39354	SOURCE\EVENTS.c	0x117790	0x50	data	0x4	2	0x18c	local	unique-literal-payload
$SG39356	SOURCE\EVENTS.c	0x1177e0	0xa8	data	0x4	2	0x1dc	local	unique-literal-payload
$SG39358	SOURCE\EVENTS.c	0x117888	0x40	data	0x4	2	0x284	local	unique-literal-payload
$SG39372	SOURCE\EVENTS.c	0x1178c8	0x70	data	0x4	2	0x2c4	local	unique-literal-payload
$SG39374	SOURCE\EVENTS.c	0x117938	0xb8	data	0x4	2	0x334	local	unique-literal-payload
$SG39376	SOURCE\EVENTS.c	0x1179f0	0x54	data	0x4	2	0x3ec	local	unique-literal-payload
$SG39388	SOURCE\EVENTS.c	0x117bf4	0xa0	data	0x4	2	0x440	local	unique-literal-payload
$SG39392	SOURCE\EVENTS.c	0x117b70	0x84	data	0x4	2	0x4e0	local	unique-literal-payload
$SG39394	SOURCE\EVENTS.c	0x117ae0	0x90	data	0x4	2	0x564	local	unique-literal-payload
$SG39396	SOURCE\EVENTS.c	0x117a44	0x9c	data	0x4	2	0x5f4	local	unique-literal-payload
$SG39408	SOURCE\EVENTS.c	0x117d7c	0x13c	data	0x4	2	0x690	local	unique-literal-payload
$SG39412	SOURCE\EVENTS.c	0x117d3c	0x40	data	0x4	2	0x7cc	local	unique-literal-payload
$SG39414	SOURCE\EVENTS.c	0x117cec	0x50	data	0x4	2	0x80c	local	unique-literal-payload
$SG39416	SOURCE\EVENTS.c	0x117c94	0x58	data	0x4	2	0x85c	local	unique-literal-payload
$SG39421	SOURCE\EVENTS.c	0x117f9c	0x6c	data	0x4	2	0x8b4	local	unique-literal-payload
$SG39423	SOURCE\EVENTS.c	0x117f2c	0x70	data	0x4	2	0x920	local	unique-literal-payload
$SG39425	SOURCE\EVENTS.c	0x117eb8	0x74	data	0x4	2	0x990	local	unique-literal-payload
$SG39432	SOURCE\EVENTS.c	0x118008	0x40	data	0x4	2	0xa04	local	unique-literal-payload
$SG39434	SOURCE\EVENTS.c	0x118048	0x40	data	0x4	2	0xa44	local	unique-literal-payload
$SG39436	SOURCE\EVENTS.c	0x118088	0x50	data	0x4	2	0xa84	local	unique-literal-payload
$SG39438	SOURCE\EVENTS.c	0x1180d8	0x4c	data	0x4	2	0xad4	local	unique-literal-payload
$SG39441	SOURCE\EVENTS.c	0x118124	0xb0	data	0x4	2	0xb20	local	unique-literal-payload
$SG39443	SOURCE\EVENTS.c	0x1181d4	0xbc	data	0x4	2	0xbd0	local	unique-literal-payload
$SG39446	SOURCE\EVENTS.c	0x118290	0x80	data	0x4	2	0xc8c	local	unique-literal-payload
$SG39448	SOURCE\EVENTS.c	0x118310	0xc0	data	0x4	2	0xd0c	local	unique-literal-payload
$SG39453	SOURCE\EVENTS.c	0x1185ac	0x8c	data	0x4	2	0xdcc	local	unique-literal-payload
$SG39455	SOURCE\EVENTS.c	0x1184a4	0x108	data	0x4	2	0xe58	local	unique-literal-payload
$SG39457	SOURCE\EVENTS.c	0x1183d0	0xd4	data	0x4	2	0xf60	local	unique-literal-payload
$SG39460	SOURCE\EVENTS.c	0x118638	0x64	data	0x4	2	0x1034	local	unique-literal-payload
$SG39463	SOURCE\EVENTS.c	0x118720	0x80	data	0x4	2	0x1098	local	unique-literal-payload
$SG39465	SOURCE\EVENTS.c	0x11869c	0x84	data	0x4	2	0x1118	local	unique-literal-payload
$SG39469	SOURCE\EVENTS.c	0x118854	0x50	data	0x4	2	0x119c	local	unique-literal-payload
$SG39471	SOURCE\EVENTS.c	0x1187e8	0x6c	data	0x4	2	0x11ec	local	unique-literal-payload
$SG39473	SOURCE\EVENTS.c	0x1187a0	0x48	data	0x4	2	0x1258	local	unique-literal-payload
$SG39478	SOURCE\EVENTS.c	0x1188a4	0x10	data	0x4	2	0x12a0	local	unique-literal-payload
$SG39488	SOURCE\EVENTS.c	0x1188b4	0x4	data	0x4	2	0x12b0	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39492	SOURCE\EVENTS.c	0x1188b8	0x4	data	0x4	2	0x12b4	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39495	SOURCE\EVENTS.c	0x1188bc	0x4	data	0x4	2	0x12b8	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39498	SOURCE\EVENTS.c	0x1188c0	0x4	data	0x4	2	0x12bc	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39502	SOURCE\EVENTS.c	0x11892c	0xb8	data	0x4	2	0x12c0	local	unique-literal-payload
$SG39507	SOURCE\EVENTS.c	0x1188c4	0x68	data	0x4	2	0x1378	local	unique-literal-payload
$SG39510	SOURCE\EVENTS.c	0x1189e4	0x4	data	0x4	2	0x13e0	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39512	SOURCE\EVENTS.c	0x1189e8	0x4	data	0x4	2	0x13e4	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39515	SOURCE\EVENTS.c	0x1189ec	0x4	data	0x4	2	0x13e8	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39517	SOURCE\EVENTS.c	0x1189f0	0x4	data	0x4	2	0x13ec	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39520	SOURCE\EVENTS.c	0x118a9c	0x90	data	0x4	2	0x13f0	local	unique-literal-payload
$SG39522	SOURCE\EVENTS.c	0x1189f4	0xa8	data	0x4	2	0x1480	local	unique-literal-payload
$SG39525	SOURCE\EVENTS.c	0x118b2c	0x4	data	0x4	2	0x1528	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39527	SOURCE\EVENTS.c	0x118b30	0x4	data	0x4	2	0x152c	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39530	SOURCE\EVENTS.c	0x118bd4	0x8c	data	0x4	2	0x1530	local	unique-literal-payload
$SG39532	SOURCE\EVENTS.c	0x118b34	0xa0	data	0x4	2	0x15bc	local	unique-literal-payload
$SG39535	SOURCE\EVENTS.c	0x118ce8	0x7c	data	0x4	2	0x165c	local	unique-literal-payload
$SG39537	SOURCE\EVENTS.c	0x118c60	0x88	data	0x4	2	0x16d8	local	unique-literal-payload
$SG39540	SOURCE\EVENTS.c	0x118dc0	0x50	data	0x4	2	0x1760	local	unique-literal-payload
$SG39542	SOURCE\EVENTS.c	0x118d64	0x5c	data	0x4	2	0x17b0	local	unique-literal-payload
$SG39545	SOURCE\EVENTS.c	0x118e10	0x4c	data	0x4	2	0x180c	local	unique-literal-payload
$SG39547	SOURCE\EVENTS.c	0x118e5c	0x68	data	0x4	2	0x1858	local	unique-literal-payload
$SG39551	SOURCE\EVENTS.c	0x118ff4	0x9c	data	0x4	2	0x18c0	local	unique-literal-payload
$SG39553	SOURCE\EVENTS.c	0x118f6c	0x88	data	0x4	2	0x195c	local	unique-literal-payload
$SG39554	SOURCE\EVENTS.c	0x118ec4	0xa8	data	0x4	2	0x19e4	local	unique-literal-payload
$SG39561	SOURCE\EVENTS.c	0x119090	0x4	data	0x4	2	0x1a8c	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39564	SOURCE\EVENTS.c	0x119094	0xc	data	0x4	2	0x1a90	local	unique-literal-payload
$SG39565	SOURCE\EVENTS.c	0x1190a0	0x4	data	0x4	2	0x1a9c	local	candidate-coff-remaining-slot-bijection
$SG39568	SOURCE\EVENTS.c	0x1190ac	0x4	data	0x4	2	0x1aa0	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39572	SOURCE\EVENTS.c	0x1191a4	0xc8	data	0x4	2	0x1aa4	local	unique-literal-payload
$SG39574	SOURCE\EVENTS.c	0x11912c	0x78	data	0x4	2	0x1b6c	local	unique-literal-payload
$SG39576	SOURCE\EVENTS.c	0x1190b0	0x7c	data	0x4	2	0x1be4	local	unique-literal-payload
$SG39579	SOURCE\EVENTS.c	0x1192dc	0x50	data	0x4	2	0x1c60	local	unique-literal-payload
$SG39581	SOURCE\EVENTS.c	0x11926c	0x70	data	0x4	2	0x1cb0	local	unique-literal-payload
$SG39584	SOURCE\EVENTS.c	0x1193e8	0x9c	data	0x4	2	0x1d20	local	unique-literal-payload
$SG39586	SOURCE\EVENTS.c	0x11932c	0xbc	data	0x4	2	0x1dbc	local	unique-literal-payload
$SG39589	SOURCE\EVENTS.c	0x1194d8	0xc4	data	0x4	2	0x1e78	local	unique-literal-payload
$SG39591	SOURCE\EVENTS.c	0x119484	0x54	data	0x4	2	0x1f3c	local	unique-literal-payload
$SG39594	SOURCE\EVENTS.c	0x119644	0xa0	data	0x4	2	0x1f90	local	unique-literal-payload
$SG39596	SOURCE\EVENTS.c	0x11959c	0xa8	data	0x4	2	0x2030	local	unique-literal-payload
$SG39599	SOURCE\EVENTS.c	0x1196e4	0x4	data	0x4	2	0x20d8	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39601	SOURCE\EVENTS.c	0x1196e8	0x4	data	0x4	2	0x20dc	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39604	SOURCE\EVENTS.c	0x1196ec	0x4	data	0x4	2	0x20e0	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39606	SOURCE\EVENTS.c	0x1196f0	0x4	data	0x4	2	0x20e4	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39610	SOURCE\EVENTS.c	0x1196f4	0x4	data	0x4	2	0x20e8	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39612	SOURCE\EVENTS.c	0x1196f8	0x4	data	0x4	2	0x20ec	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39614	SOURCE\EVENTS.c	0x1196fc	0x4	data	0x4	2	0x20f0	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39619	SOURCE\EVENTS.c	0x119700	0x88	data	0x4	2	0x20f4	local	unique-literal-payload
$SG39621	SOURCE\EVENTS.c	0x119788	0x88	data	0x4	2	0x217c	local	unique-literal-payload
$SG39625	SOURCE\EVENTS.c	0x119810	0x78	data	0x4	2	0x2204	local	unique-literal-payload
$SG39627	SOURCE\EVENTS.c	0x119888	0x8c	data	0x4	2	0x227c	local	unique-literal-payload
$SG39631	SOURCE\EVENTS.c	0x119914	0x9c	data	0x4	2	0x2308	local	unique-literal-payload
$SG39634	SOURCE\EVENTS.c	0x1199b0	0x54	data	0x4	2	0x23a4	local	unique-literal-payload
$SG39637	SOURCE\EVENTS.c	0x119a04	0xa4	data	0x4	2	0x23f8	local	unique-literal-payload
$SG39642	SOURCE\EVENTS.c	0x119aa8	0x84	data	0x4	2	0x249c	local	unique-literal-payload
$SG39646	SOURCE\EVENTS.c	0x119b2c	0x88	data	0x4	2	0x2520	local	unique-literal-payload
$SG39649	SOURCE\EVENTS.c	0x119bb4	0x78	data	0x4	2	0x25a8	local	unique-literal-payload
$SG39652	SOURCE\EVENTS.c	0x119c2c	0xa8	data	0x4	2	0x2620	local	unique-literal-payload
$SG39657	SOURCE\EVENTS.c	0x119cd4	0x78	data	0x4	2	0x26c8	local	unique-literal-payload
$SG39661	SOURCE\EVENTS.c	0x119d4c	0x80	data	0x4	2	0x2740	local	unique-literal-payload
$SG39664	SOURCE\EVENTS.c	0x119dcc	0x9c	data	0x4	2	0x27c0	local	unique-literal-payload
$SG39669	SOURCE\EVENTS.c	0x119e68	0xa0	data	0x4	2	0x285c	local	unique-literal-payload
$SG39674	SOURCE\EVENTS.c	0x119f08	0x7c	data	0x4	2	0x28fc	local	unique-literal-payload
$SG39678	SOURCE\EVENTS.c	0x119f84	0x4	data	0x4	2	0x2978	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39680	SOURCE\EVENTS.c	0x119f88	0x4	data	0x4	2	0x297c	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39684	SOURCE\EVENTS.c	0x119f8c	0x4	data	0x4	2	0x2980	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39686	SOURCE\EVENTS.c	0x119f90	0x4	data	0x4	2	0x2984	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39693	SOURCE\EVENTS.c	0x119f94	0x4	data	0x4	2	0x2988	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39695	SOURCE\EVENTS.c	0x119f98	0x4	data	0x4	2	0x298c	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39703	SOURCE\EVENTS.c	0x11a038	0xac	data	0x4	2	0x2990	local	unique-literal-payload
$SG39706	SOURCE\EVENTS.c	0x11a1cc	0x8c	data	0x4	2	0x2a3c	local	unique-literal-payload
$SG39708	SOURCE\EVENTS.c	0x11a0e4	0xe8	data	0x4	2	0x2ac8	local	unique-literal-payload
$SG39712	SOURCE\EVENTS.c	0x11a304	0x8c	data	0x4	2	0x2bb0	local	unique-literal-payload
$SG39714	SOURCE\EVENTS.c	0x11a258	0xac	data	0x4	2	0x2c3c	local	unique-literal-payload
$SG39717	SOURCE\EVENTS.c	0x119f9c	0x9c	data	0x4	2	0x2ce8	local	unique-literal-payload
$SG39719	SOURCE\EVENTS.c	0x11a390	0x4	data	0x4	2	0x2d84	local	candidate-coff-equivalence-class:EVENTS-data-empty-4
$SG39722	SOURCE\EVENTS.c	0x11a394	0x10	data	0x4	2	0x2d88	local	unique-literal-payload
$SG39724	SOURCE\EVENTS.c	0x11a3a4	0x1c	data	0x4	2	0x2d98	local	unique-literal-payload
$SG39727	SOURCE\EVENTS.c	0x11a3c0	0xb0	data	0x4	2	0x2db4	local	unique-literal-payload
$SG39728	SOURCE\EVENTS.c	0x11a470	0xc	data	0x4	2	0x2e64	local	bounded-section-delta
$SG39732	SOURCE\EVENTS.c	0x11a47c	0xa8	data	0x4	2	0x2e70	local	unique-literal-payload
$SG39733	SOURCE\EVENTS.c	0x11a524	0xc	data	0x4	2	0x2f18	local	bounded-section-delta
$SG39736	SOURCE\EVENTS.c	0x11a530	0xb4	data	0x4	2	0x2f24	local	unique-literal-payload
$SG39737	SOURCE\EVENTS.c	0x11a5e4	0xc	data	0x4	2	0x2fd8	local	candidate-coff-remaining-slot-bijection
$SG39739	SOURCE\EVENTS.c	0x11a658	0x40	data	0x4	2	0x2fe4	local	candidate-coff-remaining-slot-bijection
$SG39742	SOURCE\EVENTS.c	0x11a5f0	0x68	data	0x4	2	0x3024	local	unique-literal-payload
$SG39771	SOURCE\EVENTS.c	0x11a698	0x40	data	0x4	2	0x308c	local	unique-literal-payload
$SG39773	SOURCE\EVENTS.c	0x11a6d8	0xe0	data	0x4	2	0x30cc	local	unique-literal-payload
$SG39787	SOURCE\EVENTS.c	0x11aaa8	0x70	data	0x4	2	0x31ac	local	unique-literal-payload
$SG39791	SOURCE\EVENTS.c	0x11ab18	0x78	data	0x4	2	0x321c	local	candidate-coff-equivalence-class:EVENTS-data-leprechaun-cannot-pay
$SG39793	SOURCE\EVENTS.c	0x11ab90	0x60	data	0x4	2	0x3294	local	candidate-coff-equivalence-class:EVENTS-data-leprechaun-refusal
$SG39796	SOURCE\EVENTS.c	0x11a95c	0xa0	data	0x4	2	0x32f4	local	unique-literal-payload
$SG39799	SOURCE\EVENTS.c	0x11a9fc	0xac	data	0x4	2	0x3394	local	unique-literal-payload
$SG39801	SOURCE\EVENTS.c	0x11abf0	0x7c	data	0x4	2	0x3440	local	unique-literal-payload
$SG39805	SOURCE\EVENTS.c	0x11ac6c	0x78	data	0x4	2	0x34bc	local	bounded-section-delta
$SG39807	SOURCE\EVENTS.c	0x11ace4	0x60	data	0x4	2	0x3534	local	bounded-section-delta
$SG39809	SOURCE\EVENTS.c	0x11ad44	0x7c	data	0x4	2	0x3594	local	unique-literal-payload
$SG39813	SOURCE\EVENTS.c	0x11adc0	0x78	data	0x4	2	0x3610	local	candidate-coff-equivalence-class:EVENTS-data-leprechaun-cannot-pay
$SG39815	SOURCE\EVENTS.c	0x11ae38	0x60	data	0x4	2	0x3688	local	candidate-coff-equivalence-class:EVENTS-data-leprechaun-refusal
$SG39818	SOURCE\EVENTS.c	0x11a7b8	0x88	data	0x4	2	0x36e8	local	unique-literal-payload
$SG39820	SOURCE\EVENTS.c	0x11a840	0x9c	data	0x4	2	0x3770	local	unique-literal-payload
$SG39822	SOURCE\EVENTS.c	0x11a904	0x58	data	0x4	2	0x380c	local	unique-literal-payload
$SG39824	SOURCE\EVENTS.c	0x11a8dc	0x28	data	0x4	2	0x3864	local	unique-literal-payload
$SG39841	SOURCE\EVENTS.c	0x11ae98	0x7c	data	0x4	2	0x388c	local	unique-literal-payload
$SG39844	SOURCE\EVENTS.c	0x11af14	0x40	data	0x4	2	0x3908	local	unique-literal-payload
$SG39845	SOURCE\EVENTS.c	0x11af54	0xec	data	0x4	2	0x3948	local	unique-literal-payload
$SG39848	SOURCE\EVENTS.c	0x11b040	0x50	data	0x4	2	0x3a34	local	unique-literal-payload
$SG39854	SOURCE\EVENTS.c	0x11b090	0x8c	data	0x4	2	0x3a84	local	unique-literal-payload
$SG39860	SOURCE\EVENTS.c	0x11b11c	0x90	data	0x4	2	0x3b10	local	unique-literal-payload
$SG39862	SOURCE\EVENTS.c	0x11b1ac	0x98	data	0x4	2	0x3ba0	local	unique-literal-payload
$SG39864	SOURCE\EVENTS.c	0x11b244	0xac	data	0x4	2	0x3c38	local	unique-literal-payload
$SG39867	SOURCE\EVENTS.c	0x11b2f0	0x78	data	0x4	2	0x3ce4	local	unique-literal-payload
$SG39871	SOURCE\EVENTS.c	0x11b368	0x8c	data	0x4	2	0x3d5c	local	unique-literal-payload
$SG39878	SOURCE\EVENTS.c	0x11b3f4	0x94	data	0x4	2	0x3de8	local	unique-literal-payload
$SG39882	SOURCE\EVENTS.c	0x11b488	0x4c	data	0x4	2	0x3e7c	local	unique-literal-payload
$SG39884	SOURCE\EVENTS.c	0x11b4d4	0x4	data	0x4	2	0x3ec8	local	bounded-section-delta
$SG39891	SOURCE\EVENTS.c	0x11b4d8	0x4	data	0x4	2	0x3ecc	local	bounded-section-delta
$SG39896	SOURCE\EVENTS.c	0x11b4dc	0x8c	data	0x4	2	0x3ed0	local	unique-literal-payload
$SG39903	SOURCE\EVENTS.c	0x11b568	0x98	data	0x4	2	0x3f5c	local	unique-literal-payload
$SG39907	SOURCE\EVENTS.c	0x11b600	0x50	data	0x4	2	0x3ff4	local	unique-literal-payload
$SG39909	SOURCE\EVENTS.c	0x11b650	0xbc	data	0x4	2	0x4044	local	unique-literal-payload
$SG39912	SOURCE\EVENTS.c	0x11b70c	0x7c	data	0x4	2	0x4100	local	unique-literal-payload
$SG39916	SOURCE\EVENTS.c	0x11b788	0x6c	data	0x4	2	0x417c	local	unique-literal-payload
