# Compiler/linker allocations without a source DATA() definition.
name	object	rva	size	storage	alignment	section_ordinal	section_offset	scope	provenance
??_C@_07PCHH@Unknown?$AA@	BASE\BASEMGR.c	0x11fd34	0x8	data	0x4	3	0x0	external	candidate-coff-section-translation
??_7baseManager@@6B@	BASE\BASEMGR.c	0xeba70	0xc	rdata	0x8	4	0x0	external	candidate-coff-section-translation
??_7bitmap@@6B@	BASE\BITMAP.c	0xeba3c	0x4	rdata	0x4	4	0x0	external	candidate-coff-section-translation
??_7border@@6B@	BASE\BORDER.c	0xeba60	0xc	rdata	0x8	3	0x0	external	candidate-coff-section-translation
??_7button@@6B@	BASE\BUTTON.c	0xebaf0	0xc	rdata	0x8	4	0x0	external	candidate-coff-section-translation
$T33150	BASE\Blur.c	0xeba84	0x4	rdata	0x4	4	0x0	local	candidate-coff-section-translation
$SG4018	BASE\Bzip.c	0x120364	0x14	data	0x4	2	0x414	local	candidate-coff-section-translation
$SG4024	BASE\Bzip.c	0x120378	0x14	data	0x8	2	0x428	local	candidate-coff-section-translation
$SG4061	BASE\Bzip.c	0x12038c	0x8	data	0x4	2	0x43c	local	candidate-coff-section-translation
$SG4124	BASE\Bzip.c	0x120394	0x2c	data	0x4	2	0x444	local	candidate-coff-section-translation
$SG4161	BASE\Bzip.c	0x1203c0	0x18	data	0x8	2	0x470	local	candidate-coff-section-translation
$SG4181	BASE\Bzip.c	0x1203d8	0x8	data	0x8	2	0x488	local	candidate-coff-section-translation
$SG4217	BASE\Bzip.c	0x1203e0	0x8	data	0x8	2	0x490	local	candidate-coff-section-translation
$SG4219	BASE\Bzip.c	0x1203e8	0x4	data	0x8	2	0x498	local	candidate-coff-section-translation
$SG4221	BASE\Bzip.c	0x1203ec	0x4	data	0x4	2	0x49c	local	candidate-coff-section-translation
$SG4223	BASE\Bzip.c	0x1203f0	0x8	data	0x8	2	0x4a0	local	candidate-coff-section-translation
$SG4225	BASE\Bzip.c	0x1203f8	0x8	data	0x8	2	0x4a8	local	candidate-coff-section-translation
$SG4227	BASE\Bzip.c	0x120400	0x8	data	0x8	2	0x4b0	local	candidate-coff-section-translation
$SG4229	BASE\Bzip.c	0x120408	0x8	data	0x8	2	0x4b8	local	candidate-coff-section-translation
$SG4231	BASE\Bzip.c	0x120410	0x8	data	0x8	2	0x4c0	local	candidate-coff-section-translation
$SG4278	BASE\Bzip.c	0x120418	0x18	data	0x8	2	0x4c8	local	candidate-coff-section-translation
$SG4284	BASE\Bzip.c	0x120430	0x28	data	0x8	2	0x4e0	local	candidate-coff-section-translation
$SG4288	BASE\Bzip.c	0x120458	0x28	data	0x8	2	0x508	local	candidate-coff-section-translation
$SG4292	BASE\Bzip.c	0x120480	0x28	data	0x8	2	0x530	local	candidate-coff-section-translation
$SG4300	BASE\Bzip.c	0x1204a8	0x28	data	0x8	2	0x558	local	candidate-coff-section-translation
$SG4305	BASE\Bzip.c	0x1204d0	0x28	data	0x8	2	0x580	local	candidate-coff-section-translation
$SG4310	BASE\Bzip.c	0x1204f8	0x28	data	0x8	2	0x5a8	local	candidate-coff-section-translation
$SG4322	BASE\Bzip.c	0x120520	0x28	data	0x8	2	0x5d0	local	candidate-coff-section-translation
$SG4326	BASE\Bzip.c	0x120548	0x28	data	0x8	2	0x5f8	local	candidate-coff-section-translation
$SG4330	BASE\Bzip.c	0x120570	0x28	data	0x8	2	0x620	local	candidate-coff-section-translation
$SG4340	BASE\Bzip.c	0x120598	0x28	data	0x8	2	0x648	local	candidate-coff-section-translation
$SG4345	BASE\Bzip.c	0x1205c0	0x28	data	0x8	2	0x670	local	candidate-coff-section-translation
$SG4350	BASE\Bzip.c	0x1205e8	0x28	data	0x8	2	0x698	local	candidate-coff-section-translation
$SG4471	BASE\Bzip.c	0x120610	0x14	data	0x8	2	0x6c0	local	candidate-coff-section-translation
$SG4473	BASE\Bzip.c	0x120624	0x1c	data	0x4	2	0x6d4	local	candidate-coff-section-translation
$SG4608	BASE\Bzip.c	0x120640	0x14	data	0x8	2	0x6f0	local	candidate-coff-section-translation
$SG4613	BASE\Bzip.c	0x120654	0x14	data	0x4	2	0x704	local	candidate-coff-section-translation
$SG4619	BASE\Bzip.c	0x120668	0x14	data	0x8	2	0x718	local	candidate-coff-section-translation
$SG4652	BASE\Bzip.c	0x12067c	0xc	data	0x4	2	0x72c	local	candidate-coff-section-translation
$SG4664	BASE\Bzip.c	0x120688	0x38	data	0x8	2	0x738	local	candidate-coff-section-translation
$SG4672	BASE\Bzip.c	0x1206c0	0x4	data	0x8	2	0x770	local	candidate-coff-section-translation
$SG4677	BASE\Bzip.c	0x1206c4	0x4	data	0x4	2	0x774	local	candidate-coff-section-translation
$SG4684	BASE\Bzip.c	0x1206c8	0x1c	data	0x8	2	0x778	local	candidate-coff-section-translation
$SG4726	BASE\Bzip.c	0x1206e4	0xc	data	0x4	2	0x794	local	candidate-coff-section-translation
$SG4759	BASE\Bzip.c	0x1206f0	0x1c	data	0x8	2	0x7a0	local	candidate-coff-section-translation
$SG4846	BASE\Bzip.c	0x12070c	0x14	data	0x4	2	0x7bc	local	candidate-coff-section-translation
$SG4848	BASE\Bzip.c	0x120720	0x10	data	0x8	2	0x7d0	local	candidate-coff-section-translation
$SG4852	BASE\Bzip.c	0x120730	0x4	data	0x8	2	0x7e0	local	candidate-coff-section-translation
$SG4853	BASE\Bzip.c	0x120734	0x4	data	0x4	2	0x7e4	local	candidate-coff-section-translation
$SG4863	BASE\Bzip.c	0x120738	0x3c	data	0x8	2	0x7e8	local	candidate-coff-section-translation
$SG4865	BASE\Bzip.c	0x120774	0x4	data	0x4	2	0x824	local	candidate-coff-section-translation
$SG4887	BASE\Bzip.c	0x120778	0x4	data	0x8	2	0x828	local	candidate-coff-section-translation
$SG4892	BASE\Bzip.c	0x12077c	0x10	data	0x4	2	0x82c	local	candidate-coff-section-translation
$SG4894	BASE\Bzip.c	0x12078c	0x4	data	0x4	2	0x83c	local	candidate-coff-section-translation
$SG4896	BASE\Bzip.c	0x120790	0x4	data	0x8	2	0x840	local	candidate-coff-section-translation
$SG4898	BASE\Bzip.c	0x120794	0x4	data	0x4	2	0x844	local	candidate-coff-section-translation
$SG4900	BASE\Bzip.c	0x120798	0x4	data	0x8	2	0x848	local	candidate-coff-section-translation
$SG4902	BASE\Bzip.c	0x12079c	0x28	data	0x4	2	0x84c	local	candidate-coff-section-translation
$SG4915	BASE\Bzip.c	0x1207c4	0xa4	data	0x4	2	0x874	local	candidate-coff-section-translation
$SG4918	BASE\Bzip.c	0x120868	0x60	data	0x8	2	0x918	local	candidate-coff-section-translation
$SG4921	BASE\Bzip.c	0x1208c8	0x44	data	0x8	2	0x978	local	candidate-coff-section-translation
$SG4924	BASE\Bzip.c	0x12090c	0x64	data	0x4	2	0x9bc	local	candidate-coff-section-translation
$SG4927	BASE\Bzip.c	0x120970	0x58	data	0x8	2	0xa20	local	candidate-coff-section-translation
$SG4930	BASE\Bzip.c	0x1209c8	0x54	data	0x8	2	0xa78	local	candidate-coff-section-translation
$SG4933	BASE\Bzip.c	0x120a1c	0x30	data	0x4	2	0xacc	local	candidate-coff-section-translation
$SG4937	BASE\Bzip.c	0x120a4c	0x90	data	0x4	2	0xafc	local	candidate-coff-section-translation
$SG4939	BASE\Bzip.c	0x120adc	0x7c	data	0x4	2	0xb8c	local	candidate-coff-section-translation
$SG4943	BASE\Bzip.c	0x120b58	0x90	data	0x8	2	0xc08	local	candidate-coff-section-translation
$SG4947	BASE\Bzip.c	0x120be8	0x90	data	0x8	2	0xc98	local	candidate-coff-section-translation
$SG4957	BASE\Bzip.c	0x120c78	0x4	data	0x8	2	0xd28	local	candidate-coff-section-translation
$SG4958	BASE\Bzip.c	0x120c7c	0x4	data	0x4	2	0xd2c	local	candidate-coff-section-translation
$SG4959	BASE\Bzip.c	0x120c80	0x4	data	0x8	2	0xd30	local	candidate-coff-section-translation
$SG4967	BASE\Bzip.c	0x120c84	0x4	data	0x4	2	0xd34	local	candidate-coff-section-translation
$SG4968	BASE\Bzip.c	0x120c88	0x4	data	0x8	2	0xd38	local	candidate-coff-section-translation
$SG4979	BASE\Bzip.c	0x120c8c	0xc	data	0x4	2	0xd3c	local	candidate-coff-section-translation
$SG4980	BASE\Bzip.c	0x120c98	0x8	data	0x8	2	0xd48	local	candidate-coff-section-translation
$SG4981	BASE\Bzip.c	0x120ca0	0x4	data	0x8	2	0xd50	local	candidate-coff-section-translation
$SG4987	BASE\Bzip.c	0x120ca4	0x4	data	0x4	2	0xd54	local	candidate-coff-section-translation
$SG4988	BASE\Bzip.c	0x120ca8	0x4	data	0x8	2	0xd58	local	candidate-coff-section-translation
$SG4998	BASE\Bzip.c	0x120cac	0x8	data	0x4	2	0xd5c	local	candidate-coff-section-translation
$SG4999	BASE\Bzip.c	0x120cb4	0x4	data	0x4	2	0xd64	local	candidate-coff-section-translation
$SG5004	BASE\Bzip.c	0x120cb8	0x4	data	0x8	2	0xd68	local	candidate-coff-section-translation
$SG5006	BASE\Bzip.c	0x120cbc	0x3	data	0x4	2	0xd6c	local	candidate-coff-section-translation
$T5032	BASE\Bzip.c	0xeba88	0x8	rdata	0x8	5	0x0	local	candidate-coff-section-translation
$T5033	BASE\Bzip.c	0xeba90	0x8	rdata	0x8	5	0x8	local	candidate-coff-section-translation
$T5034	BASE\Bzip.c	0xeba98	0x8	rdata	0x8	5	0x10	local	candidate-coff-section-translation
??_7dimmerWidget@@6B@	BASE\DIMMER.c	0xebae0	0xc	rdata	0x8	3	0x0	external	candidate-coff-section-translation
??_7font@@6B@	BASE\FONT.c	0xeb9e4	0x4	rdata	0x4	3	0x0	external	candidate-coff-section-translation
??_7icon@@6B@	BASE\ICON.c	0xeb9e8	0x4	rdata	0x4	4	0x0	external	candidate-coff-section-translation
??_7iconWidget@@6B@	BASE\ICONWDGT.c	0xeba40	0xc	rdata	0x8	3	0x0	external	candidate-coff-section-translation
??_7inputManager@@6B@	BASE\INPUTMGR.c	0xeba30	0xc	rdata	0x8	9	0x0	external	candidate-coff-section-translation
??_7mouseManager@@6B@	BASE\MOUSEMGR.c	0xeba00	0xc	rdata	0x8	5	0x0	external	candidate-coff-section-translation
??_C@_0CJ@HIPF@I?3?2Projects?2Heroes?2Prog?2BASE?2PAL@	BASE\PALETTE.c	0x11fd3c	0x29	data	0x4	3	0x0	external	candidate-coff-section-translation
??_7palette@@6B@	BASE\PALETTE.c	0xeba7c	0x4	rdata	0x4	4	0x0	external	candidate-coff-section-translation
??_C@_0CK@CPHI@I?3?2Projects?2Heroes?2Prog?2BASE?2PAL@	BASE\PALETTE.c	0x11fd68	0x2a	data	0x4	9	0x0	external	candidate-coff-section-translation
??_C@_0CL@KICP@I?3?2Projects?2Heroes?2Prog?2BASE?2PAL@	BASE\PALETTE.c	0x11fd94	0x2b	data	0x4	12	0x0	external	candidate-coff-section-translation
$SG4507	BASE\RESMGR.c	0x11e9a0	0x4	data	0x4	2	0x4	local	candidate-coff-section-translation
$SG4657	BASE\RESMGR.c	0x11e9a4	0x10	data	0x4	2	0x8	local	candidate-coff-section-translation
$SG4678	BASE\RESMGR.c	0x11e9b4	0x28	data	0x4	2	0x18	local	candidate-coff-section-translation
$SG4687	BASE\RESMGR.c	0x11e9dc	0x28	data	0x4	2	0x40	local	candidate-coff-section-translation
$SG4689	BASE\RESMGR.c	0x11ea04	0x14	data	0x4	2	0x68	local	candidate-coff-section-translation
$SG4693	BASE\RESMGR.c	0x11ea18	0x28	data	0x4	2	0x7c	local	candidate-coff-section-translation
$SG4710	BASE\RESMGR.c	0x11ea40	0x4c	data	0x4	2	0xa4	local	candidate-coff-section-translation
$SG4729	BASE\RESMGR.c	0x11ea8c	0x4c	data	0x4	2	0xf0	local	candidate-coff-section-translation
$SG4739	BASE\RESMGR.c	0x11ead8	0x28	data	0x4	2	0x13c	local	candidate-coff-section-translation
$SG4748	BASE\RESMGR.c	0x11eb00	0x28	data	0x4	2	0x164	local	candidate-coff-section-translation
$SG4757	BASE\RESMGR.c	0x11eb28	0x28	data	0x4	2	0x18c	local	candidate-coff-section-translation
$SG4781	BASE\RESMGR.c	0x11eb50	0x28	data	0x4	2	0x1b4	local	candidate-coff-section-translation
$SG4785	BASE\RESMGR.c	0x11eb78	0x49	data	0x4	2	0x1dc	local	candidate-coff-section-translation
??_7resourceManager@@6B@	BASE\RESMGR.c	0xeb9f0	0xc	rdata	0x8	5	0x0	external	candidate-coff-section-translation
??_7resource@@6B@	BASE\RESOURCE.c	0xebaac	0x4	rdata	0x4	3	0x0	external	candidate-coff-section-translation
$T32917	BASE\Ripple.c	0xeba80	0x4	rdata	0x4	3	0x0	local	candidate-coff-section-translation
??_7sample@@6B@	BASE\SAMPLE.c	0xebab4	0x4	rdata	0x4	4	0x0	external	candidate-coff-section-translation
??_7MIDIWrap@@6B@	BASE\SAMPLE.c	0xebab8	0x4	rdata	0x4	11	0x0	external	candidate-coff-section-translation
??_7textWidget@@6B@	BASE\TEXTWDGT.c	0xeba50	0xc	rdata	0x8	4	0x0	external	candidate-coff-section-translation
??_7tileset@@6B@	BASE\TILESET.c	0xebab0	0x4	rdata	0x4	4	0x0	external	candidate-coff-section-translation
??_7textEntryWidget@@6B@	BASE\Textntry.c	0xebaa0	0xc	rdata	0x8	3	0x0	external	candidate-coff-section-translation
??_C@_0CK@GEEO@I?3?2Projects?2Heroes?2Prog?2BASE?2Tex@	BASE\Textntry.c	0x120cec	0x2a	data	0x4	8	0x0	external	candidate-coff-section-translation
??_C@_0CL@CGE@I?3?2Projects?2Heroes?2Prog?2BASE?2Tex@	BASE\Textntry.c	0x120d18	0x2b	data	0x4	13	0x0	external	candidate-coff-section-translation
??_C@_0FG@FDHO@I?3?2Projects?2Heroes?2Prog?2BASE?2Tex@	BASE\Textntry.c	0x120d44	0x56	data	0x4	16	0x0	external	candidate-coff-section-translation
??_7widget@@6B@	BASE\WIDGET.c	0xebb00	0xc	rdata	0x8	3	0x0	external	candidate-coff-section-translation
$SG32501	BASE\WINDOW.c	0x11f9d0	0x14	data	0x4	3	0x0	local	candidate-coff-section-translation
$SG32509	BASE\WINDOW.c	0x11f9e4	0x12	data	0x4	3	0x14	local	candidate-coff-section-translation
??_7heroWindowManager@@6B@	BASE\WINMGR.c	0xeba10	0xc	rdata	0x8	7	0x0	external	candidate-coff-section-translation
??_7dropListWidget@@6B@	BASE\droplist.c	0xebad0	0xc	rdata	0x8	4	0x0	external	candidate-coff-section-translation
_gFYXEnd$S634	BASE\iconf2by.c	0x138108	0x4	bss	0x4	3	0x4	local	retail-code-relocation
_gFYDimPal$S643	BASE\iconf2by.c	0x13810c	0x4	bss	0x4	3	0x2c	local	retail-code-relocation
_gFYX0$S633	BASE\iconf2by.c	0x138110	0x4	bss	0x4	3	0x38	local	retail-code-relocation
_gFYDimLen2$S642	BASE\iconf2by.c	0x138114	0x4	bss	0x4	3	0x44	local	retail-code-relocation
_gFYEntry$S631	BASE\iconf2by.c	0x138118	0x4	bss	0x4	3	0x34	local	retail-code-relocation
_gFYDst$S646	BASE\iconf2by.c	0x13811c	0x4	bss	0x4	3	0x8	local	retail-code-relocation
_gFYX$S636	BASE\iconf2by.c	0x138120	0x4	bss	0x4	3	0xc	local	retail-code-relocation
_gFYSkip$S647	BASE\iconf2by.c	0x138124	0x4	bss	0x4	3	0x30	local	retail-code-relocation
_gFYSrc$S632	BASE\iconf2by.c	0x138128	0x4	bss	0x4	3	0x24	local	retail-code-relocation
_gFYColor$S640	BASE\iconf2by.c	0x13812c	0x4	bss	0x4	3	0x0	local	retail-code-relocation
_gFYDimLen$S641	BASE\iconf2by.c	0x138130	0x4	bss	0x4	3	0x1c	local	retail-code-relocation
_gFYClipB$S637	BASE\iconf2by.c	0x138134	0x4	bss	0x4	3	0x40	local	retail-code-relocation
_gFYDimIdx$S644	BASE\iconf2by.c	0x138138	0x4	bss	0x4	3	0x18	local	retail-code-relocation
_gFYClipR$S648	BASE\iconf2by.c	0x13813c	0x4	bss	0x4	3	0x3c	local	retail-code-relocation
_gFYRow$S638	BASE\iconf2by.c	0x138140	0x4	bss	0x4	3	0x20	local	retail-code-relocation
_gFYRun$S639	BASE\iconf2by.c	0x138144	0x4	bss	0x4	3	0x28	local	retail-code-relocation
_gFYY$S635	BASE\iconf2by.c	0x138148	0x4	bss	0x4	3	0x10	local	retail-code-relocation
_gFYDimDst$S645	BASE\iconf2by.c	0x13814c	0x4	bss	0x4	3	0x14	local	retail-code-relocation
??_7listBoxWidget@@6B@	BASE\listbox.c	0xebac0	0xc	rdata	0x8	3	0x0	external	candidate-coff-section-translation
??_C@_0FF@OCJB@I?3?2Projects?2Heroes?2Prog?2BASE?2lis@	BASE\listbox.c	0x120e94	0x55	data	0x4	8	0x0	external	candidate-coff-section-translation
??_C@_0KN@EBCN@I?3?2Projects?2Heroes?2Prog?2BASE?2lis@	BASE\listbox.c	0x120eec	0xad	data	0x4	13	0x0	external	candidate-coff-section-translation
??_C@_0NJ@MJHP@I?3?2Projects?2Heroes?2Prog?2BASE?2lis@	BASE\listbox.c	0x120f9c	0xd9	data	0x4	16	0x0	external	candidate-coff-section-translation
??_C@_0BE@OAJC@UpdateWindow?5Failed?$AA@	BASE\miscwin.c	0x120cd8	0x14	data	0x4	4	0x0	external	candidate-coff-reloc-bijection
??_C@_0BG@DGIP@InvalidateRect?5Failed?$AA@	BASE\miscwin.c	0x120cc0	0x16	data	0x4	5	0x0	external	candidate-coff-reloc-bijection
$SG33726	BASE\soundmgr.c	0x11f410	0x4	data	0x8	2	0x3f8	local	candidate-coff-section-translation
$SG33727	BASE\soundmgr.c	0x11f414	0xc	data	0x4	2	0x3fc	local	candidate-coff-section-translation
$SG33728	BASE\soundmgr.c	0x11f420	0xc	data	0x8	2	0x408	local	candidate-coff-section-translation
$SG33729	BASE\soundmgr.c	0x11f42c	0x10	data	0x4	2	0x414	local	candidate-coff-section-translation
$SG33730	BASE\soundmgr.c	0x11f43c	0xc	data	0x4	2	0x424	local	candidate-coff-section-translation
$SG33731	BASE\soundmgr.c	0x11f448	0x10	data	0x8	2	0x430	local	candidate-coff-section-translation
$SG33732	BASE\soundmgr.c	0x11f458	0x10	data	0x8	2	0x440	local	candidate-coff-section-translation
$SG33733	BASE\soundmgr.c	0x11f468	0xc	data	0x8	2	0x450	local	candidate-coff-section-translation
$SG33734	BASE\soundmgr.c	0x11f474	0xc	data	0x4	2	0x45c	local	candidate-coff-section-translation
$SG33735	BASE\soundmgr.c	0x11f480	0xc	data	0x8	2	0x468	local	candidate-coff-section-translation
$SG33736	BASE\soundmgr.c	0x11f48c	0xc	data	0x4	2	0x474	local	candidate-coff-section-translation
$SG33737	BASE\soundmgr.c	0x11f498	0xc	data	0x8	2	0x480	local	candidate-coff-section-translation
$SG33738	BASE\soundmgr.c	0x11f4a4	0x10	data	0x4	2	0x48c	local	candidate-coff-section-translation
$SG33251	BASE\soundmgr.c	0x11f4b4	0x100	data	0x4	2	0x49c	local	candidate-coff-section-translation
$SG33257	BASE\soundmgr.c	0x11f5b4	0x2c	data	0x4	2	0x59c	local	candidate-coff-section-translation
$SG33267	BASE\soundmgr.c	0x11f5e0	0x10	data	0x8	2	0x5c8	local	candidate-coff-section-translation
$SG33270	BASE\soundmgr.c	0x11f5f0	0x8	data	0x8	2	0x5d8	local	candidate-coff-section-translation
$SG33271	BASE\soundmgr.c	0x11f5f8	0x14	data	0x8	2	0x5e0	local	candidate-coff-section-translation
$SG33278	BASE\soundmgr.c	0x11f60c	0x10	data	0x4	2	0x5f4	local	candidate-coff-section-translation
$SG33280	BASE\soundmgr.c	0x11f61c	0x8	data	0x4	2	0x604	local	candidate-coff-section-translation
$SG33288	BASE\soundmgr.c	0x11f624	0x2c	data	0x4	2	0x60c	local	candidate-coff-section-translation
$SG33295	BASE\soundmgr.c	0x11f650	0x8	data	0x8	2	0x638	local	candidate-coff-section-translation
$SG33297	BASE\soundmgr.c	0x11f658	0xc	data	0x8	2	0x640	local	candidate-coff-section-translation
$SG33333	BASE\soundmgr.c	0x11f664	0x18	data	0x4	2	0x64c	local	candidate-coff-section-translation
$SG33335	BASE\soundmgr.c	0x11f67c	0x10	data	0x4	2	0x664	local	candidate-coff-section-translation
$SG33338	BASE\soundmgr.c	0x11f68c	0x8	data	0x4	2	0x674	local	candidate-coff-section-translation
$SG33339	BASE\soundmgr.c	0x11f694	0x14	data	0x4	2	0x67c	local	candidate-coff-section-translation
$SG33343	BASE\soundmgr.c	0x11f6a8	0x8	data	0x8	2	0x690	local	candidate-coff-section-translation
$SG33344	BASE\soundmgr.c	0x11f6b0	0x4	data	0x8	2	0x698	local	candidate-coff-section-translation
$SG33345	BASE\soundmgr.c	0x11f6b4	0x14	data	0x4	2	0x69c	local	candidate-coff-section-translation
$SG33347	BASE\soundmgr.c	0x11f6c8	0x8	data	0x8	2	0x6b0	local	candidate-coff-section-translation
$SG33348	BASE\soundmgr.c	0x11f6d0	0x4	data	0x8	2	0x6b8	local	candidate-coff-section-translation
$SG33349	BASE\soundmgr.c	0x11f6d4	0x18	data	0x4	2	0x6bc	local	candidate-coff-section-translation
$SG33356	BASE\soundmgr.c	0x11f6ec	0x8	data	0x4	2	0x6d4	local	candidate-coff-section-translation
$SG33357	BASE\soundmgr.c	0x11f6f4	0x4	data	0x4	2	0x6dc	local	candidate-coff-section-translation
$SG33358	BASE\soundmgr.c	0x11f6f8	0x14	data	0x8	2	0x6e0	local	candidate-coff-section-translation
$SG33360	BASE\soundmgr.c	0x11f70c	0x8	data	0x4	2	0x6f4	local	candidate-coff-section-translation
$SG33361	BASE\soundmgr.c	0x11f714	0x4	data	0x4	2	0x6fc	local	candidate-coff-section-translation
$SG33362	BASE\soundmgr.c	0x11f718	0x18	data	0x8	2	0x700	local	candidate-coff-section-translation
$SG33419	BASE\soundmgr.c	0x11f730	0x10	data	0x8	2	0x718	local	candidate-coff-section-translation
$SG33420	BASE\soundmgr.c	0x11f740	0x34	data	0x8	2	0x728	local	candidate-coff-section-translation
$SG33425	BASE\soundmgr.c	0x11f774	0x1c	data	0x4	2	0x75c	local	candidate-coff-section-translation
$SG33453	BASE\soundmgr.c	0x11f790	0x10	data	0x8	2	0x778	local	candidate-coff-section-translation
$SG33471	BASE\soundmgr.c	0x11f7a0	0x4	data	0x8	2	0x788	local	candidate-coff-section-translation
$SG33472	BASE\soundmgr.c	0x11f7a4	0x4	data	0x4	2	0x78c	local	candidate-coff-section-translation
$SG33473	BASE\soundmgr.c	0x11f7a8	0x4	data	0x8	2	0x790	local	candidate-coff-section-translation
$SG33474	BASE\soundmgr.c	0x11f7ac	0x4	data	0x4	2	0x794	local	candidate-coff-section-translation
$SG33496	BASE\soundmgr.c	0x11f7b0	0x8	data	0x8	2	0x798	local	candidate-coff-section-translation
$SG33507	BASE\soundmgr.c	0x11f7b8	0x8	data	0x8	2	0x7a0	local	candidate-coff-section-translation
$SG33515	BASE\soundmgr.c	0x11f7c0	0x10	data	0x8	2	0x7a8	local	candidate-coff-section-translation
$SG33521	BASE\soundmgr.c	0x11f7d0	0x10	data	0x8	2	0x7b8	local	candidate-coff-section-translation
$SG33534	BASE\soundmgr.c	0x11f7e0	0x10	data	0x8	2	0x7c8	local	candidate-coff-section-translation
$SG33547	BASE\soundmgr.c	0x11f7f0	0x2c	data	0x8	2	0x7d8	local	candidate-coff-section-translation
$SG33551	BASE\soundmgr.c	0x11f81c	0x10	data	0x4	2	0x804	local	candidate-coff-section-translation
$SG33573	BASE\soundmgr.c	0x11f82c	0x18	data	0x4	2	0x814	local	candidate-coff-section-translation
$SG33580	BASE\soundmgr.c	0x11f844	0x18	data	0x4	2	0x82c	local	candidate-coff-section-translation
$SG33587	BASE\soundmgr.c	0x11f85c	0x18	data	0x4	2	0x844	local	candidate-coff-section-translation
$SG33596	BASE\soundmgr.c	0x11f874	0x18	data	0x4	2	0x85c	local	candidate-coff-section-translation
$SG33638	BASE\soundmgr.c	0x11f88c	0x10	data	0x4	2	0x874	local	candidate-coff-section-translation
$SG33640	BASE\soundmgr.c	0x11f89c	0x10	data	0x4	2	0x884	local	candidate-coff-section-translation
$SG33644	BASE\soundmgr.c	0x11f8ac	0x10	data	0x4	2	0x894	local	candidate-coff-section-translation
$SG33649	BASE\soundmgr.c	0x11f8bc	0x2c	data	0x4	2	0x8a4	local	candidate-coff-section-translation
$SG33659	BASE\soundmgr.c	0x11f8e8	0x10	data	0x8	2	0x8d0	local	candidate-coff-section-translation
$SG33664	BASE\soundmgr.c	0x11f8f8	0x10	data	0x8	2	0x8e0	local	candidate-coff-section-translation
$SG33665	BASE\soundmgr.c	0x11f908	0x10	data	0x8	2	0x8f0	local	candidate-coff-section-translation
$SG33675	BASE\soundmgr.c	0x11f918	0x18	data	0x8	2	0x900	local	candidate-coff-section-translation
$SG33680	BASE\soundmgr.c	0x11f930	0x18	data	0x8	2	0x918	local	candidate-coff-section-translation
$SG33694	BASE\soundmgr.c	0x11f948	0x10	data	0x8	2	0x930	local	candidate-coff-section-translation
$SG33702	BASE\soundmgr.c	0x11f958	0x14	data	0x8	2	0x940	local	candidate-coff-section-translation
$SG33710	BASE\soundmgr.c	0x11f96c	0x11	data	0x4	2	0x954	local	candidate-coff-section-translation
??_7soundManager@@6B@	BASE\soundmgr.c	0xeba20	0xc	rdata	0x8	5	0x0	external	candidate-coff-section-translation
$SG39120	SOURCE\ADVMGR.c	0xf57dc	0x10	data	0x8	2	0x78	local	aligned-relocation-addend
$SG39124	SOURCE\ADVMGR.c	0xf57ec	0xc	data	0x8	2	0x88	local	aligned-relocation-addend
$SG39128	SOURCE\ADVMGR.c	0xf57f8	0xc	data	0x4	2	0x94	local	aligned-relocation-addend
$SG39131	SOURCE\ADVMGR.c	0xf5804	0xc	data	0x8	2	0xa0	local	aligned-relocation-addend
$SG39133	SOURCE\ADVMGR.c	0xf5810	0xc	data	0x4	2	0xac	local	aligned-relocation-addend
$SG39138	SOURCE\ADVMGR.c	0xf581c	0x10	data	0x8	2	0xb8	local	aligned-relocation-addend
$SG39140	SOURCE\ADVMGR.c	0xf582c	0xc	data	0x8	2	0xc8	local	aligned-relocation-addend
$SG39142	SOURCE\ADVMGR.c	0xf5838	0xc	data	0x4	2	0xd4	local	aligned-relocation-addend
$SG39144	SOURCE\ADVMGR.c	0xf5844	0xc	data	0x8	2	0xe0	local	aligned-relocation-addend
$SG39150	SOURCE\ADVMGR.c	0xf5850	0xc	data	0x4	2	0xec	local	aligned-relocation-addend
$SG39152	SOURCE\ADVMGR.c	0xf585c	0xc	data	0x8	2	0xf8	local	aligned-relocation-addend
$SG39154	SOURCE\ADVMGR.c	0xf5868	0xc	data	0x4	2	0x104	local	aligned-relocation-addend
$SG39156	SOURCE\ADVMGR.c	0xf5874	0xc	data	0x8	2	0x110	local	aligned-relocation-addend
$SG39158	SOURCE\ADVMGR.c	0xf5880	0xc	data	0x4	2	0x11c	local	aligned-relocation-addend
$SG39160	SOURCE\ADVMGR.c	0xf588c	0xc	data	0x8	2	0x128	local	aligned-relocation-addend
$SG39162	SOURCE\ADVMGR.c	0xf5898	0xc	data	0x4	2	0x134	local	aligned-relocation-addend
$SG39164	SOURCE\ADVMGR.c	0xf58a4	0xc	data	0x8	2	0x140	local	aligned-relocation-addend
$SG39166	SOURCE\ADVMGR.c	0xf58b0	0x10	data	0x4	2	0x14c	local	aligned-relocation-addend
$SG39168	SOURCE\ADVMGR.c	0xf58c0	0x10	data	0x4	2	0x15c	local	aligned-relocation-addend
$SG39170	SOURCE\ADVMGR.c	0xf58d0	0x10	data	0x4	2	0x16c	local	aligned-relocation-addend
$SG39172	SOURCE\ADVMGR.c	0xf58e0	0x10	data	0x4	2	0x17c	local	aligned-relocation-addend
