# Generated by `homm2 audit cross-version`; do not hand-edit.
# reference: /home/sheep/Projects/homm2/homm2-decomp
# lead: parity-gap = 2.0 reached 100% and this branch has not.
# transition: od-od = /Od both sides (shape transfers);
#             o2-od = 2.0 proved semantics only, /Od detail is new work.
# size_outlier: retail size delta outside the both-exact envelope
#               for its transition class - a body-change candidate.
lead	unit	symbol	buka_best	pol_best	buka_live	buka_max	pol_live	pol_max	unmatched_bytes	buka_rva	pol_rva	buka_size	pol_size	size_delta	size_rel	profile	transition	size_outlier
open-both	SOURCE/REQUEST	?InitializeFiles@fileRequester@@QAEHPAD0H@Z	91.5732	95.8787	91.5732	91.5732	95.8787	95.8787	154	0x8e836	0x8ca91	0x723	0x7c1	-158	-0.080	base->base	od-od	
open-both	BASE/INPUTMGR	?MouseMessageHandler@@YIHPAXIIJ@Z	83.2358	99.9576	83.2358	83.2358	99.9576	99.9576	151	0xbc390	0xcde60	0x383	0x36c	23	+0.026	o2->base	o2-od	
open-both	SOURCE/PHILAI	?FightValueOfStack@philAI@@QAEHPAVarmyGroup@@PAVhero@@HHHH@Z	93.8544	99.9139	93.8544	93.8544	99.8278	99.9139	151	0x859c8	0x3fed2	0x9a1	0xbf8	-599	-0.195	base->base	od-od	
open-both	SOURCE/COMMAND	?CycleCombatScreen@combatManager@@QAEXXZ	93.6192	98.4215	93.6192	93.6192	95.9010	98.4215	150	0x315fa	0x30f14	0x930	0x9d9	-169	-0.067	base->base	od-od	
open-both	SOURCE/GAME	?SetupOrigData@game@@QAEXXZ	94.3594	99.7474	94.3594	94.3594	99.7474	99.7474	142	0x4df08	0x72a7b	0x9d1	0xb44	-371	-0.129	base->base	od-od	
open-both	SOURCE/ADVMGR	?HeroQuickView@advManager@@QAEXHHHH@Z	96.0494	99.8681	96.0494	96.0494	99.7152	99.8681	141	0xc322	0x6235b	0xdfb	0xd32	201	+0.060	base->base	od-od	
open-both	BASE/Misc	?CreatePCXFile@@YIXPADPAEHH1@Z	79.7704	98.3784	79.7704	79.7704	98.1081	98.3784	138	0xc00a0	0xc66d0	0x2a9	0x1ee	187	+0.379	o2->base_nogf	o2-od	
open-both	SOURCE/CMBTMGR	?MoreTreesNear@combatManager@@QAEHXZ	70.4545	99.0964	70.4242	70.4545	97.8000	99.0964	135	0x278a0	0x91bca	0x1c8	0x210	-72	-0.136	base->base	od-od	
open-both	SOURCE/GAME	?NewMap@game@@QAEXPAD@Z	98.1874	99.8546	98.1874	98.1874	99.0090	99.8546	132	0x4f755	0x74678	0x1c7a	0x1dd0	-342	-0.045	base->base	od-od	
open-both	SOURCE/Newgame	?NewGame@game@@QAEHXZ	95.0755	96.2465	95.0755	95.0755	96.2465	96.2465	132	0x75b4b	0xb769e	0xa71	0xaca	-89	-0.032	base->base	od-od	
open-both	SOURCE/REMOTE	?PollRemote@@YIXXZ	92.1378	93.6822	92.1378	92.1378	93.5814	93.6822	129	0x8df6f	0xa41ec	0x664	0x6f4	-144	-0.081	base->base	od-od	
open-both	SOURCE/PHILAI	?HeroInteractionAtTown@philAI@@QAEXPAVhero@@PAVtown@@HPAH@Z	93.7402	99.9663	93.7402	93.7402	99.1099	99.9663	124	0x86ed0	0x4183b	0x7b7	0x882	-203	-0.093	base->base	od-od	
open-both	SOURCE/AI	?AICheckRetreat@combatManager@@QAEHXZ	94.2406	99.4904	94.2406	94.2406	99.4713	99.4904	120	0x15a60	0xc0790	0x82b	0x8d7	-172	-0.076	base->base	od-od	
open-both	SOURCE/HERO	?SetupHeroView@@YIXXZ	94.8574	99.2370	94.8574	94.8574	99.0215	99.2370	119	0x63b0f	0x6f56c	0x906	0x9c5	-191	-0.076	base->base	od-od	
open-both	SOURCE/ADVMGR	?TownQuickView@advManager@@QAEXHHHH@Z	96.4746	99.9973	96.4746	96.4746	99.9100	99.9973	116	0xd1f9	0x631ad	0xcd1	0xc29	168	+0.054	base->base	od-od	
open-both	SOURCE/SPELLS	?DoBolt@combatManager@@QAEXHHHHHHHHHHHHHHHHH@Z	95.0366	99.3477	95.0366	95.0366	99.3477	99.3477	116	0x9d510	0x25c4c	0x922	0xa82	-352	-0.131	base->base_nogf	od-od	
open-both	BASE/Misc	?GetDataEntry@@YIXPAD0H0HH@Z	89.7629	99.1020	89.7629	89.7629	99.1020	99.1020	115	0xc05e0	0xc6ac0	0x464	0x386	222	+0.246	o2->base_nogf	o2-od	
open-both	SOURCE/HERO	?HeroHandler@@YIHAAUtag_message@@@Z	95.4541	96.1088	95.4541	95.4541	95.7132	96.1088	113	0x62ef8	0x6e816	0x9ba	0xaef	-309	-0.110	base->base	od-od	
open-both	SOURCE/PHILAI	?GetTurnAIVars@philAI@@QAEXH@Z	96.5810	98.7338	96.5810	96.5810	97.7593	98.7338	113	0x808a1	0x3a329	0xcdf	0xe2b	-332	-0.092	base->base	od-od	
open-both	SOURCE/GAME	?SetupTowns@game@@QAEXXZ	94.9933	99.2266	94.9933	94.9933	99.2248	99.2266	108	0x5c623	0x81c47	0x871	0x900	-143	-0.062	base->base	od-od	
open-both	SOURCE/COMMAND	?ShowDeadArmies@combatManager@@QAEXPAVheroWindow@@@Z	95.7548	99.9793	95.7548	95.7548	99.8655	99.9793	107	0x2ec2c	0x2e2bf	0x9d5	0x9cc	9	+0.004	base->base	od-od	
open-both	SOURCE/CMBTMGR	?CatAttack@combatManager@@QAEXH@Z	97.1126	99.9977	97.1126	97.1126	99.9932	99.9977	102	0x28bb8	0x9311f	0xdd8	0x100e	-566	-0.138	base->base	od-od	
open-both	SOURCE/ADVMGR	?CPanelHandler@@YIHAAUtag_message@@@Z	85.0143	95.0268	85.0143	85.0143	95.0268	95.0268	95	0x14747	0x6ad7e	0x279	0x304	-139	-0.180	base->base	od-od	
open-both	SOURCE/SPELLS	?Armageddon@combatManager@@QAEXXZ	96.4231	99.6871	96.4231	96.4231	98.3794	99.6871	95	0x9bdf2	0x24449	0xa64	0x9ff	101	+0.039	base->base_nogf	od-od	
open-both	BASE/ICON	?CombatClipDrawToBuffer@icon@@QAEHHHHPAUSLimitData@@HHPAEPAC@Z	90.7683	97.2664	90.7683	90.7683	97.2664	97.2664	94	0xc28a0	0xc7b50	0x3fc	0x2bb	321	+0.459	o2->base	o2-od	
open-both	SOURCE/CURSOR	?MoveOrigin@advManager@@QAEXHH@Z	84.1646	99.3704	84.1646	84.1646	99.3580	99.3704	94	0x35888	0xff07	0x250	0x24b	5	+0.009	base->base	od-od	
open-both	SOURCE/ADVMGR	?SummonBoat@advManager@@QAEXXZ	93.1220	99.4259	93.1220	93.1220	98.4735	99.4259	93	0x119fd	0x67c9b	0x54c	0x5ac	-96	-0.066	base->base	od-od	
open-both	SOURCE/PHILAI	?DoAI@philAI@@QAEXH@Z	96.9733	97.5251	96.9733	96.9733	97.5223	97.5251	87	0x7fd23	0x39631	0xb3f	0xcad	-366	-0.113	base->base	od-od	
open-both	BASE/FONT	?DrawBoundedString@font@@QAEXPADHHHHHH@Z	83.8471	72.3836	83.8471	83.8471	72.3836	72.3836	81	0xc4b70	0xc7470	0x1f8	0x313	-283	-0.360	base_oi->base_gf	od-od	
open-both	BASE/Misc	?FindIndex@@YIHPAUindexArray@@HHH@Z	65.8933	98.3333	65.8933	65.8933	98.0000	98.3333	79	0xbd9f0	0xc4540	0xe7	0x95	82	+0.550	o2->base_nogf	o2-od	
open-both	BASE/Textntry	??0textEntryWidget@@QAE@FFFFFPAD0F0FFFFHH@Z	82.6378	98.6522	82.6378	82.6378	98.6522	98.6522	74	0xd1d50	0xd87b0	0x1ac	0x134	120	+0.390	o2->base	o2-od	
open-both	BASE/Textntry	?Read@textEntryWidget@@QAEXH@Z	91.1250	98.6755	91.1250	91.1250	98.6755	98.6755	73	0xd1f60	0xd8920	0x335	0x26c	201	+0.324	o2->base	o2-od	
open-both	SOURCE/GAME	?TransmitSaveGame@game@@QAEHHHH@Z	96.3463	99.9957	96.3463	96.3463	99.8624	99.9957	72	0x5da83	0x83219	0x7b3	0x71e	149	+0.082	base->base	od-od	
open-both	SOURCE/FINDPATH	?SeedCombatPosition@searchArray@@QAEXPAVarmy@@@Z	89.8034	97.6013	89.8034	89.8034	97.6013	97.6013	64	0x4a68f	0xa5200	0x277	0x1ed	138	+0.280	o2->base	o2-od	
open-both	SOURCE/SPELLAI	?RawEffectSpellInfluence@combatManager@@QAEHPAVarmy@@H@Z	95.5882	97.8654	95.5882	95.5882	97.6750	97.8654	64	0x9716f	0x87eda	0x5b5	0x72d	-376	-0.205	base->base	od-od	
open-both	SOURCE/ADVMGR	?UpdBottomViewEnemyTurn@advManager@@QAEHXZ	95.3865	99.2903	95.3865	95.3865	98.9032	99.2903	62	0xad72	0x60e95	0x53b	0x51b	32	+0.024	base->base	od-od	
open-both	SOURCE/PHILAI	?CheckForCreatureUpgrades@philAI@@QAEXXZ	92.5405	99.5516	92.5405	92.5405	99.5426	99.5516	60	0x7e5ac	0x37c61	0x323	0x37e	-91	-0.102	base->base	od-od	
open-both	SOURCE/FINDPATH	?PushPoint@searchArray@@QAEXHHHHHHHHHHHH@Z	92.2336	96.1720	92.2336	92.2336	96.1720	96.1720	59	0x49e3c	0xa4c20	0x2fa	0x267	147	+0.239	o2->base	o2-od	
open-both	SOURCE/TOWNMGR	?DoCommand@townManager@@QAEXH@Z	95.0177	99.3485	95.0177	95.0177	98.5472	99.3485	59	0xa7f7b	0x1718d	0x498	0x4e3	-75	-0.060	base->base	od-od	
open-both	SOURCE/ARMY	?GoBerserk@army@@QAEXXZ	95.5015	95.8985	95.5015	95.5015	95.4282	95.8985	58	0x1fd25	0x52495	0x513	0x644	-305	-0.190	base->base	od-od	
open-both	SOURCE/PHILAI	?GoodAdjacent@philAI@@QAEHPAH@Z	91.9845	98.3756	91.9845	91.9845	98.3756	98.3756	57	0x7ed84	0x3849d	0x2c9	0x2e8	-31	-0.042	base->base	od-od	
open-both	SOURCE/Newgame	?InitNewGame@game@@QAEXPAUSMapHeader@@@Z	94.6473	96.4662	94.6473	94.6473	96.4662	96.4662	55	0x756e8	0xb718c	0x404	0x491	-141	-0.121	base->base	od-od	
open-both	SOURCE/ARMY	?MoveAttack@army@@QAEXHH@Z	94.2169	97.6873	94.2169	94.2169	97.6873	97.6873	50	0x20238	0x52ad9	0x35d	0x3f1	-148	-0.147	base->base	od-od	
open-both	BASE/WINMGR	?AddWindow@heroWindowManager@@QAEXPAVheroWindow@@HH@Z	84.7290	98.9730	84.7290	84.7290	98.9730	98.9730	49	0xb72b0	0xcac80	0x142	0xbc	134	+0.713	o2->base	o2-od	
open-both	SOURCE/CMBTMGR	?ShootMissile@combatManager@@QAEXHHHHPAMPAVicon@@@Z	96.2480	99.5106	96.2480	96.2480	98.5319	99.5106	47	0x2ad5a	0x9589f	0x4e0	0x52e	-78	-0.059	base->base	od-od	
open-both	SOURCE/COMMAND	?SetCombatDirections@combatManager@@QAEXH@Z	97.5985	99.6679	97.5985	97.5985	98.5415	99.6679	45	0x2bc31	0x2abbe	0x758	0x8a1	-329	-0.149	base->base	od-od	
open-both	SOURCE/FINDPATH	?PushCombatPoint@searchArray@@QAEXHHHH@Z	89.0000	96.0638	89.0000	89.0000	92.5426	96.0638	45	0x4ae29	0xa5800	0x196	0x100	150	+0.586	o2->base	o2-od	
open-both	SOURCE/PHILAI	?EvaluateHeroEvent@philAI@@QAEHHHHHPAH@Z	96.3022	99.6571	96.3022	96.3022	99.6571	99.6571	45	0x8ba5e	0x46c66	0x4cc	0x5ab	-223	-0.154	base->base	od-od	
open-both	SOURCE/COMMAND	?ProcessCombatMsg@combatManager@@QAEHAAUtag_message@@@Z	98.0235	97.9014	98.0235	98.0235	97.9014	97.9014	40	0x2c958	0x2bb26	0x7f5	0x8e4	-239	-0.105	base->base	od-od	
open-both	SOURCE/EVENTS	?ComputerMonsterInteract@advManager@@QAEXPAVmapCell@@PAVhero@@PAH@Z	96.2027	99.9684	96.2027	96.2027	99.9684	99.9684	37	0x48730	0xb5800	0x3d4	0x440	-108	-0.099	base->base_nogf	od-od	
open-both	BASE/BUTTON	?Deselect@button@@QAEFAAUtag_message@@@Z	80.0862	99.7778	80.0862	80.0862	99.7778	99.7778	36	0xd3e60	0xddd10	0xb7	0x83	52	+0.397	o2->base	o2-od	
open-both	SOURCE/PHILAI	?TurnCostResource@philAI@@QAEXH@Z	86.6575	99.4455	86.6575	86.6575	96.5273	99.4455	36	0x85740	0x3fb8c	0x10e	0x180	-114	-0.297	base->base	od-od	
open-both	SOURCE/PHILAI	?DoAnywhereDDoorTownGate@philAI@@QAEHH@Z	96.3636	99.7153	96.3636	96.3636	98.4088	99.7153	34	0x7f72a	0x38fb0	0x3b3	0x3f9	-70	-0.069	base->base	od-od	
open-both	BASE/INPUTMGR	?ForceMouseMove@inputManager@@QAEXXZ	90.1000	97.4265	90.1000	90.1000	97.4265	97.4265	33	0xbd300	0xcea80	0x151	0xe9	104	+0.446	o2->base	o2-od	
open-both	BASE/Misc	?FindToken@@YIPADPADD@Z	61.9062	97.5862	61.9062	61.9062	97.2414	97.5862	33	0xbdf90	0xc48c0	0x56	0x31	37	+0.755	o2->base_nogf	o2-od	
open-both	SOURCE/REMOTE	?RemoteMain@@YIXH@Z	97.8466	99.2227	97.8466	97.8466	99.2227	99.2227	33	0x8d1ac	0xa3208	0x5ff	0x6da	-219	-0.125	base->base	od-od	
open-both	SOURCE/SEARCH	?BuildPath@searchArray@@QAEHHHHHH@Z	88.9186	94.9692	88.9186	88.9186	94.9692	94.9692	31	0x916c0	0xa25e0	0x116	0xbc	90	+0.479	o2->base	o2-od	
open-both	SOURCE/CMBTMGR	?SetupAndLoadObstacles@combatManager@@QAEXXZ	97.9933	99.9682	97.9933	97.9933	99.9682	99.9682	23	0x2a1c4	0x94ae1	0x46a	0x4d8	-110	-0.089	base->base	od-od	
open-both	SOURCE/KB	?PopNetBox@@YIXPADH@Z	99.2348	99.0653	99.2348	99.2348	99.0653	99.0653	22	0x6c0a6	0x9d4a6	0xb25	0xb85	-96	-0.033	base->base	od-od	
open-both	SOURCE/PHILAI	?RVOfPosition@philAI@@QAEHHHHHHHHHHH@Z	98.3144	99.9294	98.3144	98.3144	99.6118	99.9294	22	0x84642	0x3e918	0x536	0x62d	-247	-0.156	base->base	od-od	
open-both	SOURCE/GAME	?CreateDiffFile@@YIXPAD00HH@Z	98.5364	96.0775	98.5364	98.5364	95.7075	96.0775	20	0x5f47a	0x84b4d	0x553	0x5ba	-103	-0.070	base->base	od-od	
open-both	SOURCE/GAME	?ProcessMapExtra@game@@QAEXXZ	96.7418	96.9492	96.7418	96.7418	96.9492	96.9492	19	0x5c3d4	0x819b2	0x24f	0x295	-70	-0.106	base->base	od-od	
open-both	SOURCE/SPELLS	?CombatSpecialHandler@@YIHAAUtag_message@@@Z	92.5385	98.7541	92.5385	92.5385	98.7541	98.7541	19	0x98bc1	0x20990	0xfb	0x15c	-97	-0.279	base->base_nogf	od-od	
open-both	SOURCE/TOWNMGR	?SplitArmyHandler@@YIHAAUtag_message@@@Z	97.3774	98.8372	97.3774	97.3774	98.8372	98.8372	19	0xaaa2e	0x19e8c	0x2cf	0x328	-89	-0.110	base->base	od-od	
open-both	SOURCE/ADVMGR	?DoHeroKnob@advManager@@QAEXXZ	96.7029	99.0000	96.7029	96.7029	99.0000	99.0000	16	0xe6be	0x646aa	0x1e7	0x22f	-72	-0.129	base->base	od-od	
open-both	SOURCE/ADVMGR	?DoTownKnob@advManager@@QAEXXZ	96.7029	99.0000	96.7029	96.7029	99.0000	99.0000	16	0xe8a5	0x648d9	0x1e7	0x22f	-72	-0.129	base->base	od-od	
open-both	SOURCE/comwin	?com_init@@YIFEHH@Z	98.0138	98.9860	98.0138	98.0138	98.9860	98.9860	15	0x32ba2	0x8ab13	0x2fc	0x34a	-78	-0.093	base->base	od-od	
open-both	SOURCE/SPELLS	?FindResurrectArmyIndex@combatManager@@QAEHHHH@Z	97.2183	98.5619	97.2183	97.2183	88.9690	98.5619	14	0x98f2b	0x20d96	0x204	0x2e5	-225	-0.304	base->base_nogf	od-od	
open-both	SOURCE/GAME	?WriteDiffHeaderInfo@@YIXEHPAEPAH@Z	95.1591	94.1839	95.1591	95.1591	94.1839	94.1839	13	0x5f29c	0x849a2	0x107	0x100	7	+0.027	base->base	od-od	
open-both	SOURCE/GAME	?ConvertObject@game@@QAEXHHHHHHHHHHH@Z	98.8339	99.6565	98.8339	98.8339	99.3283	99.6565	11	0x59e9c	0x7efb9	0x3c2	0x476	-180	-0.158	base->base	od-od	
open-both	SOURCE/AI	?GetClosestArmy@combatManager@@QAEHPAVarmy@@HH@Z	96.9634	94.2703	96.9634	96.9634	94.2703	94.2703	9	0x17d6e	0xc307d	0x12e	0x16f	-65	-0.177	base->base	od-od	
open-both	SOURCE/Modem	?GUIModemResponseExec@@YICXZ	95.5435	99.8077	95.5435	95.5435	99.8077	99.8077	8	0x73128	0xce4e	0xb3	0xe2	-47	-0.208	base->base_nogf	od-od	
open-both	SOURCE/GAME	?SaveGame@game@@QAEHPADHC@Z	99.8189	99.9084	99.8189	99.8189	99.6728	99.9084	5	0x4d3ae	0x71eb7	0xb5a	0xbc4	-106	-0.035	base->base	od-od	
open-both	SOURCE/VIEW	?HandleViewGeneral@@YIHAAUtag_message@@@Z	99.1871	99.3511	99.1871	99.1871	99.3511	99.3511	5	0xadba9	0xc433	0x286	0x351	-203	-0.239	base->base	od-od	
open-both	SOURCE/ADVMGR	?ViewPuzzle@advManager@@QAEXXZ	99.6706	99.3333	99.6706	99.6706	99.1384	99.3333	4	0x13c27	0x6a1dd	0x4d3	0x4c6	13	+0.011	base->base	od-od	
open-both	SOURCE/COMMAND	?DoVictory@combatManager@@QAEXH@Z	99.8772	99.6867	99.8772	99.8772	97.5536	99.6867	3	0x2f601	0x2ec8b	0xb17	0xba9	-146	-0.049	base->base	od-od	
open-both	SOURCE/Campaign	?InitCampaignMap@game@@QAEXXZ	99.8714	99.9775	99.8714	99.8714	99.9775	99.9775	3	0x2387e	0x493ba	0xa5d	0xbb7	-346	-0.115	base->base	od-od	
open-both	SOURCE/GAME	?RandomizeMine@game@@QAEXHH@Z	99.7925	99.5106	99.7925	99.7925	99.5106	99.5106	3	0x5a40e	0x7f5f1	0x522	0x619	-247	-0.158	base->base	od-od	
open-both	SOURCE/CMBTMGR	?LoadIcons@combatManager@@QAEXXZ	99.8203	99.9774	99.8203	99.8203	99.9774	99.9774	2	0x27a8b	0x91dda	0x3ba	0x3e7	-45	-0.045	base->base	od-od	
open-both	SOURCE/ADVMGR	?ControlPanel@advManager@@QAEHXZ	99.8000	99.8089	99.8000	99.8000	99.8089	99.8089	1	0x14562	0x6ab9a	0x1e5	0x1e4	1	+0.002	base->base	od-od	
open-both	SOURCE/SPELLS	?VaporizeCreature@combatManager@@QAEXHH@Z	99.7882	97.0838	99.7882	99.7882	92.2849	97.0838	1	0x9e2b3	0x26bbb	0x267	0x292	-43	-0.065	base->base_nogf	od-od	
open-both	SOURCE/REMOTE	?DecodePacket@@YIHPAEH@Z	99.8358	99.9733	99.8358	99.8358	99.9733	99.9733	0	0x8d93c	0xa3aa7	0x10d	0x13a	-45	-0.143	base->base	od-od	
open-both	SOURCE/dpnetwin	?dpProcessMessages@@YIXXZ	99.8125	97.7358	99.8125	99.8125	97.7358	97.7358	0	0x36e9b	0x1f5c3	0x98	0xbe	-38	-0.200	base->base	od-od	
buka-only	BASE/soundmgr	?StartupMilesBackend@soundManager@@QAE_NXZ	25.1589		25.1402	25.1589			299	0xb5820		0x18f				base->base	od-od	
buka-only	BASE/soundmgr	?ShutdownSoundBackends@soundManager@@QAEXXZ	0.0000		0.0000	0.0000			257	0xb5710		0x101				base->base	od-od	
buka-only	BASE/FONT	?ExtractLine@font@@QAEXPAD0PAHH1E@Z	95.9049		95.9049	95.9049			171	0xc3b20		0x1044				base_oi->base_gf	od-od	
buka-only	BASE/miscwin	_BlitBitmapToScreenVesa	82.9429		82.9429	82.9429			83	0xd4610		0x1e6				o2->base	o2-od	
buka-only	BASE/AudiereEffects	?FindAudiereSample@@YIPAUAudiereSampleNode@@PAVsample@@@Z	4.1304		4.1304	4.1304			56	0xcc8b0		0x3a				?->base_gx	unknown	
buka-only	BASE/soundmgr	?PlayAmbientMusic@soundManager@@QAEXH@Z	80.4253		79.1264	80.4253			55	0xb64d0		0x106				base->base	od-od	
buka-only	BASE/AudiereEffects	??1AudiereSampleNode@@QAE@XZ@0xcd050	0.0000		0.0000				44	0xcd050		0x2c				?->base_gx	unknown	
buka-only	BASE/soundmgr	??1AudiereSampleNode@@QAE@XZ	0.0000		0.0000				44	0xb6b00		0x2c				base->base	od-od	
buka-only	BASE/soundmgr	?CDStartup@soundManager@@QAE_NXZ	85.1887		85.1887	85.1887			43	0xb59b0		0x123				base->base	od-od	
buka-only	BASE/iconf2bc	_$E19@0xd5a00	0.0000		0.0000				39	0xd5a00		0x27				o2->base	o2-od	
buka-only	BASE/iconf2bc	_$E19@0xd60e0	0.0000		0.0000				39	0xd60e0		0x27				o2->base	o2-od	
buka-only	SOURCE/X_CAMPGN	_$E19@0xb534f	0.0000		0.0000				39	0xb534f		0x27				base->base	od-od	
buka-only	SOURCE/X_CAMPGN	_$E19@0xb56c0	0.0000		0.0000				39	0xb56c0		0x27				base->base	od-od	
buka-only	BASE/MilesSound	?AdjustMilesSampleVolumes@@YIXXZ	73.7879		73.7879	73.7879			29	0xcdfd0		0x6d				?->base	unknown	
buka-only	BASE/Misc	?DriveSupportsFreeSpaceQuery@@YI_ND@Z	76.0270		76.0270	76.0270			29	0xbf2f0		0x7b				o2->base_nogf	o2-od	
buka-only	BASE/iconf2bc	_$E18@0xd5a30	0.0000		0.0000				18	0xd5a30		0x12				o2->base	o2-od	
buka-only	BASE/iconf2bc	_$E18@0xd6110	0.0000		0.0000				18	0xd6110		0x12				o2->base	o2-od	
buka-only	SOURCE/PATH	_$E18@0x7e1ce	0.0000		0.0000				18	0x7e1ce		0x12				base->base	od-od	
buka-only	SOURCE/X_CAMPGN	_$E18@0xb532e	0.0000		0.0000				18	0xb532e		0x12				base->base	od-od	
buka-only	SOURCE/X_CAMPGN	_$E18@0xb5376	0.0000		0.0000				18	0xb5376		0x12				base->base	od-od	
buka-only	SOURCE/X_CAMPGN	_$E18@0xb56f0	0.0000		0.0000				18	0xb56f0		0x12				base->base	od-od	
buka-only	BASE/INPUTMGR	?TranslatePolishInputCharacter@@YIXAAUtag_message@@@Z	70.1111		70.1111	70.1111			15	0xbcad0		0x33				o2->base	o2-od	
buka-only	SOURCE/PATH	_$E1	0.0000		0.0000				15	0x7e1bf		0xf				base->base	od-od	
buka-only	SOURCE/PATH	_$E17	0.0000		0.0000				15	0x7e1b0		0xf				base->base	od-od	
buka-only	SOURCE/PATH	_$E1@0x7e1e0	0.0000		0.0000				15	0x7e1e0		0xf				base->base	od-od	
buka-only	SOURCE/X_CAMPGN	_$E1	0.0000		0.0000				15	0xb531f		0xf				base->base	od-od	
buka-only	SOURCE/X_CAMPGN	_$E17	0.0000		0.0000				15	0xb5310		0xf				base->base	od-od	
buka-only	SOURCE/X_CAMPGN	_$E1@0xb5340	0.0000		0.0000				15	0xb5340		0xf				base->base	od-od	
buka-only	BASE/soundmgr	?MemorySample@soundManager@@QAEXPAVsample@@@Z	96.4835		96.4835	96.4835			10	0xb68d0		0x115				base->base	od-od	
buka-only	BASE/soundmgr	?DigitalReport@soundManager@@QAEHPAVsample@@@Z	95.2273		95.2273	95.2273			7	0xb6250		0x8e				base->base	od-od	
buka-only	SOURCE/KB	??1soundManager@@QAE@XZ	87.2727		87.2727	87.2727			7	0x70df0		0x37				base->base	od-od	
buka-only	BASE/AudiereMusic	?PlayAudiereMusic@@YIXAAH0V?$RefPtr@VAudioDevice@audiere@@@audiere@@H@Z	99.5726		99.5726	99.5726			4	0xcd680		0x3c7				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	?PlayAudiereSample@@YIXPAVsample@@V?$RefPtr@VAudioDevice@audiere@@@audiere@@@Z	99.6403		99.6403	99.6403			3	0xcc8f0		0x39c				?->base_gx	unknown	
buka-only	SOURCE/netwin	_nb_init	99.8212		99.8212	99.8212			1	0x73e34		0x218				base->base	od-od	
buka-only	SOURCE/wingraph	?WGUpdatePalette@@YAXPAC@Z	99.8190		99.8190	99.8190			1	0xb1273		0x1c1				base->base_nogf	od-od	
buka-only	BASE/AudiereEffects	??1AudiereSampleNode@@QAE@XZ	100.0000		100.0000				0	0xccf70		0x2c				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	??4?$RefPtr@VOutputStream@audiere@@@audiere@@QAEAAV01@PAVOutputStream@1@@Z	100.0000		100.0000				0	0xccfa0		0x51				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	?AudiereSampleIterationActive@@YI_NXZ	100.0000		100.0000	100.0000			0	0xccf50		0x11				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	?AudiereSamplePlaying@@YI_NPAVsample@@@Z	100.0000		100.0000	100.0000			0	0xccc90		0x3c				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	?BeginAudiereSampleIteration@@YIXXZ	100.0000		100.0000	100.0000			0	0xccf10		0x12				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	?EndAudiereSampleIteration@@YIXXZ	100.0000		100.0000	100.0000			0	0xccf30		0x12				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	?PurgeFinishedAudiereSamples@@YIXXZ	100.0000		100.0000	100.0000			0	0xcc740		0x162				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	?SetAllAudiereSampleVolumes@@YIXH@Z	100.0000		100.0000	100.0000			0	0xccea0		0x6b				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	?SetAudiereSampleVolume@@YIXPAVsample@@H@Z	100.0000		100.0000	100.0000			0	0xccd40		0x63				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	?StopAllAudiereSamples@@YIXXZ	100.0000		100.0000	100.0000			0	0xcce20		0x77				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	?StopAudiereSample@@YIXPAVsample@@@Z	100.0000		100.0000	100.0000			0	0xcccd0		0x70				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	?WaitForAudiereSample@@YIXPAVsample@@@Z	100.0000		100.0000	100.0000			0	0xccdb0		0x62				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	_$E20	100.0000		100.0000				0	0xcd030		0x12				?->base_gx	unknown	
buka-only	BASE/AudiereEffects	_$E21	100.0000		100.0000				0	0xcd000		0x27				?->base_gx	unknown	
buka-only	BASE/AudiereMusic	??1?$RefPtr@VOutputStream@audiere@@@audiere@@QAE@XZ	100.0000		100.0000				0	0xcda50		0x2c				?->base_gx	unknown	
buka-only	BASE/AudiereMusic	??4?$RefPtr@VOutputStream@audiere@@@audiere@@QAEAAV01@PAVOutputStream@1@@Z	100.0000		100.0000				0	0xcda80		0x51				?->base_gx	unknown	
buka-only	BASE/AudiereMusic	?AudiereMusicAvailable@@YI_NXZ	100.0000		100.0000	100.0000			0	0xcd3a0		0x7				?->base_gx	unknown	
buka-only	BASE/AudiereMusic	?AudiereMusicPlaying@@YI_NXZ	100.0000		100.0000	100.0000			0	0xcd3b0		0x36				?->base_gx	unknown	
buka-only	BASE/AudiereMusic	?ResetAudiereMusic@@YIXXZ	100.0000		100.0000	100.0000			0	0xcd490		0x132				?->base_gx	unknown	
buka-only	BASE/AudiereMusic	?SetAudiereMusicVolume@@YIXHH@Z	100.0000		100.0000	100.0000			0	0xcd5d0		0xad				?->base_gx	unknown	
