unit	location	macro	old_address	entity
SOURCE/GAME	src/SOURCE/GAME.cpp:6179	DATA_COMPGEN	0x004f7570	setupTownsSourceFile
SOURCE/GAME	src/SOURCE/GAME.cpp:6184	VA	0x00482547	void game::ProcessOnMapHeroes(void)
SOURCE/GAME	src/SOURCE/GAME.cpp:6186	DATA	0x004f7598	static i16 processOnMapHeroesSourceLineBase = 0x18ef;
SOURCE/GAME	src/SOURCE/GAME.cpp:6388	DATA_COMPGEN	0x004f759c	processOnMapHeroesSourceFile
SOURCE/GAME	src/SOURCE/GAME.cpp:6403	VA	0x00482cbb	void game::CheckHeroConsistency(void)
SOURCE/GAME	src/SOURCE/GAME.cpp:6517	VA	0x00483219	i32 game::TransmitSaveGame(i32 remotePlayer, i32 player, i32 useCurrentSave)
SOURCE/GAME	src/SOURCE/GAME.cpp:6561	DATA_COMPGEN	0x004f75c8	transmitSaveGameTransmitGameStart
SOURCE/GAME	src/SOURCE/GAME.cpp:6563	DATA_COMPGEN	0x004f75dc	transmitSaveGameSendingData
SOURCE/GAME	src/SOURCE/GAME.cpp:6564	DATA_COMPGEN	0x004f75ec	transmitSaveGameTransmitStartCompressing
SOURCE/GAME	src/SOURCE/GAME.cpp:6566	DATA_COMPGEN	0x004f760c	transmitSaveGameSourceFile
SOURCE/GAME	src/SOURCE/GAME.cpp:6578	DATA_COMPGEN	0x004f763c	transmitSaveGameSS
SOURCE/GAME	src/SOURCE/GAME.cpp:6578	DATA_COMPGEN	0x004f7634	transmitSaveGameDATA
SOURCE/GAME	src/SOURCE/GAME.cpp:6581	DATA_COMPGEN	0x004f7644	transmitSaveGamePostDiffFileSize
SOURCE/GAME	src/SOURCE/GAME.cpp:6591	DATA_COMPGEN	0x004f7658	transmitSaveGameSourceFile2
SOURCE/GAME	src/SOURCE/GAME.cpp:6593	DATA_COMPGEN	0x004f7680	transmitSaveGameSourceFile3
SOURCE/GAME	src/SOURCE/GAME.cpp:6594	DATA_COMPGEN	0x004f76a8	transmitSaveGameSourceFile4
SOURCE/GAME	src/SOURCE/GAME.cpp:6615	DATA_COMPGEN	0x004f76d0	transmitSaveGameTransmitStartSending
SOURCE/GAME	src/SOURCE/GAME.cpp:6621	DATA_COMPGEN	0x004f76ec	transmitSaveGameSend
SOURCE/GAME	src/SOURCE/GAME.cpp:6685	DATA_COMPGEN	0x004f76f4	transmitSaveGamePreWait
SOURCE/GAME	src/SOURCE/GAME.cpp:6696	DATA_COMPGEN	0x004f76fc	transmitSaveGamePostWait
SOURCE/GAME	src/SOURCE/GAME.cpp:6728	DATA_COMPGEN	0x004f7708	transmitSaveGameSourceFile5
SOURCE/GAME	src/SOURCE/GAME.cpp:6730	DATA_COMPGEN	0x004f7730	transmitSaveGameSourceFile6
SOURCE/GAME	src/SOURCE/GAME.cpp:6732	DATA_COMPGEN	0x004f7758	transmitSaveGameSourceFile7
SOURCE/GAME	src/SOURCE/GAME.cpp:6734	DATA_COMPGEN	0x004f7780	transmitSaveGameSourceFile8
SOURCE/GAME	src/SOURCE/GAME.cpp:6736	DATA_COMPGEN	0x004f77a8	transmitSaveGameTransmitEnd
SOURCE/GAME	src/SOURCE/GAME.cpp:6790	VA	0x00483937	i32 game::ReceiveSaveGame(
SOURCE/GAME	src/SOURCE/GAME.cpp:6817	DATA_COMPGEN	0x004f77bc	receiveSaveGameFW1
SOURCE/GAME	src/SOURCE/GAME.cpp:6826	DATA_COMPGEN	0x004f77c0	receiveSaveGameRSG1
SOURCE/GAME	src/SOURCE/GAME.cpp:6827	DATA_COMPGEN	0x004f77c8	receiveSaveGameReceiveStartGettingData
SOURCE/GAME	src/SOURCE/GAME.cpp:6843	DATA_COMPGEN	0x004f77e8	receiveSaveGameReceivingData
SOURCE/GAME	src/SOURCE/GAME.cpp:6851	DATA_COMPGEN	0x004f77f8	receiveSaveGameBeginTransmitInitConfirm
SOURCE/GAME	src/SOURCE/GAME.cpp:6861	DATA_COMPGEN	0x004f7814	receiveSaveGameEndTransmitInitConfirm
SOURCE/GAME	src/SOURCE/GAME.cpp:6865	DATA_COMPGEN	0x004f7830	receiveSaveGameSourceFile
SOURCE/GAME	src/SOURCE/GAME.cpp:6868	DATA_COMPGEN	0x004f7858	receiveSaveGameSourceFile2
SOURCE/GAME	src/SOURCE/GAME.cpp:6869	DATA_COMPGEN	0x004f7880	receiveSaveGameSourceFile3
SOURCE/GAME	src/SOURCE/GAME.cpp:6870	DATA_COMPGEN	0x004f78a8	receiveSaveGameSourceFile4
SOURCE/GAME	src/SOURCE/GAME.cpp:6874	DATA_COMPGEN	0x004f78d0	receiveSaveGameFW2
SOURCE/GAME	src/SOURCE/GAME.cpp:6888	DATA_COMPGEN	0x004f78d4	receiveSaveGameErrorReceivingDataKeepTrying
SOURCE/GAME	src/SOURCE/GAME.cpp:6926	DATA_COMPGEN	0x004f78f8	receiveSaveGameFW3
SOURCE/GAME	src/SOURCE/GAME.cpp:6954	DATA_COMPGEN	0x004f78fc	receiveSaveGameReceiveStartDecompressingData
SOURCE/GAME	src/SOURCE/GAME.cpp:6957	DATA_COMPGEN	0x004f7920	receiveSaveGameReceive
SOURCE/GAME	src/SOURCE/GAME.cpp:6978	DATA_COMPGEN	0x004f7928	receiveSaveGameReceive2
SOURCE/GAME	src/SOURCE/GAME.cpp:6988	DATA_COMPGEN	0x004f7938	receiveSaveGameSS
SOURCE/GAME	src/SOURCE/GAME.cpp:6988	DATA_COMPGEN	0x004f7930	receiveSaveGameDATA
SOURCE/GAME	src/SOURCE/GAME.cpp:6997	DATA_COMPGEN	0x004f7940	receiveSaveGameSourceFile5
SOURCE/GAME	src/SOURCE/GAME.cpp:6999	DATA_COMPGEN	0x004f7968	receiveSaveGameSourceFile6
SOURCE/GAME	src/SOURCE/GAME.cpp:7001	DATA_COMPGEN	0x004f7990	receiveSaveGameSourceFile7
SOURCE/GAME	src/SOURCE/GAME.cpp:7003	DATA_COMPGEN	0x004f79b8	receiveSaveGameSourceFile8
SOURCE/GAME	src/SOURCE/GAME.cpp:7006	DATA_COMPGEN	0x004f79e0	receiveSaveGameReceiveEnd
SOURCE/GAME	src/SOURCE/GAME.cpp:7038	VA	0x00483fc4	void game::DoNewTurn(void)
SOURCE/GAME	src/SOURCE/GAME.cpp:7091	DATA_COMPGEN	0x004f79ec	doNewTurnNewmonth82m
SOURCE/GAME	src/SOURCE/GAME.cpp:7112	DATA_COMPGEN	0x004f79fc	doNewTurnNewweek82m
SOURCE/GAME	src/SOURCE/GAME.cpp:7144	VA	0x00484419	i32 game::GetBoatsBuilt(void)
SOURCE/GAME	src/SOURCE/GAME.cpp:7155	VA	0x00484471	i32 game::GetNumThievesGuilds(i32 color)
SOURCE/GAME	src/SOURCE/GAME.cpp:7167	VA	0x0048450d	i32 game::CalcDifficultyRating(void)
SOURCE/GAME	src/SOURCE/GAME.cpp:7192	VA	0x00484620	i32 CalcBaseScore(i32 days)
SOURCE/GAME	src/SOURCE/GAME.cpp:7218	DATA_COMPGEN	0x004eb770	calcBaseScoreConstant
SOURCE/GAME	src/SOURCE/GAME.cpp:7233	VA	0x0048480a	void game::RestoreCell(
SOURCE/GAME	src/SOURCE/GAME.cpp:7257	VA	0x004848bf	void game::SetMapSize(i32 w, i32 h)
SOURCE/GAME	src/SOURCE/GAME.cpp:7259	DATA	0x004f7a0c	static i16 setMapSizeSourceLineBase = 0x1d0d;
SOURCE/GAME	src/SOURCE/GAME.cpp:7270	DATA_COMPGEN	0x004f7a10	setMapSizeSourceFile
SOURCE/GAME	src/SOURCE/GAME.cpp:7271	DATA_COMPGEN	0x004f7a38	setMapSizeSourceFile2
SOURCE/GAME	src/SOURCE/GAME.cpp:7275	VA	0x004849a2	void WriteDiffHeaderInfo(u8 cmd, i32 len, u8* buf, i32* pos)
SOURCE/GAME	src/SOURCE/GAME.cpp:7300	VA	0x00484aa2	i32 GetSkipCopyLen(u8* buf, i32* pos)
SOURCE/GAME	src/SOURCE/GAME.cpp:7321	VA	0x00484b4d	void CreateDiffFile(
SOURCE/GAME	src/SOURCE/GAME.cpp:7358	DATA_COMPGEN	0x004f7a6c	createDiffFileSS
SOURCE/GAME	src/SOURCE/GAME.cpp:7358	DATA_COMPGEN	0x004f7a64	createDiffFileDATA
SOURCE/GAME	src/SOURCE/GAME.cpp:7360	DATA_COMPGEN	0x004f7a74	createDiffFileSourceFile
SOURCE/GAME	src/SOURCE/GAME.cpp:7361	DATA_COMPGEN	0x004f7aa4	createDiffFileSS2
SOURCE/GAME	src/SOURCE/GAME.cpp:7361	DATA_COMPGEN	0x004f7a9c	createDiffFileDATA2
SOURCE/GAME	src/SOURCE/GAME.cpp:7368	DATA_COMPGEN	0x004f7aac	createDiffFileOrigJoinCRC
SOURCE/GAME	src/SOURCE/GAME.cpp:7379	DATA_COMPGEN	0x004f7ac4	createDiffFileSS3
SOURCE/GAME	src/SOURCE/GAME.cpp:7379	DATA_COMPGEN	0x004f7abc	createDiffFileDATA3
SOURCE/GAME	src/SOURCE/GAME.cpp:7381	DATA_COMPGEN	0x004f7acc	createDiffFileSourceFile2
SOURCE/GAME	src/SOURCE/GAME.cpp:7382	DATA_COMPGEN	0x004f7afc	createDiffFileSS4
SOURCE/GAME	src/SOURCE/GAME.cpp:7382	DATA_COMPGEN	0x004f7af4	createDiffFileDATA4
SOURCE/GAME	src/SOURCE/GAME.cpp:7391	DATA_COMPGEN	0x004f7b04	createDiffFileSourceFile3
SOURCE/GAME	src/SOURCE/GAME.cpp:7448	DATA_COMPGEN	0x004f7b34	createDiffFileSS5
SOURCE/GAME	src/SOURCE/GAME.cpp:7448	DATA_COMPGEN	0x004f7b2c	createDiffFileDATA5
SOURCE/GAME	src/SOURCE/GAME.cpp:7455	DATA_COMPGEN	0x004f7b44	createDiffFileSS6
SOURCE/GAME	src/SOURCE/GAME.cpp:7455	DATA_COMPGEN	0x004f7b3c	createDiffFileDATA6
SOURCE/GAME	src/SOURCE/GAME.cpp:7463	DATA_COMPGEN	0x004f7b4c	createDiffFileSourceFile4
SOURCE/GAME	src/SOURCE/GAME.cpp:7465	DATA_COMPGEN	0x004f7b74	createDiffFileSourceFile5
SOURCE/GAME	src/SOURCE/GAME.cpp:7467	DATA_COMPGEN	0x004f7b9c	createDiffFileSourceFile6
SOURCE/GAME	src/SOURCE/GAME.cpp:7471	VA	0x00485107	void CreateJoinFile(char* oldName, char* diffName, char* joinName)
SOURCE/GAME	src/SOURCE/GAME.cpp:7473	DATA	0x004f7bc4	static i16 createJoinFileSourceLineBase = 0x1e0f;
SOURCE/GAME	src/SOURCE/GAME.cpp:7486	DATA_COMPGEN	0x004f7bd0	createJoinFileSS
SOURCE/GAME	src/SOURCE/GAME.cpp:7486	DATA_COMPGEN	0x004f7bc8	createJoinFileDATA
SOURCE/GAME	src/SOURCE/GAME.cpp:7488	DATA_COMPGEN	0x004f7bd8	createJoinFileSourceFile
SOURCE/GAME	src/SOURCE/GAME.cpp:7489	DATA_COMPGEN	0x004f7c08	createJoinFileSS2
SOURCE/GAME	src/SOURCE/GAME.cpp:7489	DATA_COMPGEN	0x004f7c00	createJoinFileDATA2
SOURCE/GAME	src/SOURCE/GAME.cpp:7496	DATA_COMPGEN	0x004f7c10	createJoinFileSourceFile2
SOURCE/GAME	src/SOURCE/GAME.cpp:7501	DATA_COMPGEN	0x004f7c40	createJoinFileSS3
SOURCE/GAME	src/SOURCE/GAME.cpp:7501	DATA_COMPGEN	0x004f7c38	createJoinFileDATA3
SOURCE/GAME	src/SOURCE/GAME.cpp:7503	DATA_COMPGEN	0x004f7c48	createJoinFileSourceFile3
SOURCE/GAME	src/SOURCE/GAME.cpp:7504	DATA_COMPGEN	0x004f7c78	createJoinFileSS4
SOURCE/GAME	src/SOURCE/GAME.cpp:7504	DATA_COMPGEN	0x004f7c70	createJoinFileDATA4
SOURCE/GAME	src/SOURCE/GAME.cpp:7526	DATA_COMPGEN	0x004f7c88	createJoinFileSS5
SOURCE/GAME	src/SOURCE/GAME.cpp:7526	DATA_COMPGEN	0x004f7c80	createJoinFileDATA5
SOURCE/GAME	src/SOURCE/GAME.cpp:7533	DATA_COMPGEN	0x004f7c90	createJoinFileNewJoinCRC
SOURCE/GAME	src/SOURCE/GAME.cpp:7543	DATA_COMPGEN	0x004f7ca8	createJoinFileSS6
SOURCE/GAME	src/SOURCE/GAME.cpp:7543	DATA_COMPGEN	0x004f7ca0	createJoinFileDATA6
SOURCE/GAME	src/SOURCE/GAME.cpp:7551	DATA_COMPGEN	0x004f7cb0	createJoinFileSourceFile4
SOURCE/GAME	src/SOURCE/GAME.cpp:7553	DATA_COMPGEN	0x004f7cd8	createJoinFileSourceFile5
SOURCE/GAME	src/SOURCE/GAME.cpp:7555	DATA_COMPGEN	0x004f7d00	createJoinFileSourceFile6
SOURCE/GAME	src/SOURCE/GAME.cpp:7558	VA	0x004854d5	i32 game::HeroIDToHeroPos(playerData* pd, i32 heroId)
SOURCE/GAME	src/SOURCE/GAME.cpp:7568	VA	0x00485532	i32 game::TownIDToTownPos(playerData* pd, i32 townId)
SOURCE/GAME	src/SOURCE/GAME.cpp:7578	VA	0x0048558f	void game::SetupNewRumour(void)
SOURCE/GAME	src/SOURCE/GAME.cpp:7629	DATA_COMPGEN	0x004f7d28	setupNewRumourSHasFoundTheMostObelisks
SOURCE/GAME	src/SOURCE/GAME.cpp:7635	DATA_COMPGEN	0x004f7d48	setupNewRumourSHasFoundTheMostArtifacts
SOURCE/GAME	src/SOURCE/GAME.cpp:7641	DATA_COMPGEN	0x004f7d6c	setupNewRumourSHasTheMostPowerfulForces
SOURCE/GAME	src/SOURCE/GAME.cpp:7647	DATA_COMPGEN	0x004f7d90	setupNewRumourSEarnsTheMostGold
SOURCE/GAME	src/SOURCE/GAME.cpp:7658	DATA_COMPGEN	0x004eb788	setupNewRumourConstant
SOURCE/GAME	src/SOURCE/GAME.cpp:7662	DATA_COMPGEN	0x004eb790	setupNewRumourConstant2
SOURCE/GAME	src/SOURCE/GAME.cpp:7683	DATA_COMPGEN	0x004f7da8	setupNewRumourTheUltimateArtifactMayBeFound
SOURCE/GAME	src/SOURCE/GAME.cpp:7689	DATA_COMPGEN	0x004f7dec	setupNewRumourTheUltimateArtifactMayBeFound2
SOURCE/GAME	src/SOURCE/GAME.cpp:7699	DATA_COMPGEN	0x004f7e14	setupNewRumourTheUltimateArtifactIsReallyThe
SOURCE/GAME	src/SOURCE/GAME.cpp:7708	VA	0x00485d2e	EventExtra* GetMapEvent(i32 x, i32 y)
SOURCE/GAME	src/SOURCE/GAME.cpp:7720	VA	0x00485e07	void game::CheckForTimeEvent(void)
SOURCE/GAME	src/SOURCE/GAME.cpp:7792	VA	0x00486153	void CheckValidAvailableHeroes(void)
SOURCE/GAME	src/SOURCE/GAME.cpp:7817	VA	0x00486296	i32 CalcFileCRC(char* filename)
SOURCE/GAME	src/SOURCE/GAME.cpp:7819	DATA	0x004f7e3c	static i16 calcFileCrcSourceLineBase = 0x1f5e;
SOURCE/GAME	src/SOURCE/GAME.cpp:7821	DATA_COMPGEN	0x004f7e40	calcFileCRCSourceFile
SOURCE/GAME	src/SOURCE/GAME.cpp:7828	DATA_COMPGEN	0x004f7e68	calcFileCRCSourceFile2
SOURCE/GAME	src/SOURCE/GAME.cpp:7832	VA	0x00486341	void CompressTest2(void)
SOURCE/GAME	src/SOURCE/GAME.cpp:7848	DATA_COMPGEN	0x004f7e94	compressTest2SourceFile
SOURCE/GAME	src/SOURCE/GAME.cpp:7852	DATA_COMPGEN	0x004f7ebc	compressTest2SourceFile2
SOURCE/GAME	src/SOURCE/GAME.cpp:7856	DATA_COMPGEN	0x004f7ee4	compressTest2SourceFile3
SOURCE/GAME	src/SOURCE/GAME.cpp:7866	DATA_COMPGEN	0x004f7f0c	compressTest2SourceFile4
SOURCE/GAME	src/SOURCE/GAME.cpp:7867	DATA_COMPGEN	0x004f7f34	compressTest2SourceFile5
SOURCE/GAME	src/SOURCE/GAME.cpp:7868	DATA_COMPGEN	0x004f7f5c	compressTest2SourceFile6
SOURCE/GAME	src/SOURCE/GAME.cpp:7871	VA	0x00486494	void CompressTest(void)
SOURCE/GAME	src/SOURCE/GAME.cpp:7885	DATA_COMPGEN	0x004f7f88	compressTestC1
SOURCE/GAME	src/SOURCE/GAME.cpp:7886	DATA_COMPGEN	0x004f7f8c	compressTestCTEMPZDIF
SOURCE/GAME	src/SOURCE/GAME.cpp:7889	DATA_COMPGEN	0x004f7f9c	compressTestSourceFile
SOURCE/GAME	src/SOURCE/GAME.cpp:7892	DATA_COMPGEN	0x004f7fc4	compressTestSourceFile2
SOURCE/GAME	src/SOURCE/GAME.cpp:7895	DATA_COMPGEN	0x004f7fec	compressTestSourceFile3
SOURCE/GAME	src/SOURCE/GAME.cpp:7897	DATA_COMPGEN	0x004f8014	compressTestC2
SOURCE/GAME	src/SOURCE/GAME.cpp:7902	DATA_COMPGEN	0x004f8018	compressTestC3
SOURCE/GAME	src/SOURCE/GAME.cpp:7904	DATA_COMPGEN	0x004f801c	compressTestC4
SOURCE/GAME	src/SOURCE/GAME.cpp:7906	DATA_COMPGEN	0x004f8020	compressTestC5
SOURCE/GAME	src/SOURCE/GAME.cpp:7908	DATA_COMPGEN	0x004f8024	compressTestC6
SOURCE/GAME	src/SOURCE/GAME.cpp:7910	DATA_COMPGEN	0x004f8028	compressTestC7
SOURCE/GAME	src/SOURCE/GAME.cpp:7913	DATA_COMPGEN	0x004f802c	compressTestSourceFile4
SOURCE/GAME	src/SOURCE/GAME.cpp:7914	DATA_COMPGEN	0x004f8054	compressTestSourceFile5
SOURCE/GAME	src/SOURCE/GAME.cpp:7915	DATA_COMPGEN	0x004f807c	compressTestSourceFile6
SOURCE/GAME	src/SOURCE/GAME.cpp:7916	DATA_COMPGEN	0x004f80a4	compressTestC8
SOURCE/GAME	src/SOURCE/GAME.cpp:7919	VA	0x00486652	void CompressTest3(void)
SOURCE/GAME	src/SOURCE/GAME.cpp:7924	DATA_COMPGEN	0x004f80a8	compressTest3TestD
SOURCE/GAME	src/SOURCE/GAME.cpp:7930	VA	0x004866a5	i32 game::CountShrines(i32 player)
SOURCE/GAME	src/SOURCE/GAME.cpp:7956	DATA	0x004f7550	i8 giMonType[] =
SOURCE/GAME	src/SOURCE/GAME.cpp:7970	DATA	0x004f7a08	char bMapInitialized = 0;
SOURCE/GAME	src/SOURCE/GAME.cpp:7971	DATA	0x005280e8	i32 iViewArmyNumTroops;
SOURCE/GAME	src/SOURCE/GAME.cpp:7972	DATA	0x005280ec	i8* gbNGHeroType;
SOURCE/GAME	src/SOURCE/GAME.cpp:7973	DATA	0x005280f8	SMonFrameInfo sViewArmyMonFrameInfo;
SOURCE/GAME	src/SOURCE/GAME.cpp:7974	DATA	0x00528430	i16 giUABaseX;
SOURCE/GAME	src/SOURCE/GAME.cpp:7975	DATA	0x00528434	i16 giUABaseY;
SOURCE/GAME	src/SOURCE/GAME.cpp:7976	DATA	0x00528438	i32 giEndSequence;
SOURCE/GAME	src/SOURCE/GAME.cpp:7977	DATA	0x0052843c	b32 gbDismissArmy;
SOURCE/GAME	src/SOURCE/GAME.cpp:7978	DATA	0x00528440	i8* gbNGHuman;
SOURCE/GAME	src/SOURCE/GAME.cpp:7979	DATA	0x00528448	i32 iViewArmyFrame;
SOURCE/GAME	src/SOURCE/GAME.cpp:7980	DATA	0x0052844c	b32 gbAllowUpgrade;
SOURCE/GAME	src/SOURCE/GAME.cpp:7981	DATA	0x00528450	H2_ENUM_STORAGE(CreatureType, i32) iViewArmyType;
SOURCE/GAME	src/SOURCE/GAME.cpp:7982	DATA	0x00528454	class hero* viewSpellsHero;
SOURCE/GAME	src/SOURCE/GAME.cpp:7983	DATA	0x00528458	b32 gbUpgradeArmy;
