# Generated by `homm2 audit version-delta`; do not hand-edit.
# /home/sheep/Projects/homm2/homm2-buka/build/orig/HMM2PL.exe vs /home/sheep/Projects/homm2/homm2-decomp/build/orig/HEROES2W.EXE
# CANDIDATES, not findings: VC 4.2 and VC6 disagree about inlining
# and constant chunking, so read both bodies before writing a row
# into docs/version-changes.md.
# added/removed are from Buka's side: 'added' is in 2.1 only.
channels	unit	symbol	lead	transition	buka_size	pol_size	size_delta	calls_added	calls_removed	convention	strings_buka	strings_pol	constants_added	constants_removed
strings,constants	SOURCE/STRIP	??0bankBox@@QAE@HHPAVplayerData@@@Z	both-exact	od-od	0xd6	0xb2	36				¸xËN		0x0 0x1 0x10 0xffffffff	0x8
strings,constants	SOURCE/STRIP	??0strip@@QAE@HHHKHPAVarmyGroup@@HHH@Z	both-exact	od-od	0x2b0	0x27e	50				¸@ËN		0x1x4 0xffffffffx3 0x0 0x2 0x30 0x58	0x3 0x18
strings,constants	SOURCE/SWAPMGR	??0swapManager@@QAE@PAVhero@@0@Z	both-exact	od-od	0x33	0x3e	-11				n#J			0x4
strings,constants	SOURCE/SWAPMGR	??0swapManager@@QAE@XZ	both-exact	od-od	0x79	0x84	-11				n#J			0x4
strings,constants	SOURCE/SWAPMGR	?Main@swapManager@@UAEHAAUtag_message@@@Z	parity-gap	od-od	0x8ef	0xaf0	-513				Íåëüçÿ ïåðåäàòü ýòîò ïðåäìåò.x2	This item can't be traded.x2	0x200	0x4x7 0x5050505x2 0x2 0xa050505
strings,constants	SOURCE/SWAPMGR	?Open@swapManager@@UAEHH@Z	parity-gap	od-od	0x3e2	0x3bc	38				Âñòðå÷àþòñÿ %s è %s	%s meets %s	0x1x3 0x0 0x34 0xffffffff	0x3x3 0xc8x2 0x2c 0xd8
strings,constants	SOURCE/SWAPMGR	?SplitMons@swapManager@@QAEXXZ	parity-gap	od-od	0x381	0x388	-7				¸ÈËN Ñêîëüêî %s ïåðåíåñòè èç àðìèè %s â àðìèþ %s? Ñêîëüêî âîèíîâ ïåðåíåñòè?	Move how many %s troops from %s to %s? Move how many troops?	0x1x2 0x0 0x48 0xffffffff	0x44
strings,constants	SOURCE/TOWNMGR	??0townManager@@QAE@XZ	both-exact	od-od	0x5d	0x68	-11				]OJ	"	AA"		0x4
strings,constants	SOURCE/TOWNMGR	??0townObject@@QAE@HHPAD@Z	parity-gap	od-od	0x18d	0x16a	35				¸ðËN		0x9x5 0x120x5 0x0 0x1 0x38 0xffffffff	0x5x5 0x30
strings,constants	SOURCE/TOWNMGR	?BuyBuild@townManager@@QAEHHHH@Z	parity-gap	od-od	0xe6c	0xf35	-201				%d ýòàæ Ãèëüäèè ìàãîâ	I:\Projects\Heroes\Prog\SOURCE\TOWNMGR.CPPx2 Mage Guild, Level %d	0x1x32 0x1cx8 0xffffffffx4 0x150x2 0x0 0x2c +2	0x3x7 0x2x5 0x4 0x8 0xc 0x128 +1
strings,constants	SOURCE/TOWNMGR	?RecruitHero@townManager@@QAEHHH@Z	parity-gap	od-od	0x70b	0x706	5				%s %d óðîâíÿ %s. Àðòåôàêòîâ: %d. ¸XÍN	%s is a level %d %s with %d artifacts.	0xcx8 0xb3ex4 0x1x3 0x78 0xfa 0x1fff +1	0x2x4 0x68 0x27c4 0xffff00ff
strings,constants	SOURCE/TOWNMGR	?SetupMage@townManager@@QAEXPAVheroWindow@@@Z	parity-gap	od-od	0x379	0x3d8	-95				Óêàçàííûå çàêëèíàíèÿ äîñòóïíû çäåñü.	The above spells are available here.	0x1x2 0x16 0x2000	0x2x6 0xax2 0x28x2 0x46x2 0x0 0x6 +1
strings,constants	SOURCE/TOWNMGR	?SetupThievesGuild@townManager@@QAEXPAVheroWindow@@H@Z	parity-gap	od-od	0xde3	0xf0f	-300				¸¨ÍN	I:\Projects\Heroes\Prog\SOURCE\TOWNMGR.CPPx3	0x1x24 0x11bx11 0x44x7 0xffffffffx7 0x1ax4 0xfax4 +17	0x2x18 0x3x11 0x4x3 0x27c4x3 0x10 0xbe +6
strings,constants	SOURCE/TOWNMGR	?SetupTown@townManager@@QAEXXZ	parity-gap	od-od	0x9df	0x95a	133				¸@ÌN Ýêðàí ãîðîäà	Town Screen	0x1x10 0xffffffffx8 0x0x5 0xfax3 0x4x2 0x2 +4	0x58 0x80 0x2829
strings,constants	SOURCE/TOWNMGR	?SetupWell@townManager@@QAEXPAVheroWindow@@@Z	parity-gap	od-od	0x647	0x5cf	120				Äîñòóïíî:	Available:	0x1x7 0xcx4 0x1ax2 0x13 0x20 0x58 +8	0x8 0x40 0xa4
strings,constants	SOURCE/TOWNMGR	?SplitArmy@townManager@@QAEXXZ	parity-gap	od-od	0x376	0x374	2				ãàðíèçîíàx2 ãåðîÿx2 ¸ðÌN +2	Garrisonx2 Hero's Armyx2 Move how many %s troops from %s to %s? +1	0x0 0x1 0x44 0xffffffff	0x40
strings,constants	SOURCE/VIEW	?ViewGeneral@combatManager@@QAEHHHH@Z	parity-gap	od-od	0x6f9	0x6d3	38				%s - %s ¸0ÎN Êàïèòàí	%s the %s Captain	0x1x2 0x11bx2 0x0 0xa 0x80 0xffffffff	0x2x2 0x3x2 0x5 0x78
strings,constants	SOURCE/Viewwrld	?ViewWorld@advManager@@QAEXHHH@Z	parity-gap	od-od	0x2ba	0x267	83				¸XÎN		0x0 0x1 0x354 0xffffffff	0x350
strings,constants	SOURCE/Wsnetwin	?wsEvaluateMessage@@YIXKH@Z	both-exact	od-od	0x344	0x37d	-57				Îæèäàþ èãðîêà äëÿ íà÷àëà èãðû. Ñåðâåð óæå ñîçäàë èãðó è íå ïðèíèìàåò íîâûõ èãðîêîâ.	I:\Projects\Heroes\Prog\SOURCE\Wsnetwin.cpp The Host already has a game in progress and is not accepting new players. Waiting for other remote player to set up game.	0x1x6 0x22x3 0x4 0x34	0x5x3 0xa 0x30
strings,constants	SOURCE/Wsnetwin	?wsSendMessage@@YIXHEGPAX@Z	parity-gap	od-od	0x1d3	0x1f5	-34					I:\Projects\Heroes\Prog\SOURCE\Wsnetwin.cppx2	0x1x5 0x4x2 0x30	0x2 0x28 0x39
strings,constants	SOURCE/Wsnetwin	?wsWaitForHost@@YIHXZ	parity-gap	od-od	0xfd	0x126	-41				Ñåðâåð íå îòâå÷àåò. Ïðîäîëæèòü îæèäàíèå? 	The Host is not responding.  Keep waiting?	0x1x2	0x4
strings,constants	SOURCE/Wsnetwin	?wsnet_init@@YIFXZ	parity-gap	od-od	0x572	0x5b5	-67				Íåïðàâèëüíûé IP àäðåñ. Ïîïðîáóéòå åùå ðàç. Ïîèñê ñåðâåðà.	I:\Projects\Heroes\Prog\SOURCE\Wsnetwin.cppx2 Error in IP Address, please try again. Searching for host.	0x1x5 0x4x2 0x1c 0x130	0x3 0xa 0xb 0x128
strings,constants	SOURCE/Wsnetwin	?wsnet_rcv@@YIFFGPAX@Z	both-exact	od-od	0x93	0xa7	-20					I:\Projects\Heroes\Prog\SOURCE\Wsnetwin.cpp	0x1 0x4 0x10	0x9 0xc
strings,constants	SOURCE/Wsnetwin	?wsnet_term@@YIXXZ	both-exact	od-od	0xb3	0xd2	-31					I:\Projects\Heroes\Prog\SOURCE\Wsnetwin.cppx2	0x4x2 0x8	0x7 0xb
strings,constants	SOURCE/X_CAMPGN	?MessageHandler@ExpCampaign@@CIHAAUtag_message@@@Z	parity-gap	od-od	0x26e	0x32e	-192				Âûáðàííàÿ êàðòà - ïëîõîé âûáîð äëÿ âàøåãî ñëåäóþùåãî ñöåíàðèÿ.	The currently selected map is not a valid choice for your next scenario.	0xax2 0x7801	0x4b
strings,constants	SOURCE/X_CAMPGN	?UpdateInfo@ExpCampaign@@QAEXH@Z	open-both	od-od	0x7b8	0x921	-361				Ìàëûé ñâèòîêx2 %s: %d Áàëëèñòà +18	%d %s Ballista Breastplate +19	0x1x7 0x5 0xf 0x18 0x70 0x78 +1	0x4bx4 0x9 0x20 0x3a 0x46 0x50 +6
strings,constants	SOURCE/comwin	?com_snd@@YIFFGGPAXH@Z	both-exact	od-od	0x11c	0x145	-41					I:\Projects\Heroes\Prog\SOURCE\comwin.cpp	0x60x5 0x4 0xa 0x14	0x5x5 0x10x2
strings,constants	SOURCE/comwin	?com_term@@YIXF@Z	both-exact	od-od	0xe9	0x11d	-52					I:\Projects\Heroes\Prog\SOURCE\comwin.cppx2	0x60x9 0x4x2 0x10	0x5x9 0x8x2 0xd 0x11 0x24
strings,constants	SOURCE/comwin	?comm_wrt_task@@YIXXZ	parity-gap	od-od	0xc3	0xe8	-37					I:\Projects\Heroes\Prog\SOURCE\comwin.cpp	0x4 0x18	0xa 0x14 0x1c
strings,constants	SOURCE/dpnetwin	?dpEvaluateMessage@@YIXKH@Z	both-exact	od-od	0x244	0x274	-48					I:\Projects\Heroes\Prog\SOURCE\dpnetwin.cpp	0x1x6 0x22x2 0x4 0x18	0x5x2 0x8 0xa 0x14
strings,constants	SOURCE/dpnetwin	?dpProcessMessages@@YIXXZ	open-both	od-od	0x98	0xbe	-38				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\DPNETWIN.CPP	I:\Projects\Heroes\Prog\SOURCE\dpnetwin.cpp	0x1 0x14f	0x17
strings,constants	SOURCE/dpnetwin	?dpSendMessage@@YIXHEGPAX@Z	parity-gap	od-od	0xcf	0xee	-31				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\DPNETWIN.CPP	I:\Projects\Heroes\Prog\SOURCE\dpnetwin.cppx3	0x1x3 0x4x2 0x18 0x10c	0x10x2 0x2 0xe
strings,constants	SOURCE/dpnetwin	?dpWaitForExtraGuests@@YIHXZ	forward	od-od	0x7c	0x84	-8				Ê âàì ïðèñîåäèíèëèñü %d ãîñòåé. Íàæìèòå 'ÎÊ' ÷òîáû ïðîäîëæèòü èëè ïîäîæäèòå äðóãèõ èãðîêîâ.	You have %d guest(s) now logged in.  Click 'OK' to move on, or wait for additional guests.	0x1	
strings,constants	SOURCE/dpnetwin	?dpWaitForFirstGuest@@YIHXZ	parity-gap	od-od	0x16a	0x182	-24				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\DPNETWIN.CPPx2	I:\Projects\Heroes\Prog\SOURCE\dpnetwin.cppx2	0x1x3 0x1ba 0x1d8	0x0 0x10 0x2e
strings,constants	SOURCE/dpnetwin	?dpWaitForHost@@YIHXZ	parity-gap	od-od	0x396	0x3d2	-60				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\DPNETWIN.CPPx4	I:\Projects\Heroes\Prog\SOURCE\dpnetwin.cppx4	0x1x10 0x8 0x73 0x224 0x237 0x241 +2	0x7 0x26 0x39 0x43 0x5d
strings,constants	SOURCE/dpnetwin	?dpnet_init@@YIFXZ	parity-gap	od-od	0x2bf	0x311	-82				Íåâîçìîæíî çàãðóçèòü 'DPLAYX.DLL'x3 e:\Users\igorl\VSS\HMM\HMM2\Source\Game\DPNETWIN.CPP Ê âàì ïðèñîåäèíèëèñü %d ãîñòåé. Íàæìèòå 'ÎÊ' ÷òîáû ïðîäîëæèòü èëè ïîäîæäèòå äðóãèõ èãðîêîâ. +1	Can't load 'DPLAYX.DLL'x3 I:\Projects\Heroes\Prog\SOURCE\dpnetwin.cppx3 Waiting for other remote player to set up game. +1	0x1x2 0x4x2 0x38 0x88	0x7 0x8 0x29 0x30
strings,constants	SOURCE/dpnetwin	?dpnet_rcv@@YIFFGPAX@Z	both-exact	od-od	0x93	0xa7	-20					I:\Projects\Heroes\Prog\SOURCE\dpnetwin.cpp	0x1 0x4 0x10	0x9 0xc
strings,constants	SOURCE/dpnetwin	?dpnet_term@@YIXXZ	both-exact	od-od	0xed	0x116	-41					I:\Projects\Heroes\Prog\SOURCE\dpnetwin.cppx2	0x4x2 0x70	0xe 0x12 0x68
strings,constants	SOURCE/kbwin	?AppInit@@YIHPAX0HPAD@Z	parity-gap	od-od	0x2ec	0x339	-77				Ãåðîè IIx3 Ãåðîè Ìå÷à è Ìàãèè II	Heroes IIx3 Heroes of Might and Magic II	0x1cx8 0x1x4 0x40	0x3x8 0x0x2 0x44
strings	SOURCE/kbwin	_WinMain@16	parity-gap	od-od	0x112	0x146	-52				Ãåðîè II Ãåðîè Ìå÷à è Ìàãèè II Îøèáêà çàãðóçêè +1	Heroes II Heroes of Might and Magic II Only one copy of %s may run at a time +1		
strings,constants	SOURCE/netwin	?nb_add_name_done@@YGXPAUNetbiosControlBlock@@@Z	parity-gap	od-od	0x152	0x1ca	-120				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\NETWIN.CPP	I:\Projects\Heroes\Prog\SOURCE\netwin.cpp	0x1x2 0x219	0x3 0x7 0x4a7a 0x7070707
strings,constants	SOURCE/netwin	?nb_arm_recv@@YIXH@Z	parity-gap	od-od	0x124	0x14f	-43				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\NETWIN.CPP	I:\Projects\Heroes\Prog\SOURCE\netwin.cpp	0x1 0xa 0xff 0x2cb	0x5
strings,constants	SOURCE/netwin	?nb_recv_complete@@YIXH@Z	both-exact	od-od	0x137	0x179	-66					I:\Projects\Heroes\Prog\SOURCE\netwin.cpp	0x14 0x7f	0x4x7 0x10x2 0x1 0x2 0x3 0xe004a83 +1
strings,constants	SOURCE/netwin	?nb_thr_ctl@@YIXXZ	both-exact	od-od	0x215	0x26e	-89				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\NETWIN.CPP	I:\Projects\Heroes\Prog\SOURCE\netwin.cppx2	0x1 0x4 0xa 0x5c 0xff 0x1ef	0x53 0x58 0x60
strings,constants	SOURCE/netwin	@nb_term@0	both-exact	od-od	0x1d0	0x207	-55					I:\Projects\Heroes\Prog\SOURCE\netwin.cppx3	0x4x3 0x1x2 0x54	0x1f 0x23 0x32 0x48
strings,constants	SOURCE/wingraph	?CreatePrimary@@YIXXZ	both-exact	od-od	0x76	0x94	-30				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\WINGRAPH.CPP	I:\Projects\Heroes\Prog\SOURCE\wingraph.cpp	0x4d	0x4 0xa
strings,constants	SOURCE/wingraph	?DDAppPaint@@YIHPAX0@Z	parity-gap	od-od	0x4da	0x530	-86				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\WINGRAPH.CPPx7	I:\Projects\Heroes\Prog\SOURCE\wingraph.cppx7	0x1x6 0x1e0x2 0x280x2 0xe4 0xf8 0xfc +4	0x5x2 0x7x2 0x47 0x5b 0x5f 0x67 +3
strings,constants	SOURCE/wingraph	?DDCleanUpWinGraphics@@YIXXZ	both-exact	od-od	0x14a	0x177	-45				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\WINGRAPH.CPPx2	I:\Projects\Heroes\Prog\SOURCE\wingraph.cppx2	0x21c 0x234	0xe 0x26
strings,constants	SOURCE/wingraph	?DDCreateSurface@@YIPAUIDirectDrawSurface@@KKH@Z	parity-gap	od-od	0x109	0x133	-42				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\WINGRAPH.CPPx2	I:\Projects\Heroes\Prog\SOURCE\wingraph.cppx2	0x8 0x1a5 0x1ad	0x1c 0x24 0x800
strings,constants	SOURCE/wingraph	?DDInitGraphics@@YIXXZ	both-exact	od-od	0x120	0x15f	-63				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\WINGRAPH.CPPx4	I:\Projects\Heroes\Prog\SOURCE\wingraph.cppx4	0x1c 0x76 0x82 0x86 0x8d	0x3 0x4 0x8 0x14 0x18 0x1f
strings,constants	SOURCE/wingraph	?DDInitializePalette@@YIXXZ	both-exact	od-od	0x111	0x13c	-43				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\WINGRAPH.CPP	I:\Projects\Heroes\Prog\SOURCE\wingraph.cpp	0x1x2 0x167	0x4x2 0x3f 0x3dc
strings,constants	SOURCE/wingraph	?DDRestoreDisplayMode@@YIXXZ	both-exact	od-od	0x3a	0x55	-27				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\WINGRAPH.CPP	I:\Projects\Heroes\Prog\SOURCE\wingraph.cpp	0x34	0x4 0x7
strings,constants	SOURCE/wingraph	?DDSetFullScreenStatus@@YIXH@Z	parity-gap	od-od	0x279	0x305	-140				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\WINGRAPH.CPPx5	I:\Projects\Heroes\Prog\SOURCE\wingraph.cppx5	0x1cx13 0x251 0x257 0x25e 0x263 0x26f	0x3x13 0x15 0x1b 0x22 0x27 0x33
strings,constants	SOURCE/wingraph	?DDSetPalette@@YIHXZ	both-exact	od-od	0x7e	0xaf	-49				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\WINGRAPH.CPP	I:\Projects\Heroes\Prog\SOURCE\wingraph.cpp	0x17f	0x4 0xf
strings,constants	SOURCE/wingraph	?SetupClipper@@YIXXZ	both-exact	od-od	0xb2	0xe3	-49				e:\Users\igorl\VSS\HMM\HMM2\Source\Game\WINGRAPH.CPPx3	I:\Projects\Heroes\Prog\SOURCE\wingraph.cppx3	0x1c 0x5f 0x64 0x69	0x3 0x4 0x8 0xd 0x12
strings,constants	SOURCE/x_arena	?DoArenaDialog@@YIHXZ	parity-gap	od-od	0x3bb	0x35c	95				Âû âîøëè íà àðåíó è ñðàçèëèñü ñî ñâîðîé ñâèðåïûõ ëüâîâ. Âïå÷àòëåííûé âàøèì ìàñòåðñòâîì òðåíåð ãëàäèàòîðîâ ñîãëàñèëñÿ íàó÷èòü âàñ îäíîìó íàâûêó íà âàø âûáîð.	You enter the arena and face a pack of vicious lions.  You handily defeat them, to the wild cheers of the crowd.  Impressed by your skill, the aged trainer of gladiators agrees to train you in a skill of your choice.	0x1x3 0xffffffffx3 0x3cx2 0x0 0x2d 0x98	0x2 0x84
strings,constants	SOURCE/x_arena	?UpdateArenaIcons@@YIXXZ	both-exact	od-od	0x169	0x150	25				¸¸ÎN		0x0x2 0x1x2 0x20 0x3c 0xffffffff	0x2 0x14
convention,constants	BASE/Misc	?BlitBitmapToScreen@@YIXPAVbitmap@@HHHHHH@Z	open-both	o2-od	0x1e4	0x18b	89			@BlitBitmapToScreenVesa@28->_BlitBitmapToScreenVesa			0x1cx4 0x0x3 0x1x2 0x1c0	0x8x3 0x14x2
convention,constants	BASE/Misc	?BlitBitmapToScreenNoMouseCheck@@YIXPAVbitmap@@HHHHHH@Z	both-exact	o2-od	0x36	0x25	17			@BlitBitmapToScreenVesa@28->_BlitBitmapToScreenVesa			0x8 0x1c	
convention,constants	BASE/Misc	?FadeToColorTable@@YIXPAEH@Z	open-both	o2-od	0x163	0xb8	171			?UpdatePalette@@YIXPAC@Z->?UpdatePalette@@YAXPAC@Z			0x3x5 0x1x4 0x0x3 0x4 0x100 0x320	0x304x2 0x56
convention,constants	SOURCE/Netbios	?WaitForGuest@@YICXZ	both-exact	od-od	0xb3	0xe9	-54			@nb_snd@12->_nb_snd @nb_stat@4->_nb_stat			0x0 0x4 0x8 0xc 0xff	0x58
convention,constants	SOURCE/Netbios	?WaitForHost@@YICXZ	both-exact	od-od	0x3b	0x5f	-36			@nb_stat@4->_nb_stat			0x0 0x4 0x8 0xff	0x58
convention,constants	SOURCE/REMOTE	?ReceiveRemoteData@@YIHPAE0H@Z	both-exact	od-od	0x11f	0x158	-57			@nb_rcv@8->_nb_rcv			0x1 0x8	0x3d94004a
convention,constants	SOURCE/REMOTE	?SendRemoteData@@YIHPAE0HH@Z	parity-gap	od-od	0x158	0x18e	-54			@nb_snd@12->_nb_snd			0x1 0xc	0x4a 0x458b004a
convention,constants	SOURCE/SMACKMGR	?DoAdvance@@YIXPAUSmackTag@@HHHH@Z	both-exact	od-od	0x1ea	0x21f	-53			?UpdatePalette@@YIXPAC@Z->?UpdatePalette@@YAXPAC@Z			0x4	
convention,constants	SOURCE/netwin	_nb_sess	parity-gap	od-od	0x4c7	0x4cd	-6			@nb_snd@12->_nb_snd			0x0 0xc 0x7f 0xff	0xffff00ffx2 0x17 0x1a 0xff3db045 0xffffff7f
