id	path	va	casts	address	outside	reviewed_body_sha256	evidence	baseline_body_sha256
src/SOURCE/PHILAI.cpp:philAI::FightValueOfStack(armyGroup * group,hero * heroPtr,i32 useHero,i32 useTown,i32 townId,i32 useEnemyMods)#1	src/SOURCE/PHILAI.cpp	0x004859c8	pending					7b206bd45afa390dc7f18b2f3e0b5298b1cda199bad3f46b7077b07b919c168b
src/SOURCE/PHILAI.cpp:philAI::GetTurnAIVars(i32 player)#1	src/SOURCE/PHILAI.cpp	0x004808a1	pending		pending			c88b9efe7cac444b4f29845236b059e348d4a9bbdca6dfe682bfccc4137210df
src/SOURCE/PHILAI.cpp:philAI::HeroInteractionAtHero(hero * firstHero,hero * secondHero,i32 evaluateOnly,i32 * value)#1	src/SOURCE/PHILAI.cpp	0x00486b43	pending					9215c5fbefcaf0374cc238a550a0fc8c9ae590a885abbdf1dc0554df1fd00d00
src/SOURCE/PHILAI.cpp:philAI::HeroInteractionAtTown(hero * heroPtr,town * townPtr,i32 doInteraction,i32 * value)#1	src/SOURCE/PHILAI.cpp	0x00486ed0	pending					bb56b4c799114ac728d496739ef14befe6119d58fe93b25908741c7689c7d590
src/SOURCE/PHILAI.cpp:philAI::QuickCombat(armyGroup * attacker,hero * attackerHero,armyGroup * defender,hero * defenderHero,i32 townBattle,i32 townId,float & attackerDamage,float & defenderDamage)#1	src/SOURCE/PHILAI.cpp	0x004864fe	pending					b07e3600f11da1aa70cca0c34812c247c742338cdfd170ac7e16bccc29e9ab6c
src/SOURCE/PHILAI.cpp:philAI::StrategicValueOfPosition(i32 targetX,i32 targetY,i32 immediate,i32 checkEnemies,i32 * liveChance,i32 extraDistance)#1	src/SOURCE/PHILAI.cpp	0x00484b78	pending					3b642e089ff3cde6338c57e9648228d920ffc52164d26e075b1119d8aac9308a
src/SOURCE/PHILAI.cpp:philAI::TurnValueOfObelisk(i32 player)#1	src/SOURCE/PHILAI.cpp	0x0048584e			pending			31cb79fbcc02c898e8b11e88e75417d4fad49b27b3714415639ca31942852aee
src/SOURCE/PHILAI.cpp:philAI::ValueOfBuyingBuilding(town * townPtr,BuildingSlotType building,i32 & resourceValue,float & benefitCost)#1	src/SOURCE/PHILAI.cpp	0x00483019	pending					b0cf7ace93d10ca89f830762b3159b54a85e9ad5c5748227ab3b69f56e214a63
src/SOURCE/PHILAI.cpp:philAI::ValueOfEventAtPosition(i32 x,i32 y,i32 immediate,i32 * liveChance)#1	src/SOURCE/PHILAI.cpp	0x0048911d	pending					17ceead73b0a6835fa88f77a76f41f58f27e02880955295d197a8850ab49cc52
src/SOURCE/REMOTE.cpp:DecodePacket(u8 * data,i32)#1	src/SOURCE/REMOTE.cpp	0x0048d93c	pending					aa79e3750d7e270bcf5c9c3356afacdd473284be4d75fe70187d288c570a4775
src/SOURCE/REMOTE.cpp:EncodePacket(u8 * data,char source,char destination,i32 length)#1	src/SOURCE/REMOTE.cpp	0x0048d8bf	pending					097f5570d50a34d30d391d3c66d1b9d8cb8896343a28af4d2c97b54e4650d20a
src/SOURCE/REMOTE.cpp:PollRemote(void)#1	src/SOURCE/REMOTE.cpp	0x0048df6f	pending					5b3d449b72a89fcd2e25473030c5c81513ba32a6296578e55921f6e21468bdb1
src/SOURCE/REMOTE.cpp:RemoteMain(RemoteGameMode gameMode)#1	src/SOURCE/REMOTE.cpp	0x0048d1ac	pending					f72b86a178909eb0539043958964b54dc9a8736b0976f711e23abd37246122f1
src/SOURCE/REQUEST.cpp:fileRequester::fileRequester(i32 x,i32 y,FileRequesterMode mode,char * pattern,char * directory,char * defaultExtension)#1	src/SOURCE/REQUEST.cpp	0x0048ef59			pending			71f7e9f36003763414ee6ae482d56113757bcc82de463ec87fb7b088b376f62e
src/SOURCE/SPELLS.cpp:combatManager::Armageddon(void)#1	src/SOURCE/SPELLS.cpp	0x0049bdf2	pending					61c7a6746cea1a7d66de9a7eedc934c3f96476ea3096264344c22edcc0a7a3e5
src/SOURCE/SPELLS.cpp:combatManager::CastSpell(SpellType spell,i32 targetHex,i32 castByCreature,i32 teleportDestination)#1	src/SOURCE/SPELLS.cpp	0x00499653	pending					8935b8e549fb05fd59d7adae8f7af3a4f55a03170df7c435c3a72b6970d569f4
src/SOURCE/SPELLS.cpp:combatManager::DrawBolt(SBolt * bolt,i32 stepCount)#1	src/SOURCE/SPELLS.cpp	0x0049ce89			pending			e789775dc7552e8ac08345b7748b43755b9a99b3929fc5291cfe084a2fa1a261
src/SOURCE/SPELLS.cpp:combatManager::Fireball(i32 targetHex,SpellType spell)#1	src/SOURCE/SPELLS.cpp	0x0049b2bd	pending					f1b096a184d9f95574cd3218fdc1a779b51cb0bdd3d0342282d94ef4a7d57eb3
src/SOURCE/SPELLS.cpp:combatManager::RippleCreature(CombatSide side,i32 armyIndex,CombatRippleMode mode)#1	src/SOURCE/SPELLS.cpp	0x0049e51a			pending			7f0bac346f8139194d2cd2b71648661fa0ee5823332b0539d430af0d34049d1c
src/SOURCE/SPELLS.cpp:combatManager::VaporizeCreature(CombatSide side,i32 armyIndex)#1	src/SOURCE/SPELLS.cpp	0x0049e2b3			pending			095b901a7168ee0a1e73761ddaa58dc3012ea21e163703e5b24491ecfdb1317c
src/SOURCE/TOWN.cpp:town::Deallocate(void)#1	src/SOURCE/TOWN.cpp	0x004a42d0			pending			3122b167ec9aa3eacc5ec7d61dfc76ff1d70c05f2e327c84e49be86ed66466fb
src/SOURCE/TOWNMGR.cpp:GetCategoryStats(TownThievesGuildCategory category,i32l * const stats,i8 * const order)#1	src/SOURCE/TOWNMGR.cpp	0x004ac127	fixed			0cdd261f77abd771c2c6cf150b2c02079db6ac44dd2ff8c7bb729e6dbce6cbf1	CP01.md	e2aa7b180accd50fdce38dbb44c47639ea2a599e785f2f911e111cd1285e5000
src/SOURCE/TOWNMGR.cpp:SortStats(i32l * const stats,i8 * const order)#1	src/SOURCE/TOWNMGR.cpp	0x004ac5c7	fixed			2eb03c40ad7b9b68ff6541e57704f23f2c103524e52e2350ad8c5acbeb375bad	CP01.md	dc6013ab17130553c6275200d3fdf3b8516e20900d1939dbca20e82b27426117
src/SOURCE/TOWNMGR.cpp:townManager::BuyBuild(BuildingSlotType building,i32 cannotBuy,i32 quickView)#1	src/SOURCE/TOWNMGR.cpp	0x004a89fe	fixed			b18650561af90d181a8965b724b9d9ab3603260f5dd2ba97014a52d4239acc82	CP01.md	96e3f334702b709c917383bd23337008d83fd0963db544bfe911ac7457d821cd
src/SOURCE/TOWNMGR.cpp:townManager::SetupThievesGuild(heroWindow * window,i32 informationLevel)#1	src/SOURCE/TOWNMGR.cpp	0x004ab344	pending					3b8605caf7681ce66982fc4e25736c63a4a67170315f12882c6e490106cfc0ca
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::InitMap(void)#1	src/SOURCE/X_CAMPGN.cpp	0x004b3427			pending			fe94363490bc83b05914cc48cd568a61ef768129116ef519bc705b4e08196698
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::IsSpecialLossCondition(i32 playerIndex)#1	src/SOURCE/X_CAMPGN.cpp	0x004b5285			pending			f4c193b078118b4796895241317312897cd148973a4cc48f63bffe05d478bc67
src/SOURCE/comwin.cpp:com_snd(i16 portIndex,u16,u16 length,void * data,i32 priority)#1	src/SOURCE/comwin.cpp	0x00433048			pending			4c4e172715418b152d1cf8b909b23b25ee9e34b33ad13da9e4438311db6f3029
src/SOURCE/comwin.cpp:comm_wrt_task(void)#1	src/SOURCE/comwin.cpp	0x004331c7			pending			b57afe15197c47e4f2614294d7e830f8521b45d49c6d9d147d88d209c0cf760d
src/SOURCE/netwin.cpp:nb_listen(i32 session,void * name)#1	src/SOURCE/netwin.cpp	0x00474f38			pending			cdfbacd2a0869e9e7d01e3b171d4a6798fdf54998965950159a11f20106c3c35
src/SOURCE/netwin.cpp:nb_rcv(i16 session,void * buf)#1	src/SOURCE/netwin.cpp	0x0047421c			pending			09969f57544d09ad87e2f182dd65a415bda400be1b347568812d1ea5774d3db9
src/SOURCE/netwin.cpp:nb_recv_complete(i32 session)#1	src/SOURCE/netwin.cpp	0x004752c3			pending			1157c3b1896d63a0ab2759a5a286cbf2f604a5af51c14ff4ba1151406133d6f0
src/SOURCE/netwin.cpp:nb_snd(i16 session,i16 len,void * data)#1	src/SOURCE/netwin.cpp	0x004742b2			pending			76f6327487db1595034b5e3c1e8325adc4429993bbcf495cd839742846ff18dd
src/SOURCE/netwin.cpp:nb_thr_ctl(void)#1	src/SOURCE/netwin.cpp	0x00474848			pending			5a7a390172f4729dc44c643488c7bd801303f6004ffa733156e46c278fd116cd
src/SOURCE/tradpost.cpp:ComputeTradeRatios(i32 sourceResource,i32 destinationResource,i32 * ratio,i32 * leftDenominated,i32 * maxTrade)#1	src/SOURCE/tradpost.cpp	0x004aceac			pending			323a59fe60b56d4df8183de0af423438cdc58a20a2fa39f3f7412f1b39701f2a
src/SOURCE/tradpost.cpp:SetupNewTrade(void)#1	src/SOURCE/tradpost.cpp	0x004ad0a5			pending			b1e8ce167fb4f690756d44770694338a9427a2e2d0f1d2b27b39545e98610dc5
src/SOURCE/tradpost.cpp:TradingPostHandler(struct tag_message & message)#1	src/SOURCE/tradpost.cpp	0x004ad0d4			pending			4711ed593b1334baa2f4c89fe125b6d3a233cafaf01e0befd743cf3c03a3bb56
